Animal #,Species,Primary Breed,Secondary Breed,Gender,Altered,Age in Months Intake,Age Group,Intake Condition,Intake Date,Intake Type,Intake Subtype,Reason,Agency Name,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome Reason,Outcome_Agency_Name
A44490258,Dog,Shepherd,Australian Shepherd,F,Yes,1.0,Baby,Normal,6/10/2020 2:11 PM,Owner/Guardian Surrender,For Adoption,Other,,7/10/2020 11:13 AM,7/10/2020 11:13 AM,Adoption,Adoption Center,,
A44490268,Dog,Shepherd,Australian Shepherd,F,Yes,1.0,Baby,Normal,6/10/2020 2:11 PM,Owner/Guardian Surrender,For Adoption,Other,,8/12/2020 2:43 PM,8/12/2020 2:43 PM,Adoption,Adoption Center,,
A44490285,Dog,Shepherd,Australian Shepherd,M,Yes,1.0,Baby,Normal,6/10/2020 2:11 PM,Owner/Guardian Surrender,For Adoption,Other,,7/10/2020 10:54 AM,7/10/2020 10:54 AM,Adoption,Adoption Center,,
A44490295,Dog,Shepherd,Australian Shepherd,M,Yes,1.0,Baby,Normal,6/10/2020 2:11 PM,Owner/Guardian Surrender,For Adoption,Other,,8/2/2020 2:15 PM,8/2/2020 2:15 PM,Adoption,Adoption Center,,
A44490301,Dog,Shepherd,Australian Shepherd,M,Yes,1.0,Baby,Normal,6/10/2020 2:11 PM,Owner/Guardian Surrender,For Adoption,Other,,9/12/2020 3:19 PM,9/12/2020 3:19 PM,Adoption,Adoption Center,,
A44490306,Dog,Shepherd,Australian Shepherd,M,Yes,1.0,Baby,Normal,6/10/2020 2:11 PM,Owner/Guardian Surrender,For Adoption,Other,,7/9/2020 4:27 PM,7/9/2020 4:27 PM,Adoption,Adoption Center,,
A44501680,Dog,Siberian Husky,Mix,F,Yes,36.0,Adult,Normal,6/11/2020 5:39 PM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,9/1/2020 11:04 AM,9/1/2020 11:04 AM,Adoption,Adoption Center,,
A44507176,Dog,"Terrier, Cairn",Mix,F,Yes,142.0,Adult,Normal,6/12/2020 1:53 PM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,7/22/2020 7:05 PM,7/22/2020 7:05 PM,Adoption,Adoption Center,,
A44515708,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Baby,Normal,6/13/2020 4:47 PM,Owner/Guardian Surrender,For Adoption,Other,,10/20/2020 8:12 PM,10/20/2020 8:12 PM,Adoption,Adoption Center,,
A44515712,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Baby,Normal,6/13/2020 4:47 PM,Owner/Guardian Surrender,For Adoption,Other,,11/11/2020 12:52 PM,11/11/2020 12:52 PM,Adoption,Adoption Center,,
A44515714,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Baby,Normal,6/13/2020 4:47 PM,Owner/Guardian Surrender,For Adoption,Other,,7/30/2020 12:28 PM,7/30/2020 12:28 PM,Adoption,Adoption Center,,
A44515720,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Baby,Normal,6/13/2020 4:47 PM,Owner/Guardian Surrender,For Adoption,Other,,11/11/2020 12:52 PM,11/11/2020 12:52 PM,Adoption,Adoption Center,,
A44879704,Cat,Domestic Shorthair,Mix,M,Yes,23.0,Adult,Normal,6/17/2020 10:08 AM,Stray,Public Drop Off,,,1/13/2021 2:49 PM,1/13/2021 2:49 PM,Adoption,Adoption Center,,
A44880292,Guinea Pig,American (short hair),American (short hair),F,No,,Young,Normal,6/17/2020 10:48 AM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,2/10/2021 7:38 PM,2/10/2021 7:38 PM,Adoption,Adoption Center,,
A44880300,Guinea Pig,American (short hair),American (short hair),F,No,,Adult,Normal,6/17/2020 10:48 AM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,2/10/2021 7:38 PM,2/10/2021 7:38 PM,Adoption,Adoption Center,,
A44897488,Cat,Domestic Medium Hair,Mix,F,Yes,,Young,Unsocialized,6/19/2020 10:29 AM,Clinic,Spay,,,6/19/2020 10:51 AM,6/19/2020 10:51 AM,Clinic Out,Vaccinations,,
A44897884,Cat,Domestic Shorthair,Mix,F,Yes,,Adult,Unsocialized,6/19/2020 10:56 AM,Clinic,Spay,,,6/19/2020 10:58 AM,6/19/2020 10:58 AM,Clinic Out,Vaccinations,,
A44898060,Cat,Siamese,Mix,F,Yes,,Adult,Unsocialized,6/19/2020 11:09 AM,Clinic,Spay,,,6/19/2020 11:11 AM,6/19/2020 11:11 AM,Clinic Out,Vaccinations,,
A44898120,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Unsocialized,6/19/2020 11:13 AM,Clinic,Spay,,,6/19/2020 11:17 AM,6/19/2020 11:17 AM,Clinic Out,Vaccinations,,
A44898130,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Unsocialized,6/19/2020 11:13 AM,Clinic,Spay,,,6/19/2020 11:20 AM,6/19/2020 11:20 AM,Clinic Out,Vaccinations,,
A44898330,Cat,Domestic Shorthair,Mix,M,Yes,,Adult,Unsocialized,6/19/2020 11:28 AM,Clinic,Spay,,,6/19/2020 11:36 AM,6/19/2020 11:36 AM,Clinic Out,Vaccinations,,
A44898353,Cat,Domestic Shorthair,Mix,M,Yes,,Adult,Unsocialized,6/19/2020 11:28 AM,Clinic,Spay,,,6/19/2020 11:53 AM,6/19/2020 11:53 AM,Clinic Out,Vaccinations,,
A44898359,Cat,Domestic Shorthair,Mix,M,Yes,,Adult,Unsocialized,6/19/2020 11:28 AM,Clinic,Spay,,,6/19/2020 12:08 PM,6/19/2020 12:08 PM,Clinic Out,Vaccinations,,
A44898377,Cat,Domestic Longhair,Mix,M,Yes,,Adult,Unsocialized,6/19/2020 11:28 AM,Clinic,Spay,,,6/19/2020 12:09 PM,6/19/2020 12:09 PM,Clinic Out,Vaccinations,,
A44898404,Cat,Domestic Shorthair,Mix,M,Yes,,Adult,Unsocialized,6/19/2020 11:28 AM,Clinic,Spay,,,6/19/2020 12:10 PM,6/19/2020 12:10 PM,Clinic Out,Vaccinations,,
A44898412,Cat,Domestic Shorthair,Mix,F,Yes,,Adult,Unsocialized,6/19/2020 11:28 AM,Clinic,Spay,,,6/19/2020 12:03 PM,6/19/2020 12:03 PM,Clinic Out,Vaccinations,,
A44898422,Cat,Domestic Shorthair,Mix,M,Yes,,Adult,Unsocialized,6/19/2020 11:28 AM,Clinic,Spay,,,6/19/2020 12:12 PM,6/19/2020 12:12 PM,Clinic Out,Vaccinations,,
A44898602,Cat,Domestic Shorthair,Mix,M,Yes,,Young,Unsocialized,6/19/2020 11:44 AM,Clinic,Neuter,,,6/19/2020 12:07 PM,6/19/2020 12:07 PM,Clinic Out,Vaccinations,,
A44911355,Dog,"Dachshund, Standard Smooth Haired",Mix,M,Yes,119.0,Senior,Sick,6/18/2020 2:40 PM,Stray,Public Drop Off,,,10/21/2020 12:14 PM,10/21/2020 12:14 PM,Adoption,Adoption Center,,
A44911711,Dog,Shih Tzu,,F,Yes,,Adult,Normal,6/21/2020 3:43 PM,Stray,Public Drop Off,,,6/21/2020 3:47 PM,6/21/2020 3:47 PM,Return to Owner/Guardian,Stray Reclaim,,
A44911793,Cat,Domestic Shorthair,Mix,M,Yes,2.0,Baby,Sick,6/19/2020 4:04 PM,Owner/Guardian Surrender,For Adoption,Other,,12/28/2020 7:57 PM,12/28/2020 7:57 PM,Adoption,Adoption Center,,
A44911796,Cat,Domestic Shorthair,Mix,M,Yes,2.0,Baby,Sick,6/19/2020 4:04 PM,Owner/Guardian Surrender,For Adoption,Other,,1/8/2021 5:45 PM,1/8/2021 5:45 PM,Adoption,Adoption Center,,
A44911875,Cat,Domestic Shorthair,Mix,F,Yes,36.0,Adult,Normal,6/20/2020 4:26 PM,Owner/Guardian Surrender,For Adoption,Other,,8/12/2020 2:15 PM,8/12/2020 2:15 PM,Adoption,Adoption Center,,
A44911903,Cat,Domestic Medium Hair,Mix,F,Yes,11.0,Adult,Normal,6/20/2020 4:37 PM,Owner/Guardian Surrender,For Adoption,Other,,1/22/2021 5:40 PM,1/22/2021 5:40 PM,Adoption,Adoption Center,,
A44916642,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,6/22/2020 1:35 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,9/14/2020 3:09 PM,9/14/2020 3:09 PM,Adoption,Adoption Center,,
A44916651,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,6/22/2020 1:35 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,9/14/2020 3:09 PM,9/14/2020 3:09 PM,Adoption,Adoption Center,,
A44916665,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,6/22/2020 1:35 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,9/3/2020 6:35 PM,9/3/2020 6:35 PM,Adoption,Adoption Center,,
A44916674,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,6/22/2020 1:35 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,9/14/2020 3:09 PM,9/14/2020 3:09 PM,Adoption,Adoption Center,,
A44916692,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,6/22/2020 1:35 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,9/14/2020 3:09 PM,9/14/2020 3:09 PM,Adoption,Adoption Center,,
A44916712,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,6/22/2020 1:35 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,8/15/2020 2:33 PM,8/15/2020 2:33 PM,Adoption,Adoption Center,,
A44937186,Cat,Domestic Shorthair,Mix,F,Yes,9.0,Young,Normal,6/24/2020 6:51 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,9/26/2020 4:48 PM,9/26/2020 4:48 PM,Adoption,Adoption Center,,
A44937187,Cat,Domestic Shorthair,Mix,U,No,1.0,Baby,Unweaned,6/24/2020 6:51 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,6/28/2020 4:51 PM,6/28/2020 4:51 PM,Transfer Out,To Specific Rescue,For Adoption,Green Bay Animal Rescue
A44937189,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Baby,Unweaned,6/24/2020 6:51 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,10/4/2020 12:17 PM,,Died,Unknown,,
A44937193,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Baby,Unweaned,6/24/2020 6:51 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,10/20/2020 8:29 PM,10/20/2020 8:29 PM,Adoption,Adoption Center,,
A44937198,Cat,Domestic Shorthair,Mix,F,Yes,2.0,Baby,Unweaned,6/24/2020 6:51 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,8/17/2020 2:50 PM,8/17/2020 2:50 PM,Adoption,Adoption Center,,
A44937207,Cat,Domestic Shorthair,Mix,M,Yes,0.0,Baby,Unweaned,6/24/2020 6:57 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,9/24/2020 12:55 PM,9/24/2020 12:55 PM,Adoption,Adoption Center,,
A44947190,Cat,Domestic Shorthair,Mix,F,Yes,10.0,Young,Normal,6/26/2020 9:16 AM,Clinic,Spay,,,6/26/2020 1:20 PM,6/26/2020 1:20 PM,Clinic Out,Microchip,,
A44949100,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,6/26/2020 11:46 AM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,9/13/2020 2:16 PM,9/13/2020 2:16 PM,Adoption,Adoption Center,,
A44961075,Cat,Domestic Shorthair,Mix,F,Yes,3.0,Baby,Normal,6/28/2020 1:58 PM,Stray,Public Drop Off,,,9/15/2020 3:35 PM,9/15/2020 3:35 PM,Adoption,Adoption Center,,
A44961314,Dog,Australian Shepherd,Mix,M,Yes,6.0,Young,Normal,6/28/2020 2:46 PM,Owner/Guardian Surrender,For Adoption,Other,,7/13/2020 12:27 PM,7/13/2020 12:27 PM,Adoption,Adoption Center,,
A44961317,Cat,Domestic Shorthair,Mix,F,Yes,5.0,Young,Normal,6/28/2020 2:46 PM,Owner/Guardian Surrender,For Adoption,Other,,8/13/2020 4:18 PM,8/13/2020 4:18 PM,Adoption,Adoption Center,,
A45006846,Dog,Pomeranian,"Chihuahua, Short Coat",M,Yes,32.0,Adult,Normal,7/2/2020 1:13 PM,Stray,ACO / Police Drop Off,,,7/3/2020 1:51 PM,7/3/2020 1:51 PM,Return to Owner/Guardian,Stray Reclaim,,
A45010228,Dog,Shepherd,Mix,M,Yes,,Adult,Normal,7/6/2020 10:57 AM,Stray,ACO / Police Drop Off,,,7/6/2020 11:00 AM,7/6/2020 11:00 AM,Return to Owner/Guardian,Stray Reclaim,,
A45029642,Cat,Domestic Shorthair,Mix,M,Yes,24.0,Young,Normal,7/7/2020 12:38 PM,Stray,ACO / Police Drop Off,,,7/9/2020 6:02 PM,7/9/2020 6:02 PM,Return to Owner/Guardian,Stray Reclaim,,
A45050806,Cat,Domestic Shorthair,Mix,F,Yes,2.0,Baby,Normal,7/10/2020 8:21 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,8/27/2020 6:33 PM,8/27/2020 6:33 PM,Adoption,Adoption Center,,
A45058447,Dog,Australian Shepherd,Mix,F,Yes,0.0,Baby,Unweaned,7/12/2020 4:10 PM,Owner/Guardian Surrender,For Adoption,Other,,10/19/2020 8:53 PM,10/19/2020 8:53 PM,Adoption,Adoption Center,,
A45058467,Dog,Australian Shepherd,Mix,F,Yes,0.0,Baby,Unweaned,7/12/2020 4:10 PM,Owner/Guardian Surrender,For Adoption,Other,,8/31/2020 12:17 PM,8/31/2020 12:17 PM,Adoption,Adoption Center,,
A45058471,Dog,Australian Shepherd,Mix,F,Yes,0.0,Baby,Unweaned,7/12/2020 4:10 PM,Owner/Guardian Surrender,For Adoption,Other,,10/26/2020 7:51 PM,10/26/2020 7:51 PM,Adoption,Adoption Center,,
A45058474,Dog,Australian Shepherd,Mix,F,Yes,0.0,Baby,Unweaned,7/12/2020 4:10 PM,Owner/Guardian Surrender,For Adoption,Other,,9/21/2020 11:38 AM,9/21/2020 11:38 AM,Adoption,Adoption Center,,
A45058480,Dog,Australian Shepherd,Mix,M,Yes,0.0,Baby,Unweaned,7/12/2020 4:10 PM,Owner/Guardian Surrender,For Adoption,Other,,10/19/2020 8:32 PM,10/19/2020 8:32 PM,Adoption,Adoption Center,,
A46356129,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,F,No,,Adult,Normal,12/30/2020 3:30 PM,Stray,ACO / Police Drop Off,,,12/30/2020 3:35 PM,12/30/2020 3:35 PM,Return to Owner/Guardian,Stray Reclaim,,
A46356326,Dog,"Chihuahua, Short Coat",Mix,F,Yes,,Young,Normal,12/29/2020 4:04 PM,Stray,ACO / Police Drop Off,,,1/2/2021 4:19 PM,1/2/2021 4:19 PM,Return to Owner/Guardian,Stray Reclaim,,
A46356334,Dog,American Blue Heeler,Mix,M,No,,Adult,Normal,12/29/2020 4:04 PM,Stray,ACO / Police Drop Off,,,1/2/2021 4:19 PM,1/2/2021 4:19 PM,Return to Owner/Guardian,Stray Reclaim,,
A33985151,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,M,No,77.0,Adult,Fearful,4/30/2020 7:05 PM,Stray,ACO / Police Drop Off,,,5/4/2020 11:23 AM,5/4/2020 11:23 AM,Return to Owner/Guardian,Stray Reclaim,,
A34920424,Cat,Domestic Shorthair,Mix,M,Yes,42.0,Adult,Normal,2/5/2020 3:20 PM,Return,Beyond Exchange Period,Allergies,,2/7/2020 4:45 PM,2/7/2020 4:45 PM,Adoption,Adoption Center,,
A37872514,Dog,"Retriever, Labrador","Coonhound, Treeing Walker",M,Yes,33.0,Adult,Normal,11/5/2020 1:30 PM,Return,Beyond Exchange Period,Other,,1/16/2021 1:53 PM,1/16/2021 1:53 PM,Adoption,Adoption Center,,
A38939387,Dog,Australian Cattle Dog,Australian Shepherd,M,Yes,29.0,Adult,Normal,10/17/2020 3:58 PM,Return,Beyond Exchange Period,Behavior Problem,,1/23/2021 5:51 PM,1/23/2021 5:51 PM,Adoption,Adoption Center,,
A42482170,Cat,Siamese,Mix,F,Yes,,Adult,Normal,3/13/2020 8:24 AM,Clinic,Spay,,,3/13/2020 8:28 AM,3/13/2020 8:28 AM,Clinic Out,Other,,
A42482170,Cat,Siamese,Mix,F,Yes,,Adult,Normal,3/14/2020 2:12 PM,Clinic,Microchip,,,3/14/2020 2:15 PM,3/14/2020 2:15 PM,Clinic Out,Microchip,,
A42565439,Dog,Miniature Pinscher,Mix,M,Yes,29.0,Adult,Normal,3/31/2020 11:00 AM,Return,Beyond Exchange Period,Behavior Problem,,9/21/2020 11:16 AM,9/21/2020 11:16 AM,Adoption,Adoption Center,,
A42914474,Dog,German Shepherd,Mix,M,Yes,16.0,Baby,Normal,12/29/2020 9:26 AM,Return,Beyond Exchange Period,Other,,1/17/2021 2:17 PM,1/17/2021 2:17 PM,Adoption,Adoption Center,,
A43114420,Cat,Domestic Medium Hair,Mix,F,Yes,25.0,Adult,Normal,1/4/2020 12:50 PM,Return,Within Exchange Period,Other,,2/12/2020 2:00 PM,2/12/2020 2:00 PM,Adoption,Adoption Center,,
A43155429,Cat,Domestic Shorthair,Mix,M,Yes,6.0,Adult,Normal,1/4/2020 10:23 AM,Stray,ACO / Police Drop Off,,,1/24/2020 2:28 PM,1/24/2020 2:28 PM,Adoption,Adoption Center,,
A43228183,Cat,Domestic Shorthair,Mix,F,Yes,21.0,Adult,Normal,8/18/2020 9:30 AM,Return,Beyond Exchange Period,Other,,2/16/2021 1:21 PM,2/16/2021 1:21 PM,Adoption,Adoption Center,,
A43228483,Dog,"Terrier, Jack Russell",American Blue Heeler,M,Yes,3.0,Baby,Normal,1/22/2020 1:48 PM,Return,Within Exchange Period,Time - Not Enough,,1/27/2020 2:31 PM,1/27/2020 2:31 PM,Transfer Out,For Adoption,For Adoption,Green Bay Animal Rescue
A43458378,Cat,Domestic Shorthair,Mix,F,Yes,14.0,Adult,Normal,3/27/2020 12:21 PM,Return,Beyond Exchange Period,Behavior Problem,,9/29/2020 2:22 PM,9/29/2020 2:22 PM,Adoption,Adoption Center,,
A43530915,Dog,Terrier,Mix,M,Yes,2.0,Baby,Normal,1/2/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,1/17/2020 4:29 PM,1/17/2020 4:29 PM,Adoption,Adoption Center,,
A43530929,Dog,Terrier,Mix,M,No,2.0,Baby,Normal,1/2/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,1/2/2020 3:00 PM,1/2/2020 3:00 PM,Transfer Out,For Adoption,For Adoption,Bichon and Little Buddies Rescue
A43530940,Dog,Terrier,Mix,M,Yes,2.0,Baby,Normal,1/2/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,1/10/2020 11:17 AM,1/10/2020 11:17 AM,Adoption,Adoption Center,,
A43530964,Dog,Terrier,Mix,M,Yes,2.0,Baby,Normal,1/2/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,1/17/2020 2:29 PM,1/17/2020 2:29 PM,Adoption,Adoption Center,,
A43530964,Dog,Terrier,Mix,M,Yes,3.0,Baby,Normal,1/29/2020 2:47 PM,Return,Within Exchange Period,Time - Not Enough,,3/9/2020 1:26 PM,3/9/2020 1:26 PM,Adoption,Adoption Center,,
A43530986,Dog,Terrier,Mix,M,Yes,2.0,Baby,Normal,1/2/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,1/17/2020 4:42 PM,1/17/2020 4:42 PM,Adoption,Adoption Center,,
A43531017,Dog,Terrier,Mix,F,Yes,2.0,Baby,Normal,1/2/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,1/20/2020 12:45 PM,1/20/2020 12:45 PM,Adoption,Adoption Center,,
A43531028,Dog,Terrier,Mix,F,No,2.0,Baby,Normal,1/2/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,1/2/2020 3:00 PM,1/2/2020 3:00 PM,Transfer Out,For Adoption,For Adoption,Bichon and Little Buddies Rescue
A43531042,Dog,Terrier,Mix,F,Yes,2.0,Baby,Normal,1/2/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,2/17/2020 12:04 PM,2/17/2020 12:04 PM,Adoption,Adoption Center,,
A43531052,Dog,Terrier,Mix,F,Yes,2.0,Baby,Normal,1/2/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,1/31/2020 6:18 PM,1/31/2020 6:18 PM,Adoption,Adoption Center,,
A43531062,Dog,Terrier,Mix,F,Yes,2.0,Baby,Normal,1/2/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,3/8/2020 3:31 PM,3/8/2020 3:31 PM,Adoption,Other Offsite,,
A43531071,Dog,Terrier,Mix,F,No,2.0,Baby,Normal,1/2/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,1/2/2020 3:00 PM,1/2/2020 3:00 PM,Transfer Out,For Adoption,For Adoption,Bichon and Little Buddies Rescue
A43531086,Dog,Terrier,Mix,F,Yes,2.0,Baby,Normal,1/2/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,1/23/2020 1:02 PM,1/23/2020 1:02 PM,Adoption,Adoption Center,,
A43531102,Dog,Terrier,Mix,F,Yes,2.0,Baby,Normal,1/2/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,2/10/2020 11:59 AM,2/10/2020 11:59 AM,Adoption,Adoption Center,,
A43531102,Dog,Terrier,Mix,F,Yes,3.0,Baby,Normal,2/12/2020 11:32 AM,Return,Within Exchange Period,Time - Not Enough,,2/14/2020 5:33 PM,2/14/2020 5:33 PM,Adoption,Adoption Center,,
A43595760,Cat,Domestic Shorthair,Mix,M,Yes,,Young,Normal,1/11/2020 3:09 PM,Stray,Public Drop Off,,,1/14/2020 11:55 AM,1/14/2020 11:55 AM,Return to Owner/Guardian,Stray Reclaim,,
A43595760,Cat,Domestic Shorthair,Mix,M,Yes,,Young,Normal,1/17/2020 3:55 PM,Stray,Public Drop Off,,,1/17/2020 3:59 PM,1/17/2020 3:59 PM,Return to Owner/Guardian,Stray Reclaim,,
A43595760,Cat,Domestic Shorthair,Mix,M,Yes,,Young,Normal,3/3/2020 5:33 PM,Stray,ACO / Police Drop Off,,,3/6/2020 5:35 PM,3/6/2020 5:35 PM,Return to Owner/Guardian,Stray Reclaim,,
A43596760,Dog,Basset Hound,Mix,F,Yes,59.0,Adult,Normal,1/11/2020 5:49 PM,Owner/Guardian Surrender,For Adoption,Other,,2/1/2020 4:34 PM,2/1/2020 4:34 PM,Adoption,Adoption Center,,
A43596764,Dog,Basset Hound,Beagle,M,Yes,1.0,Baby,Normal,1/11/2020 5:49 PM,Owner/Guardian Surrender,For Adoption,Other,,2/8/2020 12:47 PM,2/8/2020 12:47 PM,Adoption,Adoption Center,,
A43596767,Dog,Basset Hound,Beagle,F,Yes,1.0,Baby,Normal,1/11/2020 5:49 PM,Owner/Guardian Surrender,For Adoption,Other,,2/8/2020 3:58 PM,2/8/2020 3:58 PM,Adoption,Adoption Center,,
A43596772,Dog,German Shepherd,,F,Yes,2.0,Baby,Normal,1/11/2020 5:49 PM,Owner/Guardian Surrender,For Adoption,Other,,1/25/2020 12:32 PM,1/25/2020 12:32 PM,Adoption,Adoption Center,,
A43596774,Dog,German Shepherd,,M,Yes,2.0,Baby,Normal,1/11/2020 5:49 PM,Owner/Guardian Surrender,For Adoption,Other,,2/7/2020 5:15 PM,2/7/2020 5:15 PM,Adoption,Adoption Center,,
A43596777,Dog,German Shepherd,,F,Yes,2.0,Baby,Normal,1/11/2020 5:49 PM,Owner/Guardian Surrender,For Adoption,Other,,1/26/2020 1:37 PM,1/26/2020 1:37 PM,Adoption,Adoption Center,,
A43596778,Dog,German Shepherd,,F,Yes,2.0,Baby,Normal,1/11/2020 5:49 PM,Owner/Guardian Surrender,For Adoption,Other,,2/5/2020 5:49 PM,2/5/2020 5:49 PM,Adoption,Adoption Center,,
A43596784,Dog,German Shepherd,,F,Yes,2.0,Baby,Normal,1/11/2020 5:49 PM,Owner/Guardian Surrender,For Adoption,Other,,1/25/2020 12:52 PM,1/25/2020 12:52 PM,Adoption,Adoption Center,,
A43596790,Dog,Shetland Sheepdog,Mix,F,Yes,17.0,Adult,Normal,1/11/2020 5:49 PM,Owner/Guardian Surrender,For Adoption,Other,,4/17/2020 1:32 PM,4/17/2020 1:32 PM,Adoption,Adoption Center,,
A43611197,Dog,"Terrier, Rat",Australian Shepherd,F,Yes,2.0,Baby,Normal,1/14/2020 11:51 AM,Owner/Guardian Surrender,For Adoption,Other,,1/29/2020 6:16 PM,1/29/2020 6:16 PM,Adoption,Adoption Center,,
A43611212,Dog,"Terrier, Rat",Australian Shepherd,F,Yes,2.0,Baby,Normal,1/14/2020 11:51 AM,Owner/Guardian Surrender,For Adoption,Other,,2/14/2020 4:53 PM,2/14/2020 4:53 PM,Adoption,Adoption Center,,
A43611223,Dog,"Terrier, Rat",Australian Shepherd,M,Yes,2.0,Baby,Normal,1/14/2020 11:51 AM,Owner/Guardian Surrender,For Adoption,Other,,2/7/2020 5:47 PM,2/7/2020 5:47 PM,Adoption,Adoption Center,,
A43611231,Dog,"Terrier, Rat",Australian Shepherd,M,Yes,2.0,Baby,Normal,1/14/2020 11:51 AM,Owner/Guardian Surrender,For Adoption,Other,,2/1/2020 4:10 PM,2/1/2020 4:10 PM,Adoption,Adoption Center,,
A43630608,Cat,Domestic Shorthair,Mix,F,Yes,35.0,Adult,Normal,1/16/2020 2:41 PM,Stray,ACO / Police Drop Off,,,6/5/2020 11:56 AM,6/5/2020 11:56 AM,Adoption,Adoption Center,,
A43640255,Dog,Siberian Husky,Mix,F,No,,Adult,Normal,1/17/2020 5:40 PM,Stray,ACO / Police Drop Off,,,1/17/2020 5:42 PM,1/17/2020 5:42 PM,Return to Owner/Guardian,Stray Reclaim,,
A43649484,Dog,Australian Shepherd,Mix,F,Yes,24.0,Young,Normal,1/20/2020 11:14 AM,Owner/Guardian Surrender,For Adoption,Other,,2/17/2020 1:01 PM,2/17/2020 1:01 PM,Adoption,Adoption Center,,
A43649484,Dog,Australian Shepherd,Mix,F,Yes,25.0,Young,Normal,2/26/2020 2:18 PM,Return,Within Exchange Period,Too Many Pets,,3/18/2020 5:08 PM,3/18/2020 5:08 PM,Transfer Out,To Specific Rescue,For Adoption,Wolf River Vet/ SAFE
A43689403,Dog,Australian Shepherd,American Blue Heeler,M,Yes,1.0,Baby,Normal,1/25/2020 3:21 PM,Owner/Guardian Surrender,For Adoption,Other,,2/29/2020 4:02 PM,2/29/2020 4:02 PM,Adoption,Adoption Center,,
A43689407,Dog,Australian Shepherd,American Blue Heeler,M,Yes,1.0,Baby,Normal,1/25/2020 3:21 PM,Owner/Guardian Surrender,For Adoption,Other,,3/18/2020 2:17 PM,3/18/2020 2:17 PM,Adoption,Adoption Center,,
A43689409,Dog,Australian Shepherd,American Blue Heeler,F,Yes,1.0,Baby,Normal,1/25/2020 3:21 PM,Owner/Guardian Surrender,For Adoption,Other,,3/8/2020 11:32 AM,3/8/2020 11:32 AM,Adoption,Adoption Center,,
A43689413,Dog,Australian Shepherd,American Blue Heeler,F,Yes,1.0,Baby,Normal,1/25/2020 3:21 PM,Owner/Guardian Surrender,For Adoption,Other,,2/21/2020 2:54 PM,2/21/2020 2:54 PM,Adoption,Adoption Center,,
A43698807,Dog,American Blue Heeler,Mix,M,Yes,1.0,Baby,Normal,1/27/2020 2:19 PM,Owner/Guardian Surrender,For Adoption,Other,,3/1/2020 10:47 AM,3/1/2020 10:47 AM,Adoption,Adoption Center,,
