Animal #,Species,Primary Breed,Secondary Breed,Gender,Altered,Age in Months Intake,Age Group,Intake Condition,Intake Date,Intake Type,Intake Subtype,Reason,Agency Name,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome Reason,Outcome_Agency_Name
A43698821,Dog,American Blue Heeler,Mix,M,Yes,1.0,Baby,Normal,1/27/2020 2:19 PM,Owner/Guardian Surrender,For Adoption,Other,,3/13/2020 4:50 PM,3/13/2020 4:50 PM,Adoption,Adoption Center,,
A43698826,Dog,American Blue Heeler,Mix,M,Yes,1.0,Baby,Normal,1/27/2020 2:19 PM,Owner/Guardian Surrender,For Adoption,Other,,3/11/2020 4:19 PM,3/11/2020 4:19 PM,Adoption,Adoption Center,,
A43698830,Dog,American Blue Heeler,Mix,F,Yes,1.0,Baby,Normal,1/27/2020 2:19 PM,Owner/Guardian Surrender,For Adoption,Other,,2/22/2020 2:20 PM,2/22/2020 2:20 PM,Adoption,Adoption Center,,
A43698836,Dog,American Blue Heeler,Mix,F,Yes,1.0,Baby,Normal,1/27/2020 2:19 PM,Owner/Guardian Surrender,For Adoption,Other,,3/7/2020 1:13 PM,3/7/2020 1:13 PM,Adoption,Adoption Center,,
A43698844,Dog,American Blue Heeler,Mix,F,Yes,1.0,Baby,Normal,1/27/2020 2:19 PM,Owner/Guardian Surrender,For Adoption,Other,,2/15/2020 1:46 PM,2/15/2020 1:46 PM,Adoption,Adoption Center,,
A43698844,Dog,American Blue Heeler,Mix,F,Yes,2.0,Baby,Normal,2/20/2020 10:38 AM,Return,Within Exchange Period,Time - Not Enough,,3/7/2020 12:59 PM,3/7/2020 12:59 PM,Adoption,Adoption Center,,
A43698853,Dog,American Blue Heeler,Mix,U,No,1.0,Baby,Normal,1/27/2020 2:19 PM,Owner/Guardian Surrender,For Adoption,Other,,1/27/2020 2:43 PM,1/27/2020 2:43 PM,Transfer Out,For Adoption,For Adoption,Green Bay Animal Rescue
A43698861,Dog,American Blue Heeler,Mix,U,No,1.0,Baby,Normal,1/27/2020 2:19 PM,Owner/Guardian Surrender,For Adoption,Other,,1/27/2020 2:43 PM,1/27/2020 2:43 PM,Transfer Out,For Adoption,For Adoption,Green Bay Animal Rescue
A43698870,Dog,American Blue Heeler,Mix,U,No,1.0,Baby,Normal,1/27/2020 2:19 PM,Owner/Guardian Surrender,For Adoption,Other,,1/27/2020 2:43 PM,1/27/2020 2:43 PM,Transfer Out,For Adoption,For Adoption,Green Bay Animal Rescue
A43698877,Dog,American Blue Heeler,Mix,U,No,1.0,Baby,Normal,1/27/2020 2:19 PM,Owner/Guardian Surrender,For Adoption,Other,,1/27/2020 2:43 PM,1/27/2020 2:43 PM,Transfer Out,For Adoption,For Adoption,Green Bay Animal Rescue
A43703260,Cat,Domestic Shorthair,Mix,M,Yes,23.0,Adult,Normal,1/27/2020 10:38 AM,Stray,ACO / Police Drop Off,,,4/22/2020 8:27 PM,4/22/2020 8:27 PM,Adoption,Adoption Center,,
A43734635,Cat,Domestic Medium Hair,Mix,F,No,1.0,Baby,Sick,1/31/2020 7:42 PM,Stray,Public Drop Off,,,2/8/2020 5:32 PM,,Died,Ill,,
A43734636,Cat,Domestic Medium Hair,Mix,F,Yes,1.0,Baby,Sick,1/31/2020 7:42 PM,Stray,Public Drop Off,,,3/20/2020 2:18 PM,3/20/2020 2:18 PM,Adoption,Adoption Center,,
A43742616,Dog,Shetland Sheepdog,Mix,F,Yes,0.0,Baby,Normal,2/2/2020 2:16 PM,Owner/Guardian Surrender,Born in Care,Other,,4/14/2020 11:34 AM,4/14/2020 11:34 AM,Adoption,Adoption Center,,
A43742622,Dog,Shetland Sheepdog,Mix,F,Yes,0.0,Baby,Normal,2/2/2020 2:16 PM,Owner/Guardian Surrender,Born in Care,Other,,4/14/2020 11:46 AM,4/14/2020 11:46 AM,Adoption,Adoption Center,,
A45058482,Dog,Australian Shepherd,Mix,M,Yes,0.0,Baby,Unweaned,7/12/2020 4:10 PM,Owner/Guardian Surrender,For Adoption,Other,,8/31/2020 12:50 PM,8/31/2020 12:50 PM,Adoption,Adoption Center,,
A45058485,Dog,Australian Shepherd,Mix,M,Yes,0.0,Baby,Unweaned,7/12/2020 4:10 PM,Owner/Guardian Surrender,For Adoption,Other,,9/12/2020 2:48 PM,9/12/2020 2:48 PM,Adoption,Adoption Center,,
A45058488,Dog,Australian Shepherd,Mix,M,Yes,0.0,Baby,Unweaned,7/12/2020 4:10 PM,Owner/Guardian Surrender,For Adoption,Other,,9/14/2020 10:13 AM,9/14/2020 10:13 AM,Adoption,Adoption Center,,
A45058504,Dog,"Terrier, Rat",Australian Shepherd,F,Yes,8.0,Baby,Normal,7/12/2020 4:10 PM,Owner/Guardian Surrender,For Adoption,Other,,9/12/2020 3:42 PM,9/12/2020 3:42 PM,Adoption,Adoption Center,,
A45058554,Dog,Australian Shepherd,Mix,F,Yes,36.0,Adult,Normal,7/12/2020 4:26 PM,Owner/Guardian Surrender,For Adoption,Other,,9/15/2020 9:58 AM,9/15/2020 9:58 AM,Adoption,Adoption Center,,
A45058572,Dog,Australian Shepherd,Mix,M,Yes,0.0,Baby,Unweaned,7/12/2020 4:30 PM,Owner/Guardian Surrender,For Adoption,Other,,9/1/2020 11:41 AM,9/1/2020 11:41 AM,Adoption,Adoption Center,,
A45087764,Dog,"Spaniel, American Cocker",,F,Yes,84.0,Adult,Normal,7/16/2020 12:01 PM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,10/23/2020 4:39 PM,10/23/2020 4:39 PM,Transfer Out,To Specific Rescue,For Adoption,WI Cocker Rescue
A45092802,Cat,Domestic Shorthair,Mix,M,Yes,2.0,Baby,Normal,7/16/2020 7:32 PM,Stray,Public Drop Off,,,1/27/2021 1:17 PM,1/27/2021 1:17 PM,Transfer Out,To Specific Rescue,For Adoption,Orphan Animal Rescue - OARS
A45099792,Cat,Domestic Medium Hair,Mix,F,Yes,17.0,Adult,Normal,7/17/2020 4:14 PM,Owner/Guardian Surrender,For Adoption,Can't Afford,,10/19/2020 8:41 PM,10/19/2020 8:41 PM,Adoption,Adoption Center,,
A45135589,Cat,Domestic Shorthair,Mix,M,Yes,2.0,Baby,Normal,7/22/2020 7:43 PM,Stray,Public Drop Off,,,1/27/2021 1:17 PM,1/27/2021 1:17 PM,Transfer Out,To Specific Rescue,For Adoption,Orphan Animal Rescue - OARS
A45141634,Cat,Domestic Shorthair,Mix,F,Yes,11.0,Adult,Normal,7/23/2020 2:41 PM,Stray,Public Drop Off,,,2/23/2021 9:15 PM,2/23/2021 9:15 PM,Adoption,Adoption Center,,
A45155192,Cat,Domestic Shorthair,Mix,M,Yes,24.0,Adult,Normal,7/25/2020 2:00 PM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,11/12/2020 11:05 AM,11/12/2020 11:05 AM,Adoption,Adoption Center,,
A45162543,Cat,Domestic Shorthair,Mix,F,No,,Adult,Normal,7/27/2020 11:17 AM,Stray,ACO / Police Drop Off,,,10/2/2020 11:18 AM,,Euthanasia,Disease - Chronic,,
A45187384,Cat,Domestic Shorthair,Mix,M,Yes,18.0,Adult,Normal,7/30/2020 10:59 AM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,1/31/2021 2:38 PM,1/31/2021 2:38 PM,Adoption,Adoption Center,,
A45199690,Cat,Domestic Shorthair,Mix,F,Yes,2.0,Young,Normal,7/31/2020 3:51 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,9/14/2020 3:51 PM,9/14/2020 3:51 PM,Adoption,Adoption Center,,
A45210565,Cat,Domestic Shorthair,Mix,F,Yes,9.0,Young,Sick,8/3/2020 9:59 AM,Stray,ACO / Police Drop Off,,,3/2/2021 11:44 AM,3/2/2021 11:44 AM,Transfer Out,For Adoption,For Adoption,Orphan Animal Rescue - OARS
A45257293,Dog,Shih Tzu,Mix,M,Yes,,Adult,Normal,8/8/2020 11:53 AM,Owner/Guardian Surrender,For Adoption,Elderly/Can't care for,,9/24/2020 1:37 PM,9/24/2020 1:37 PM,Adoption,Adoption Center,,
A45257793,Cat,Domestic Shorthair,Mix,M,Yes,0.0,Baby,Unweaned,8/8/2020 1:22 PM,Owner/Guardian Surrender,For Adoption,Other,,11/6/2020 11:24 AM,11/6/2020 11:24 AM,Adoption,Adoption Center,,
A45257796,Cat,Domestic Shorthair,Mix,F,Yes,0.0,Baby,Unweaned,8/8/2020 1:22 PM,Owner/Guardian Surrender,For Adoption,Other,,11/6/2020 11:24 AM,11/6/2020 11:24 AM,Adoption,Adoption Center,,
A45271148,Dog,Terrier,Mix,F,No,,Adult,Normal,8/10/2020 12:24 PM,Stray,ACO / Police Drop Off,,,8/12/2020 2:02 PM,8/12/2020 2:02 PM,Return to Owner/Guardian,Stray Reclaim,,
A45271148,Dog,Terrier,Mix,F,No,,Adult,Normal,12/24/2020 9:55 AM,Stray,ACO / Police Drop Off,,,12/28/2020 9:18 AM,12/28/2020 9:18 AM,Return to Owner/Guardian,Stray Reclaim,,
A45271266,Cat,Domestic Shorthair,Mix,M,Yes,0.0,Baby,Unweaned,8/11/2020 12:29 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,10/28/2020 11:03 AM,10/28/2020 11:03 AM,Adoption,Adoption Center,,
A45271279,Cat,Domestic Shorthair,Mix,M,Yes,0.0,Baby,Unweaned,8/11/2020 12:29 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,10/27/2020 8:43 AM,10/27/2020 8:43 AM,Adoption,Adoption Center,,
A45271298,Cat,Domestic Shorthair,Mix,M,Yes,0.0,Baby,Unweaned,8/11/2020 12:29 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,10/28/2020 11:03 AM,10/28/2020 11:03 AM,Adoption,Adoption Center,,
A45271310,Cat,Domestic Shorthair,Mix,M,Yes,0.0,Baby,Unweaned,8/11/2020 12:29 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,11/16/2020 8:33 PM,11/16/2020 8:33 PM,Adoption,Adoption Center,,
A45271327,Cat,Domestic Shorthair,Mix,F,Yes,0.0,Baby,Unweaned,8/11/2020 12:29 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,11/16/2020 8:33 PM,11/16/2020 8:33 PM,Adoption,Adoption Center,,
A45286521,Cat,Domestic Medium Hair,Mix,M,Yes,2.0,Baby,Normal,8/12/2020 9:53 AM,Transfer In,For Adoption,Other,Shawano Cares About Critters (SCAC),9/24/2020 1:24 PM,9/24/2020 1:24 PM,Adoption,Adoption Center,,
A45286573,Cat,Domestic Longhair,Mix,M,Yes,2.0,Baby,Normal,8/12/2020 9:53 AM,Transfer In,For Adoption,Other,Shawano Cares About Critters (SCAC),10/18/2020 2:45 PM,10/18/2020 2:45 PM,Adoption,Adoption Center,,
A45286585,Cat,Domestic Longhair,Mix,F,Yes,2.0,Baby,Normal,8/12/2020 9:53 AM,Transfer In,For Adoption,Other,Shawano Cares About Critters (SCAC),11/16/2020 7:59 PM,11/16/2020 7:59 PM,Adoption,Adoption Center,,
A45286594,Cat,Domestic Shorthair,Mix,F,Yes,2.0,Baby,Normal,8/12/2020 9:53 AM,Transfer In,For Adoption,Other,Shawano Cares About Critters (SCAC),10/18/2020 2:45 PM,10/18/2020 2:45 PM,Adoption,Adoption Center,,
A45286602,Cat,Domestic Longhair,Mix,M,Yes,2.0,Baby,Normal,8/12/2020 9:53 AM,Transfer In,For Adoption,Other,Shawano Cares About Critters (SCAC),9/3/2020 5:58 PM,9/3/2020 5:58 PM,Adoption,Adoption Center,,
A45300064,Cat,Domestic Shorthair,Mix,F,Yes,2.0,Baby,Normal,8/14/2020 3:07 PM,Stray,ACO / Police Drop Off,,,2/9/2021 8:44 PM,2/9/2021 8:44 PM,Adoption,Adoption Center,,
A45304217,Cat,Domestic Medium Hair,Mix,F,Yes,11.0,Young,Feral,8/15/2020 12:36 PM,Stray,ACO / Police Drop Off,,,8/21/2020 12:22 PM,8/21/2020 12:22 PM,Adoption,Adoption Center,,
A45320166,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Young,Normal,8/18/2020 10:05 AM,Stray,ACO / Police Drop Off,,,12/18/2020 5:45 PM,12/18/2020 5:45 PM,Adoption,Adoption Center,,
A45344084,Cat,Domestic Shorthair,Mix,M,Yes,25.0,Adult,Normal,8/20/2020 5:14 PM,Stray,Abandoned,,,1/4/2021 4:41 PM,1/4/2021 4:41 PM,Adoption,Adoption Center,,
A45344187,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Baby,Normal,8/20/2020 5:28 PM,Stray,ACO / Police Drop Off,,,11/6/2020 11:24 AM,11/6/2020 11:24 AM,Adoption,Adoption Center,,
A45348098,Dog,Lhasa Apso,Mix,M,Yes,180.0,Senior,Sick,8/21/2020 11:52 AM,Owner/Guardian Surrender,Euthanasia Owner Request,Health Issues of Dog,,8/21/2020 12:01 PM,,Euthanasia,Disease - Chronic,,
A45397943,Dog,"Chihuahua, Short Coat",Mix,M,Yes,,Adult,Normal,8/28/2020 7:44 AM,Clinic,Neuter,,,8/28/2020 10:52 AM,8/28/2020 10:52 AM,Clinic Out,Vaccinations,,
A45398771,Dog,"Terrier, Pit Bull",American Blue Heeler,F,Yes,48.0,Adult,Normal,8/28/2020 9:39 AM,Clinic,Spay,,,8/28/2020 11:41 AM,8/28/2020 11:41 AM,Clinic Out,Other,,
A45398892,Dog,Miniature Pinscher,"Chihuahua, Short Coat",F,Yes,12.0,Adult,Normal,8/28/2020 9:51 AM,Clinic,Spay,,,8/28/2020 11:45 AM,8/28/2020 11:45 AM,Clinic Out,Other,,
A45398980,Dog,"Terrier, Yorkshire",Mix,M,Yes,7.0,Young,Normal,8/28/2020 9:59 AM,Clinic,Neuter,,,8/28/2020 11:55 AM,8/28/2020 11:55 AM,Clinic Out,Microchip,,
A45399016,Dog,"Retriever, Labrador","Dachshund, Miniature Smooth Haired",F,Yes,,Adult,Normal,8/28/2020 10:02 AM,Clinic,Neuter,,,8/28/2020 10:22 AM,8/28/2020 10:22 AM,Clinic Out,Vaccinations,,
A45399025,Cat,Domestic Shorthair,Mix,F,Yes,,Adult,Normal,8/28/2020 10:02 AM,Clinic,Neuter,,,8/28/2020 10:45 AM,8/28/2020 10:45 AM,Clinic Out,Vaccinations,,
A45399062,Dog,"Retriever, Labrador",Terrier,F,Yes,,Adult,Normal,8/28/2020 10:07 AM,Clinic,Spay,,,8/28/2020 11:49 AM,8/28/2020 11:49 AM,Clinic Out,Other,,
A45409783,Cat,Domestic Shorthair,Mix,M,Yes,10.0,Adult,Normal,8/29/2020 4:20 PM,Stray,ACO / Police Drop Off,,,11/3/2020 6:39 PM,11/3/2020 6:39 PM,Adoption,Adoption Center,,
A45410032,Cat,Domestic Shorthair,Mix,M,Yes,3.0,Baby,Fearful,8/29/2020 5:08 PM,Stray,Public Drop Off,,,10/18/2020 3:34 PM,10/18/2020 3:34 PM,Adoption,Adoption Center,,
A45410036,Cat,Domestic Shorthair,Mix,F,Yes,3.0,Baby,Fearful,8/29/2020 5:08 PM,Stray,Public Drop Off,,,10/18/2020 3:34 PM,10/18/2020 3:34 PM,Adoption,Adoption Center,,
A45410039,Cat,Domestic Shorthair,Mix,F,Yes,3.0,Baby,Fearful,8/29/2020 5:08 PM,Stray,Public Drop Off,,,10/18/2020 3:34 PM,10/18/2020 3:34 PM,Adoption,Adoption Center,,
A45417896,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,8/31/2020 12:33 PM,Stray,ACO / Police Drop Off,,,11/6/2020 11:24 AM,11/6/2020 11:24 AM,Adoption,Adoption Center,,
A45424084,Cat,Domestic Longhair,Mix,M,Yes,49.0,Adult,Normal,9/1/2020 10:03 AM,Owner/Guardian Surrender,For Adoption,Birth of Baby (human),,1/16/2021 5:47 PM,1/16/2021 5:47 PM,Adoption,Adoption Center,,
A45437415,Dog,"Retriever, Labrador",Mix,F,No,7.0,Young,Normal,9/2/2020 2:35 PM,Clinic,Microchip,,,9/2/2020 2:39 PM,9/2/2020 2:39 PM,Clinic Out,Microchip,,
A45447115,Cat,Domestic Shorthair,Mix,F,Yes,35.0,Young,Normal,9/3/2020 3:07 PM,Stray,Abandoned,,,11/14/2020 3:01 PM,11/14/2020 3:01 PM,Adoption,Adoption Center,,
A45460530,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Baby,Sick & Injured,9/5/2020 2:12 PM,Stray,Public Drop Off,,,12/13/2020 12:40 PM,12/13/2020 12:40 PM,Adoption,Adoption Center,,
A45460537,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Baby,Sick & Injured,9/5/2020 2:12 PM,Stray,Public Drop Off,,,12/13/2020 12:40 PM,12/13/2020 12:40 PM,Adoption,Adoption Center,,
A45499901,Dog,Border Collie,Mix,M,Yes,9.0,Baby,Normal,9/11/2020 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,9/18/2020 10:53 AM,9/18/2020 10:53 AM,Adoption,Adoption Center,,
A45502663,Cat,Domestic Shorthair,Mix,M,Yes,2.0,Baby,Normal,9/11/2020 7:21 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,10/31/2020 1:24 PM,10/31/2020 1:24 PM,Adoption,Adoption Center,,
A45516042,Dog,"Terrier, Rat",Mix,M,Yes,1.0,Baby,Normal,9/14/2020 1:26 PM,Owner/Guardian Surrender,For Adoption,Other,,1/4/2021 4:51 PM,1/4/2021 4:51 PM,Adoption,Adoption Center,,
A45516096,Dog,"Terrier, Rat",Mix,M,Yes,1.0,Baby,Normal,9/14/2020 1:26 PM,Owner/Guardian Surrender,For Adoption,Other,,11/16/2020 11:12 AM,11/16/2020 11:12 AM,Adoption,Adoption Center,,
A45516113,Dog,"Terrier, Rat",Mix,M,Yes,1.0,Baby,Normal,9/14/2020 1:26 PM,Owner/Guardian Surrender,For Adoption,Other,,10/24/2020 4:14 PM,10/24/2020 4:14 PM,Adoption,Adoption Center,,
A45516130,Dog,"Terrier, Rat",Mix,M,Yes,1.0,Baby,Normal,9/14/2020 1:26 PM,Owner/Guardian Surrender,For Adoption,Other,,10/28/2020 11:48 AM,10/28/2020 11:48 AM,Adoption,Adoption Center,,
A45516135,Dog,"Terrier, Rat",Mix,M,Yes,1.0,Baby,Normal,9/14/2020 1:26 PM,Owner/Guardian Surrender,For Adoption,Other,,10/18/2020 4:21 PM,10/18/2020 4:21 PM,Adoption,Adoption Center,,
A45516147,Dog,"Terrier, Rat",Mix,M,Yes,1.0,Baby,Normal,9/14/2020 1:26 PM,Owner/Guardian Surrender,For Adoption,Other,,3/18/2021 2:58 PM,3/18/2021 2:58 PM,Adoption,Adoption Center,,
A45539805,Cat,Domestic Shorthair,Mix,M,Yes,49.0,Adult,Normal,9/17/2020 9:07 AM,Owner/Guardian Surrender,For Adoption,Allergies,,10/23/2020 3:38 PM,10/23/2020 3:38 PM,Transfer Out,To Specific Rescue,For Adoption,Oshkosh Area Humane Society
A45592873,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,M,Yes,9.0,Young,Normal,9/24/2020 10:41 AM,Owner/Guardian Surrender,For Adoption,Other,,11/16/2020 9:43 AM,11/16/2020 9:43 AM,Adoption,Adoption Center,,
A45607007,Cat,Domestic Shorthair,Mix,M,Yes,4.0,Young,Normal,10/6/2020 12:42 PM,Stray,Public Drop Off,,,4/29/2021 8:16 AM,4/29/2021 8:16 AM,Transfer Out,For Adoption,For Adoption,Orphan Animal Rescue - OARS
A45618700,Dog,"Retriever, Labrador",Mix,M,Yes,3.0,Baby,Normal,9/28/2020 11:48 AM,Clinic,Microchip,,,9/28/2020 12:17 PM,9/28/2020 12:17 PM,Clinic Out,Microchip,,
A45618700,Dog,"Retriever, Labrador",Mix,M,Yes,3.0,Baby,Normal,10/23/2020 1:47 PM,Clinic,Neuter,,,10/23/2020 1:49 PM,10/23/2020 1:49 PM,Clinic Out,Other,,
A45619252,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,F,Yes,,Adult,Normal,9/27/2020 12:28 PM,Stray,ACO / Police Drop Off,,,9/28/2020 12:38 PM,9/28/2020 12:38 PM,Return to Owner/Guardian,Stray Reclaim,,
A45619274,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,F,Yes,,Adult,Normal,9/27/2020 12:28 PM,Stray,ACO / Police Drop Off,,,9/28/2020 12:38 PM,9/28/2020 12:38 PM,Return to Owner/Guardian,Stray Reclaim,,
A43742624,Dog,Shetland Sheepdog,Mix,F,Yes,0.0,Baby,Normal,2/2/2020 2:16 PM,Owner/Guardian Surrender,Born in Care,Other,,4/14/2020 11:58 AM,4/14/2020 11:58 AM,Adoption,Adoption Center,,
A43742627,Dog,Shetland Sheepdog,Mix,F,Yes,0.0,Baby,Normal,2/2/2020 2:16 PM,Owner/Guardian Surrender,Born in Care,Other,,4/5/2020 4:06 PM,4/5/2020 4:06 PM,Adoption,Other Offsite,,
A43742632,Dog,Shetland Sheepdog,Mix,F,Yes,0.0,Baby,Normal,2/2/2020 2:16 PM,Owner/Guardian Surrender,Born in Care,Other,,4/14/2020 11:25 AM,4/14/2020 11:25 AM,Adoption,Adoption Center,,
A43742636,Dog,Shetland Sheepdog,Mix,M,Yes,0.0,Baby,Normal,2/2/2020 2:16 PM,Owner/Guardian Surrender,Born in Care,Other,,4/5/2020 3:04 PM,4/5/2020 3:04 PM,Adoption,Adoption Center,,
A43742640,Dog,Shetland Sheepdog,Mix,M,Yes,0.0,Baby,Normal,2/2/2020 2:16 PM,Owner/Guardian Surrender,Born in Care,Other,,12/16/2020 9:23 PM,12/16/2020 9:23 PM,Adoption,Adoption Center,,
A43748627,Dog,Shih Tzu,Mix,F,No,,Adult,Normal,2/3/2020 2:57 PM,Stray,Public Drop Off,,,2/4/2020 1:41 PM,2/4/2020 1:41 PM,Return to Owner/Guardian,Stray Reclaim,,
A43748707,Cat,Domestic Shorthair,Mix,M,Yes,6.0,Young,Normal,2/3/2020 3:02 PM,Stray,Public Drop Off,,,2/10/2021 8:08 PM,2/10/2021 8:08 PM,Adoption,Adoption Center,,
A43748722,Cat,Domestic Shorthair,Mix,F,Yes,6.0,Young,Normal,2/3/2020 3:02 PM,Stray,Public Drop Off,,,2/10/2021 8:08 PM,2/10/2021 8:08 PM,Adoption,Adoption Center,,
A43748732,Cat,Domestic Shorthair,Mix,M,Yes,6.0,Young,Normal,2/3/2020 3:02 PM,Stray,Public Drop Off,,,5/27/2020 11:59 AM,5/27/2020 11:59 AM,Adoption,Adoption Center,,
A43781388,Cat,Domestic Shorthair,Mix,M,Yes,5.0,Young,Normal,2/7/2020 7:28 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,5/28/2020 5:21 PM,5/28/2020 5:21 PM,Adoption,Adoption Center,,
A43781404,Cat,Domestic Longhair,Mix,M,Yes,180.0,Senior,Sick,2/7/2020 7:36 PM,Stray,ACO / Police Drop Off,,,2/25/2020 3:48 PM,,Euthanasia,Disease - Other Fatal,,
A43781406,Cat,Domestic Shorthair,Mix,F,Yes,8.0,Young,Normal,2/7/2020 7:36 PM,Stray,ACO / Police Drop Off,,,2/29/2020 10:57 AM,2/29/2020 10:57 AM,Adoption,Adoption Center,,
A43793332,Dog,"Retriever, Labrador",Mix,M,No,,Adult,Normal,2/8/2020 11:06 PM,Stray,ACO / Police Drop Off,,,2/10/2020 11:24 AM,2/10/2020 11:24 AM,Return to Owner/Guardian,Stray Reclaim,,
A43793347,Dog,"Retriever, Labrador",Mix,F,Yes,,Adult,Normal,2/8/2020 11:06 PM,Stray,ACO / Police Drop Off,,,2/10/2020 11:24 AM,2/10/2020 11:24 AM,Return to Owner/Guardian,Stray Reclaim,,
A43793812,Cat,Domestic Shorthair,Mix,F,Yes,9.0,Young,Normal,2/10/2020 1:36 PM,Stray,ACO / Police Drop Off,,,5/28/2020 5:21 PM,5/28/2020 5:21 PM,Adoption,Adoption Center,,
A43837227,Cat,Siamese,Mix,M,Yes,7.0,Young,Sick,2/16/2020 1:41 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,3/11/2020 2:10 PM,3/11/2020 2:10 PM,Transfer Out,For Adoption,For Adoption,Wisconsin Purebred Cat Rescue
A43858503,Dog,American Blue Heeler,Shepherd,F,Yes,1.0,Young,Normal,2/10/2020 2:50 PM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,4/7/2020 11:48 AM,4/7/2020 11:48 AM,Adoption,Adoption Center,,
A43865034,Dog,Great Pyrenees,Mix,F,Yes,60.0,Adult,Normal,2/20/2020 1:03 PM,Owner/Guardian Surrender,For Adoption,Moving,,2/22/2020 1:41 PM,2/22/2020 1:41 PM,Transfer Out,To Specific Rescue,For Adoption,Great Pyrenees Rescue of Wisconsin
A43874837,Cat,Domestic Shorthair,Mix,U,No,,Adult,Injured,2/21/2020 3:43 PM,Stray,ACO / Police Drop Off,,,3/27/2020 12:10 PM,,Euthanasia,Disease - FeLV+,,
A43876258,Dog,"Retriever, Golden",,M,No,21.0,Young,Normal,2/21/2020 7:28 PM,Stray,Public Drop Off,,,2/21/2020 7:37 PM,2/21/2020 7:37 PM,Return to Owner/Guardian,Stray Reclaim,,
A43878780,Cat,Domestic Shorthair,Mix,F,Yes,71.0,Adult,Normal,2/22/2020 12:55 PM,Stray,Public Drop Off,,,6/30/2020 4:18 PM,6/30/2020 4:18 PM,Adoption,Adoption Center,,
A43907626,Cat,Domestic Shorthair,Mix,M,Yes,11.0,Adult,Normal,2/25/2020 3:50 PM,Stray,ACO / Police Drop Off,,,2/2/2021 10:02 AM,2/2/2021 10:02 AM,Transfer Out,To Specific Rescue,For Adoption,Orphan Animal Rescue - OARS
A43921940,Dog,Hound,Mix,F,Yes,95.0,Adult,Normal,2/25/2020 1:47 PM,Stray,ACO / Police Drop Off,,,2/28/2020 1:51 PM,2/28/2020 1:51 PM,Return to Owner/Guardian,Stray Reclaim,,
A43921945,Dog,Hound,Mix,F,Yes,59.0,Adult,Normal,2/25/2020 1:47 PM,Stray,ACO / Police Drop Off,,,2/28/2020 1:51 PM,2/28/2020 1:51 PM,Return to Owner/Guardian,Stray Reclaim,,
A43926811,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,M,Yes,2.0,Baby,Normal,2/29/2020 11:31 AM,Owner/Guardian Surrender,For Adoption,Other,,3/13/2020 3:47 PM,3/13/2020 3:47 PM,Adoption,Adoption Center,,
A43926815,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,F,Yes,2.0,Baby,Normal,2/29/2020 11:31 AM,Owner/Guardian Surrender,For Adoption,Other,,3/13/2020 6:17 PM,3/13/2020 6:17 PM,Adoption,Adoption Center,,
A43926830,Dog,American Blue Heeler,Mix,M,Yes,2.0,Baby,Normal,2/29/2020 11:31 AM,Owner/Guardian Surrender,For Adoption,Other,,3/14/2020 2:38 PM,3/14/2020 2:38 PM,Adoption,Adoption Center,,
A43926837,Dog,American Blue Heeler,Mix,F,Yes,2.0,Baby,Normal,2/29/2020 11:31 AM,Owner/Guardian Surrender,For Adoption,Other,,3/13/2020 6:49 PM,3/13/2020 6:49 PM,Adoption,Adoption Center,,
A43926842,Dog,American Blue Heeler,Mix,F,Yes,2.0,Baby,Normal,2/29/2020 11:31 AM,Owner/Guardian Surrender,For Adoption,Other,,3/21/2020 3:47 PM,3/21/2020 3:47 PM,Adoption,Adoption Center,,
A43926849,Dog,American Blue Heeler,Mix,F,Yes,2.0,Baby,Normal,2/29/2020 11:31 AM,Owner/Guardian Surrender,For Adoption,Other,,3/18/2020 4:50 PM,3/18/2020 4:50 PM,Adoption,Adoption Center,,
