Animal #,Species,Primary Breed,Secondary Breed,Gender,Altered,Age in Months Intake,Age Group,Intake Condition,Intake Date,Intake Type,Intake Subtype,Reason,Agency Name,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome Reason,Outcome_Agency_Name
A38363740,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Baby,Normal,4/21/2018 2:36 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,6/17/2018 11:33 AM,6/17/2018 11:33 AM,Adoption,Adoption Center,,
A38363745,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Baby,Normal,4/21/2018 2:36 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,6/2/2018 2:21 PM,6/2/2018 2:21 PM,Adoption,Adoption Center,,
A38363917,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Baby,Normal,4/21/2018 2:36 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,6/14/2018 1:31 PM,6/14/2018 1:31 PM,Adoption,Adoption Center,,
A38363923,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Baby,Normal,4/21/2018 2:36 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,7/6/2018 6:04 PM,7/6/2018 6:04 PM,Adoption,Adoption Center,,
A38363925,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Baby,Normal,4/21/2018 2:36 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,8/24/2018 5:33 PM,8/24/2018 5:33 PM,Adoption,Adoption Center,,
A38363934,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Baby,Normal,4/21/2018 2:36 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,8/2/2018 11:18 AM,8/2/2018 11:18 AM,Adoption,Adoption Center,,
A38363938,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Baby,Normal,4/21/2018 2:36 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,6/17/2018 11:33 AM,6/17/2018 11:33 AM,Adoption,Adoption Center,,
A38363940,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Baby,Normal,4/21/2018 2:36 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,6/14/2018 1:31 PM,6/14/2018 1:31 PM,Adoption,Adoption Center,,
A38405686,Dog,Hound,Mix,F,Yes,15.0,Adult,Normal,4/26/2018 2:56 PM,Owner/Guardian Surrender,For Adoption,Other,,6/23/2018 2:56 PM,6/23/2018 2:56 PM,Adoption,Adoption Center,,
A38409573,Cat,Domestic Shorthair,Mix,M,Yes,23.0,Adult,Normal,4/27/2018 8:41 AM,Stray,Public Drop Off,,,7/18/2018 5:07 PM,7/18/2018 5:07 PM,Transfer Out,For Adoption,For Adoption,Safe Haven Pet Sanctuary Inc (Cafe)
A38422871,Cat,Domestic Shorthair,Mix,F,Yes,9.0,Adult,Normal,4/28/2018 3:26 PM,Stray,Public Drop Off,,,3/14/2020 11:56 AM,3/14/2020 11:56 AM,Adoption,Adoption Center,,
A38422880,Cat,Domestic Shorthair,Mix,F,Yes,0.0,Baby,Normal,4/28/2018 3:26 PM,Stray,Public Drop Off,,,3/20/2019 5:59 PM,3/20/2019 5:59 PM,Transfer Out,To Specific Rescue,For Adoption,Orphan Animal Rescue - OARS
A38422889,Cat,Domestic Shorthair,Mix,F,Yes,0.0,Baby,Normal,4/28/2018 3:26 PM,Stray,Public Drop Off,,,12/31/2018 1:35 PM,12/31/2018 1:35 PM,Adoption,Adoption Center,,
A38425723,Dog,"Chihuahua, Short Coat",Pomeranian,F,Yes,72.0,Adult,Normal,4/29/2018 11:54 AM,Owner/Guardian Surrender,For Adoption,Other,,5/18/2018 4:50 PM,5/18/2018 4:50 PM,Adoption,Adoption Center,,
A38434896,Cat,Domestic Shorthair,Mix,F,Yes,21.0,Adult,Normal,4/30/2018 2:30 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,8/5/2018 11:28 AM,8/5/2018 11:28 AM,Adoption,Adoption Center,,
A38434913,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Baby,Normal,4/30/2018 2:30 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,6/22/2018 4:08 PM,6/22/2018 4:08 PM,Adoption,Adoption Center,,
A38434928,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Baby,Normal,4/30/2018 2:30 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,6/20/2018 5:57 PM,6/20/2018 5:57 PM,Adoption,Adoption Center,,
A38434950,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Baby,Normal,4/30/2018 2:30 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,7/23/2018 11:27 AM,7/23/2018 11:27 AM,Adoption,Adoption Center,,
A38434959,Cat,Domestic Shorthair,Mix,U,No,1.0,Baby,Normal,4/30/2018 2:30 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,5/1/2018 10:58 AM,,Died,Unknown,,
A38434966,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Baby,Normal,4/30/2018 2:30 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,6/22/2018 4:08 PM,6/22/2018 4:08 PM,Adoption,Adoption Center,,
A38435318,Dog,"Coonhound, Redbone",Mix,F,Yes,10.0,Young,Normal,4/28/2018 2:54 PM,Owner/Guardian Surrender,For Adoption,Other,,7/2/2018 2:27 PM,7/2/2018 2:27 PM,Adoption,Adoption Center,,
A38459391,Dog,American Blue Heeler,Terrier,M,Yes,2.0,Young,Normal,5/2/2018 6:21 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,8/4/2018 1:09 PM,8/4/2018 1:09 PM,Adoption,Adoption Center,,
A38459401,Dog,American Blue Heeler,Terrier,M,Yes,2.0,Young,Normal,5/2/2018 6:21 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,7/5/2018 2:33 PM,7/5/2018 2:33 PM,Adoption,Adoption Center,,
A38459412,Dog,American Blue Heeler,Terrier,M,Yes,2.0,Young,Normal,5/2/2018 6:21 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,6/22/2018 3:29 PM,6/22/2018 3:29 PM,Adoption,Adoption Center,,
A38459421,Dog,American Blue Heeler,Terrier,F,Yes,2.0,Young,Normal,5/2/2018 6:21 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,6/11/2018 12:43 PM,6/11/2018 12:43 PM,Adoption,Adoption Center,,
A38463042,Cat,Domestic Shorthair,Mix,M,Yes,35.0,Adult,Normal,5/2/2018 9:12 PM,Stray,ACO / Police Drop Off,,,6/23/2018 12:10 PM,6/23/2018 12:10 PM,Adoption,Adoption Center,,
A38477683,Dog,"Dachshund, Miniature Long Haired","Terrier, Yorkshire",F,Yes,132.0,Senior,Normal,5/4/2018 3:28 PM,Owner/Guardian Surrender,For Adoption,Divorce,,8/4/2018 2:42 PM,8/4/2018 2:42 PM,Adoption,Adoption Center,,
A38478564,Cat,Domestic Shorthair,Mix,F,No,24.0,Adult,Normal,5/4/2018 4:44 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,6/15/2018 4:36 PM,,Euthanasia,Behavior,,
A38478577,Cat,Domestic Shorthair,Mix,F,Yes,24.0,Adult,Normal,5/4/2018 4:44 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,8/5/2018 11:28 AM,8/5/2018 11:28 AM,Adoption,Adoption Center,,
A39455084,Cat,Domestic Shorthair,Mix,M,Yes,0.0,Baby,Normal,8/21/2018 8:50 AM,Stray,ACO / Police Drop Off,,,10/26/2018 3:07 PM,10/26/2018 3:07 PM,Adoption,Adoption Center,,
A39455096,Cat,Domestic Shorthair,Mix,F,Yes,0.0,Baby,Normal,8/21/2018 8:50 AM,Stray,ACO / Police Drop Off,,,11/30/2018 2:52 PM,11/30/2018 2:52 PM,Adoption,Adoption Center,,
A39455126,Cat,Domestic Shorthair,Mix,F,Yes,10.0,Adult,Normal,8/20/2018 8:56 AM,Stray,Public Drop Off,,,11/23/2018 2:49 PM,11/23/2018 2:49 PM,Adoption,Adoption Center,,
A39472557,Dog,"Retriever, Labrador",Hound,F,Yes,30.0,Adult,Normal,8/22/2018 2:57 PM,Owner/Guardian Surrender,For Adoption,Other,,9/15/2018 12:19 PM,9/15/2018 12:19 PM,Adoption,Adoption Center,,
A39490655,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Baby,Normal,8/24/2018 12:39 PM,Stray,Public Drop Off,,,10/6/2018 11:28 AM,10/6/2018 11:28 AM,Adoption,Adoption Center,,
A39492692,Cat,Domestic Shorthair,Mix,F,Yes,0.0,Baby,Unweaned,8/24/2018 2:24 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,11/28/2018 3:28 PM,11/28/2018 3:28 PM,Adoption,Adoption Center,,
A39500580,Dog,German Shepherd,Mix,F,Yes,1.0,Baby,Normal,8/22/2018 2:28 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,10/31/2018 3:17 PM,10/31/2018 3:17 PM,Adoption,Adoption Center,,
A39500607,Dog,German Shepherd,Mix,F,Yes,1.0,Baby,Normal,8/22/2018 2:28 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,10/19/2018 6:45 PM,10/19/2018 6:45 PM,Adoption,Adoption Center,,
A39500610,Dog,German Shepherd,Mix,F,Yes,1.0,Baby,Normal,8/22/2018 2:28 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,10/18/2018 11:14 AM,10/18/2018 11:14 AM,Transfer Out,For Adoption,For Adoption,Oshkosh Area Humane Society
A39500616,Dog,German Shepherd,Mix,M,Yes,1.0,Baby,Normal,8/22/2018 2:28 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,10/20/2018 3:23 PM,10/20/2018 3:23 PM,Adoption,Adoption Center,,
A39500627,Dog,German Shepherd,Mix,M,Yes,1.0,Baby,Normal,8/22/2018 2:28 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,10/18/2018 11:14 AM,10/18/2018 11:14 AM,Transfer Out,For Adoption,For Adoption,Oshkosh Area Humane Society
A39500635,Dog,German Shepherd,Mix,M,Yes,1.0,Baby,Normal,8/22/2018 2:28 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,10/18/2018 11:14 AM,10/18/2018 11:14 AM,Transfer Out,For Adoption,For Adoption,Oshkosh Area Humane Society
A39544684,Dog,"Terrier, Yorkshire",Mix,M,Yes,71.0,Adult,Normal,8/30/2018 3:19 PM,Owner/Guardian Surrender,For Adoption,Elderly/Can't care for,,10/10/2018 2:35 PM,10/10/2018 2:35 PM,Adoption,Adoption Center,,
A39551333,Cat,Domestic Shorthair,Mix,M,Yes,47.0,Adult,Normal,8/31/2018 12:30 PM,Stray,ACO / Police Drop Off,,,10/1/2018 11:26 AM,10/1/2018 11:26 AM,Transfer Out,For Adoption,For Adoption,Oshkosh Area Humane Society
A39562834,Dog,"Spaniel, American Cocker",Mix,F,Yes,59.0,Adult,Normal,9/1/2018 5:31 PM,Owner/Guardian Surrender,For Adoption,Other,,9/21/2018 2:08 PM,9/21/2018 2:08 PM,Adoption,Adoption Center,,
A39562853,Dog,Australian Shepherd,Mix,M,Yes,2.0,Baby,Normal,9/1/2018 5:31 PM,Owner/Guardian Surrender,For Adoption,Other,,9/19/2018 3:34 PM,9/19/2018 3:34 PM,Adoption,Adoption Center,,
A39562871,Cat,Domestic Shorthair,Mix,M,Yes,2.0,Baby,Normal,9/1/2018 5:31 PM,Owner/Guardian Surrender,For Adoption,Other,,10/10/2018 5:25 PM,10/10/2018 5:25 PM,Adoption,Adoption Center,,
A39562875,Cat,Domestic Shorthair,Mix,M,Yes,2.0,Baby,Normal,9/1/2018 5:31 PM,Owner/Guardian Surrender,For Adoption,Other,,10/10/2018 5:25 PM,10/10/2018 5:25 PM,Adoption,Adoption Center,,
A39568647,Dog,Saint Bernard,Mix,F,Yes,18.0,Young,Normal,9/2/2018 2:54 PM,Owner/Guardian Surrender,For Adoption,Other,,9/11/2018 4:30 PM,9/11/2018 4:30 PM,Adoption,Adoption Center,,
A39590720,Dog,Chow Chow,Mix,M,Yes,12.0,Adult,Normal,9/5/2018 3:46 PM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,9/7/2018 6:31 PM,9/7/2018 6:31 PM,Adoption,Adoption Center,,
A39616601,Cat,Domestic Shorthair,Mix,M,Yes,3.0,Young,Normal,9/8/2018 12:20 PM,Stray,Public Drop Off,,,9/24/2018 1:01 PM,9/24/2018 1:01 PM,Adoption,Adoption Center,,
A39622208,Dog,Border Collie,Mix,F,Yes,2.0,Young,Normal,9/9/2018 12:38 PM,Owner/Guardian Surrender,For Adoption,Other,,11/11/2018 12:23 PM,11/11/2018 12:23 PM,Adoption,Adoption Center,,
A39622213,Dog,Border Collie,Mix,F,Yes,2.0,Young,Normal,9/9/2018 12:38 PM,Owner/Guardian Surrender,For Adoption,Other,,11/10/2018 1:13 PM,11/10/2018 1:13 PM,Adoption,Adoption Center,,
A39622221,Dog,Border Collie,Mix,F,Yes,2.0,Young,Normal,9/9/2018 12:40 PM,Owner/Guardian Surrender,For Adoption,Other,,11/11/2018 12:52 PM,11/11/2018 12:52 PM,Adoption,Adoption Center,,
A39629767,Cat,Domestic Shorthair,Mix,M,Yes,156.0,Senior,Sick,9/10/2018 2:06 PM,Owner/Guardian Surrender,Euthanasia Owner Request,Health Issues of cat,,9/14/2018 5:49 PM,,Euthanasia,Disease - Other Fatal,,
A39653965,Cat,Siamese,Mix,F,Yes,23.0,Young,Normal,9/12/2018 5:13 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,9/17/2018 2:23 PM,9/17/2018 2:23 PM,Return to Owner/Guardian,Stray Reclaim,,
A39661413,Dog,Retriever,Mix,M,Yes,,Adult,Normal,9/13/2018 2:42 PM,Stray,ACO / Police Drop Off,,,9/13/2018 2:49 PM,9/13/2018 2:49 PM,Return to Owner/Guardian,Stray Reclaim,,
A39671901,Dog,"Retriever, Labrador",Mix,M,No,,Adult,Normal,9/14/2018 3:51 PM,Stray,ACO / Police Drop Off,,,9/22/2018 4:41 PM,9/22/2018 4:41 PM,Return to Owner/Guardian,Stray Reclaim,,
A39672308,Dog,"Coonhound, Treeing Walker",Mix,F,Yes,15.0,Adult,Normal,9/14/2018 4:19 PM,Owner/Guardian Surrender,For Adoption,Other,,10/13/2018 3:02 PM,10/13/2018 3:02 PM,Adoption,Adoption Center,,
A39672374,Dog,"Coonhound, Treeing Walker",Border Collie,F,Yes,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,10/26/2018 6:07 PM,10/26/2018 6:07 PM,Adoption,Adoption Center,,
A39672387,Dog,"Coonhound, Treeing Walker",Border Collie,F,Yes,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,10/10/2018 4:46 PM,10/10/2018 4:46 PM,Adoption,Adoption Center,,
A39672426,Dog,"Coonhound, Treeing Walker",Border Collie,F,Yes,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,1/7/2019 10:59 AM,1/7/2019 10:59 AM,Adoption,Adoption Center,,
A39672440,Dog,"Coonhound, Treeing Walker",Border Collie,M,Yes,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,12/10/2018 10:30 AM,12/10/2018 10:30 AM,Adoption,Adoption Center,,
A39672450,Dog,"Coonhound, Treeing Walker",Border Collie,M,Yes,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,11/11/2018 1:25 PM,11/11/2018 1:25 PM,Adoption,Adoption Center,,
A39672464,Dog,"Coonhound, Treeing Walker",Border Collie,M,Yes,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,10/17/2018 4:37 PM,10/17/2018 4:37 PM,Adoption,Adoption Center,,
A39672469,Dog,"Coonhound, Treeing Walker",Border Collie,M,Yes,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,10/12/2018 5:12 PM,10/12/2018 5:12 PM,Adoption,Adoption Center,,
A39672474,Dog,"Coonhound, Treeing Walker",Border Collie,M,Yes,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,11/17/2018 1:14 PM,11/17/2018 1:14 PM,Adoption,Adoption Center,,
A39672480,Dog,"Coonhound, Treeing Walker",Border Collie,M,Yes,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,12/1/2018 2:20 PM,12/1/2018 2:20 PM,Adoption,Adoption Center,,
A39677423,Cat,Domestic Medium Hair,Mix,U,No,,Young,Fearful,9/15/2018 2:10 PM,Stray,ACO / Police Drop Off,,,11/9/2018 6:17 PM,,Euthanasia,Congenital Defect,,
A39679240,Dog,Border Collie,Australian Shepherd,F,Yes,23.0,Adult,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,10/8/2018 12:22 PM,10/8/2018 12:22 PM,Adoption,Adoption Center,,
A39679245,Dog,Border Collie,Australian Shepherd,F,No,1.0,Baby,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,10/18/2018 11:14 AM,10/18/2018 11:14 AM,Transfer Out,For Adoption,For Adoption,Oshkosh Area Humane Society
A39679247,Dog,Border Collie,Australian Shepherd,M,Yes,1.0,Baby,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,11/2/2018 2:25 PM,11/2/2018 2:25 PM,Adoption,Adoption Center,,
A39679254,Dog,Border Collie,Australian Shepherd,M,Yes,1.0,Baby,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,11/7/2018 6:19 PM,11/7/2018 6:19 PM,Adoption,Adoption Center,,
A39679256,Dog,Border Collie,Australian Shepherd,M,Yes,1.0,Baby,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,11/29/2018 1:23 PM,11/29/2018 1:23 PM,Adoption,Adoption Center,,
A39679259,Dog,Border Collie,Australian Shepherd,M,No,1.0,Baby,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,10/18/2018 11:14 AM,10/18/2018 11:14 AM,Transfer Out,For Adoption,For Adoption,Oshkosh Area Humane Society
A39679261,Dog,Border Collie,Australian Shepherd,M,Yes,1.0,Baby,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,10/26/2018 2:38 PM,10/26/2018 2:38 PM,Adoption,Adoption Center,,
A39679297,Dog,Border Collie,Australian Shepherd,F,Yes,1.0,Baby,Normal,9/15/2018 6:26 PM,Owner/Guardian Surrender,For Adoption,Other,,11/17/2018 12:00 PM,11/17/2018 12:00 PM,Adoption,Adoption Center,,
A39679301,Dog,Border Collie,"Australian Shepherd, Miniature",F,Yes,1.0,Baby,Normal,9/15/2018 6:26 PM,Owner/Guardian Surrender,For Adoption,Other,,10/19/2018 11:58 AM,10/19/2018 11:58 AM,Adoption,Adoption Center,,
A39679303,Dog,Border Collie,"Australian Shepherd, Miniature",M,No,1.0,Baby,Normal,9/15/2018 6:26 PM,Owner/Guardian Surrender,For Adoption,Other,,10/18/2018 11:14 AM,10/18/2018 11:14 AM,Transfer Out,For Adoption,For Adoption,Oshkosh Area Humane Society
A39679306,Dog,Border Collie,Australian Shepherd,F,Yes,1.0,Baby,Normal,9/15/2018 6:26 PM,Owner/Guardian Surrender,For Adoption,Other,,10/21/2018 12:01 PM,10/21/2018 12:01 PM,Adoption,Adoption Center,,
A39679306,Dog,Border Collie,Australian Shepherd,F,Yes,2.0,Baby,Normal,10/26/2018 12:42 PM,Return,Within Exchange Period,Other,,11/3/2018 1:06 PM,11/3/2018 1:06 PM,Adoption,Adoption Center,,
A39679321,Dog,Border Collie,"Chihuahua, Long Coat",M,Yes,2.0,Baby,Normal,9/15/2018 6:30 PM,Owner/Guardian Surrender,For Adoption,Other,,10/19/2018 3:21 PM,10/19/2018 3:21 PM,Adoption,Adoption Center,,
A39679324,Dog,Border Collie,"Chihuahua, Long Coat",M,Yes,2.0,Baby,Normal,9/15/2018 6:30 PM,Owner/Guardian Surrender,For Adoption,Other,,10/19/2018 2:29 PM,10/19/2018 2:29 PM,Adoption,Adoption Center,,
A39726838,Cat,Domestic Shorthair,Mix,M,Yes,5.0,Young,Normal,9/21/2018 8:46 AM,Clinic,Neuter,,,9/21/2018 8:48 AM,9/21/2018 8:48 AM,Clinic Out,Other,,
A39726873,Cat,Domestic Shorthair,Mix,M,Yes,6.0,Young,Normal,9/21/2018 8:50 AM,Clinic,Neuter,,,9/21/2018 8:51 AM,9/21/2018 8:51 AM,Clinic Out,Other,,
A39727001,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Normal,9/21/2018 9:02 AM,Clinic,Spay,,,9/21/2018 9:03 AM,9/21/2018 9:03 AM,Clinic Out,Other,,
A39727040,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Normal,9/21/2018 9:05 AM,Clinic,Spay,,,9/21/2018 9:07 AM,9/21/2018 9:07 AM,Clinic Out,Other,,
A39727187,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Normal,9/21/2018 9:23 AM,Clinic,Spay,,,9/21/2018 9:25 AM,9/21/2018 9:25 AM,Clinic Out,Other,,
A39727187,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Normal,9/21/2018 11:27 AM,Clinic,Spay,,,9/21/2018 11:30 AM,9/21/2018 11:30 AM,Clinic Out,Other,,
A39727215,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Normal,9/21/2018 11:27 AM,Clinic,Spay,,,9/21/2018 11:31 AM,9/21/2018 11:31 AM,Clinic Out,Other,,
A39728966,Cat,Domestic Shorthair,Mix,M,Yes,,Young,Normal,9/21/2018 11:35 AM,Clinic,Neuter,,,9/21/2018 11:39 AM,9/21/2018 11:39 AM,Clinic Out,Other,,
A39729068,Cat,Domestic Shorthair,Mix,M,Yes,,Young,Normal,9/21/2018 11:42 AM,Clinic,Neuter,,,9/21/2018 11:43 AM,9/21/2018 11:43 AM,Clinic Out,Other,,
A39729125,Cat,Domestic Shorthair,Mix,M,Yes,,Young,Normal,9/21/2018 11:46 AM,Clinic,Neuter,,,9/21/2018 11:48 AM,9/21/2018 11:48 AM,Clinic Out,Other,,
A39729344,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Normal,9/21/2018 11:59 AM,Clinic,Spay,,,9/21/2018 12:02 PM,9/21/2018 12:02 PM,Clinic Out,Other,,
A39729475,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Normal,9/21/2018 12:06 PM,Clinic,Spay,,,9/21/2018 12:08 PM,9/21/2018 12:08 PM,Clinic Out,Other,,
A39729595,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Normal,9/21/2018 12:13 PM,Clinic,Spay,,,9/21/2018 12:19 PM,9/21/2018 12:19 PM,Clinic Out,Other,,
A39729787,Cat,Domestic Shorthair,Mix,M,Yes,,Young,Normal,9/21/2018 12:25 PM,Clinic,Neuter,,,9/21/2018 12:31 PM,9/21/2018 12:31 PM,Clinic Out,Other,,
A39729802,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Normal,9/21/2018 12:25 PM,Clinic,Neuter,,,9/21/2018 12:34 PM,9/21/2018 12:34 PM,Clinic Out,Other,,
A39729819,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Normal,9/21/2018 12:25 PM,Clinic,Neuter,,,9/21/2018 12:36 PM,9/21/2018 12:36 PM,Clinic Out,Other,,
