Animal #,Species,Primary Breed,Secondary Breed,Gender,Altered,Age in Months Intake,Age Group,Intake Condition,Intake Date,Intake Type,Intake Subtype,Reason,Agency Name,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome Reason,Outcome_Agency_Name
A39895733,Cat,Domestic Shorthair,Mix,M,Yes,4.0,Young,Normal,10/8/2018 12:16 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,12/26/2018 5:28 PM,12/26/2018 5:28 PM,Adoption,Adoption Center,,
A39915703,Cat,Domestic Shorthair,Mix,F,Yes,3.0,Young,Normal,10/13/2018 5:00 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,2/2/2019 1:22 PM,2/2/2019 1:22 PM,Adoption,Adoption Center,,
A39915719,Cat,Domestic Shorthair,Mix,F,Yes,3.0,Young,Normal,10/13/2018 5:00 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,2/16/2019 12:52 PM,2/16/2019 12:52 PM,Adoption,Adoption Center,,
A39915777,Dog,American Blue Heeler,"Retriever, Golden",M,Yes,24.0,Adult,Normal,10/13/2018 5:10 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,11/10/2018 12:27 PM,11/10/2018 12:27 PM,Adoption,Adoption Center,,
A39915777,Dog,American Blue Heeler,"Retriever, Golden",M,Yes,25.0,Adult,Normal,11/24/2018 12:22 PM,Return,Within Exchange Period,Time - Not Enough,,12/29/2018 2:55 PM,12/29/2018 2:55 PM,Adoption,Adoption Center,,
A39915795,Dog,American Blue Heeler,"Retriever, Labrador",F,Yes,17.0,Adult,Normal,10/13/2018 5:10 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,11/12/2018 12:31 PM,11/12/2018 12:31 PM,Adoption,Adoption Center,,
A39915827,Dog,Border Collie,Mix,F,Yes,1.0,Young,Normal,10/13/2018 5:17 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,11/17/2018 1:50 PM,11/17/2018 1:50 PM,Adoption,Adoption Center,,
A39915834,Dog,Border Collie,Mix,F,Yes,1.0,Young,Normal,10/13/2018 5:17 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,1/16/2019 5:21 PM,1/16/2019 5:21 PM,Adoption,Adoption Center,,
A39915839,Dog,Border Collie,Mix,F,Yes,1.0,Young,Normal,10/13/2018 5:17 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,1/26/2019 3:55 PM,1/26/2019 3:55 PM,Adoption,Adoption Center,,
A39915842,Dog,Border Collie,Mix,F,Yes,1.0,Young,Normal,10/13/2018 5:17 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,11/17/2018 12:50 PM,11/17/2018 12:50 PM,Adoption,Adoption Center,,
A39915848,Dog,Border Collie,Mix,M,Yes,1.0,Young,Normal,10/13/2018 5:17 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,11/16/2018 3:14 PM,11/16/2018 3:14 PM,Adoption,Adoption Center,,
A39915853,Dog,Border Collie,Mix,M,Yes,1.0,Young,Normal,10/13/2018 5:17 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,2/16/2019 3:26 PM,2/16/2019 3:26 PM,Adoption,Adoption Center,,
A39915927,Cat,Siamese,Mix,F,Yes,65.0,Adult,Normal,10/13/2018 5:40 PM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,8/7/2019 3:43 PM,8/7/2019 3:43 PM,Adoption,Adoption Center,,
A39915936,Cat,Domestic Shorthair,Mix,M,Yes,120.0,Adult,Normal,10/13/2018 5:40 PM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,6/15/2019 12:11 PM,6/15/2019 12:11 PM,Adoption,Adoption Center,,
A39917206,Dog,"Retriever, Labrador",Mix,M,Yes,156.0,Senior,Sick,10/14/2018 11:10 AM,Owner/Guardian Surrender,Euthanasia Owner Request,Health Issues of Dog,,10/23/2018 5:19 PM,,Euthanasia,Disease - Chronic,,
A39955277,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Young,Normal,10/17/2018 2:40 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,1/27/2019 12:52 PM,1/27/2019 12:52 PM,Adoption,Adoption Center,,
A39955290,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,10/17/2018 2:40 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,1/27/2019 12:52 PM,1/27/2019 12:52 PM,Adoption,Adoption Center,,
A39955341,Cat,Domestic Shorthair,Mix,F,Yes,71.0,Adult,Normal,10/18/2018 2:43 PM,Stray,ACO / Police Drop Off,,,11/2/2019 3:11 PM,11/2/2019 3:11 PM,Adoption,Adoption Center,,
A39961216,Cat,Domestic Shorthair,Mix,M,Yes,4.0,Young,Normal,10/19/2018 11:11 AM,Clinic,Neuter,,,10/19/2018 11:12 AM,10/19/2018 11:12 AM,Clinic Out,Other,,
A39972240,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Baby,Normal,10/19/2018 3:04 PM,Stray,ACO / Police Drop Off,,,2/10/2019 1:55 PM,2/10/2019 1:55 PM,Adoption,Adoption Center,,
A39972244,Cat,Domestic Medium Hair,Mix,M,Yes,1.0,Baby,Fearful,10/19/2018 3:04 PM,Stray,ACO / Police Drop Off,,,2/10/2019 1:55 PM,2/10/2019 1:55 PM,Adoption,Adoption Center,,
A39973181,Cat,Domestic Medium Hair,Mix,F,No,,Adult,Injured,10/20/2018 4:48 PM,Stray,ACO / Police Drop Off,,,10/21/2018 3:39 PM,,Died,Unknown,,
A39976955,Dog,Terrier,Mix,F,Yes,1.0,Baby,Normal,10/19/2018 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,12/7/2018 5:06 PM,12/7/2018 5:06 PM,Adoption,Adoption Center,,
A39976959,Dog,Terrier,Mix,F,Yes,1.0,Baby,Normal,10/19/2018 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,12/15/2018 5:03 PM,12/15/2018 5:03 PM,Adoption,Adoption Center,,
A02339350,Cat,Domestic Shorthair,Mix,F,Yes,142.0,Young,Normal,4/5/2018 12:55 PM,Return,Beyond Exchange Period,Death of Owner,,1/7/2019 2:21 PM,1/7/2019 2:21 PM,Adoption,Adoption Center,,
A08323387,Cat,Domestic Shorthair,Mix,F,Yes,114.0,Young,Normal,6/27/2018 2:13 PM,Return,Beyond Exchange Period,Behavior Problem,,2/21/2019 12:59 PM,2/21/2019 12:59 PM,Adoption,Adoption Center,,
A11337432,Dog,"Retriever, Labrador",Beagle,M,Yes,92.0,Baby,Normal,3/22/2018 2:18 PM,Clinic,Vaccinations,,,3/23/2018 7:06 PM,3/23/2018 7:06 PM,Clinic Out,Vaccinations,,
A15029754,Cat,Domestic Medium Hair,Mix,M,Yes,77.0,Baby,Normal,5/4/2018 2:08 PM,Return,Beyond Exchange Period,Behavior Problem,,8/5/2019 11:03 AM,8/5/2019 11:03 AM,Adoption,Adoption Center,,
A17924049,Cat,Domestic Longhair,Mix,M,Yes,70.0,Young,Normal,7/16/2018 3:54 PM,Return,Beyond Exchange Period,Behavior Problem,,8/14/2018 12:11 PM,8/14/2018 12:11 PM,Adoption,Adoption Center,,
A18759628,Dog,Beagle,American Blue Heeler,M,Yes,71.0,Baby,Normal,9/29/2018 12:25 PM,Return,Beyond Exchange Period,Behavior Problem,,10/23/2018 5:27 PM,,Euthanasia,Behavior,,
A19272857,Dog,"Collie, Smooth","Retriever, Labrador",M,No,137.0,Adult,Normal,9/22/2018 1:30 AM,Stray,ACO / Police Drop Off,,,9/22/2018 1:26 PM,9/22/2018 1:26 PM,Return to Owner/Guardian,Stray Reclaim,,
A20569332,Dog,"Spaniel, American Cocker",,M,Yes,139.0,Adult,Normal,3/22/2018 1:54 PM,Clinic,Vaccinations,,,3/22/2018 2:10 PM,3/22/2018 2:10 PM,Clinic Out,Vaccinations,,
A20569332,Dog,"Spaniel, American Cocker",,M,Yes,146.0,Adult,Normal,10/23/2018 10:42 AM,Owner/Guardian Surrender,Euthanasia Owner Request,Health Issues of Dog,,10/23/2018 5:23 PM,,Euthanasia,Disease - Chronic,,
A20569349,Dog,Beagle,Mix,M,Yes,151.0,Adult,Normal,3/22/2018 2:11 PM,Clinic,Vaccinations,,,3/22/2018 2:18 PM,3/22/2018 2:18 PM,Clinic Out,Vaccinations,,
A20872613,Cat,Domestic Shorthair,Mix,F,Yes,64.0,Adult,Normal,11/19/2018 12:39 PM,Return,Beyond Exchange Period,Other,,4/27/2019 1:41 PM,4/27/2019 1:41 PM,Adoption,Adoption Center,,
A22734462,Dog,German Shepherd,American Blue Heeler,M,Yes,51.0,Young,Normal,2/3/2018 12:13 PM,Return,Beyond Exchange Period,Birth of Baby (human),,3/14/2018 2:18 PM,3/14/2018 2:18 PM,Adoption,Adoption Center,,
A22734462,Dog,German Shepherd,American Blue Heeler,M,Yes,61.0,Adult,Normal,12/1/2018 12:06 PM,Return,Beyond Exchange Period,Other,,1/7/2019 1:33 PM,1/7/2019 1:33 PM,Adoption,Adoption Center,,
A23297574,Cat,Domestic Shorthair,Mix,F,Yes,53.0,Young,Normal,10/31/2018 2:50 PM,Return,Beyond Exchange Period,Other,,6/7/2019 3:38 PM,6/7/2019 3:38 PM,Adoption,Adoption Center,,
A25109712,Cat,Domestic Shorthair,Mix,F,Yes,50.0,Adult,Normal,6/6/2018 5:49 PM,Return,Euthanasia Owner Request,Other,,6/7/2018 2:32 PM,,Euthanasia,Disease - Other Fatal,,
A25149852,Dog,Shih Tzu,Mix,M,Yes,140.0,Adult,Normal,11/14/2018 5:05 PM,Owner/Guardian Surrender,Euthanasia Owner Request,Health Issues of Dog,,11/14/2018 5:26 PM,,Euthanasia,Owner Request,,
A27669261,Cat,Domestic Shorthair,Mix,F,Yes,58.0,Adult,Normal,11/16/2018 9:59 AM,Return,Beyond Exchange Period,Moving,,2/21/2019 12:01 PM,2/21/2019 12:01 PM,Adoption,Adoption Center,,
A31935705,Dog,Shetland Sheepdog,Chow Chow,M,Yes,120.0,Adult,Normal,3/17/2018 3:45 PM,Owner/Guardian Surrender,For Adoption,Behavior Problem,,10/6/2018 12:47 PM,10/6/2018 12:47 PM,Adoption,Adoption Center,,
A32002937,Dog,American Blue Heeler,Mix,M,Yes,25.0,Baby,Normal,6/11/2018 2:46 PM,Return,Beyond Exchange Period,Time - Not Enough,,6/11/2018 2:49 PM,6/11/2018 2:49 PM,Adoption,Other Offsite,,
A32044208,Cat,Domestic Shorthair,Mix,F,Yes,30.0,Adult,Normal,1/18/2018 4:21 PM,Transfer In,For Adoption,Other,Portage County Humane Society,6/2/2018 4:15 PM,6/2/2018 4:15 PM,Adoption,Adoption Center,,
A34428381,Dog,American Blue Heeler,"Terrier, Rat",M,Yes,21.0,Baby,Normal,9/15/2018 2:51 PM,Return,Beyond Exchange Period,Moving,,1/16/2019 1:47 PM,1/16/2019 1:47 PM,Adoption,Adoption Center,,
A34781129,Dog,Maltese,Mix,F,Yes,72.0,Adult,Unsocialized,4/9/2018 12:55 PM,Return,Beyond Exchange Period,Divorce,,5/23/2018 3:48 PM,5/23/2018 3:48 PM,Adoption,Adoption Center,,
A34781129,Dog,Maltese,Mix,F,Yes,74.0,Adult,Unsocialized,5/24/2018 2:14 PM,Return,Within Exchange Period,Other,,5/30/2018 2:31 PM,5/30/2018 2:31 PM,Adoption,Adoption Center,,
A34781129,Dog,Maltese,Mix,F,Yes,74.0,Adult,Normal,6/3/2018 10:51 AM,Return,Within Exchange Period,Other,,6/28/2018 12:35 PM,6/28/2018 12:35 PM,Adoption,Adoption Center,,
A34848422,Cat,Domestic Shorthair,Mix,M,Yes,46.0,Adult,Normal,1/28/2018 5:24 PM,Transfer In,For Adoption,Other,Safe Haven Pet Sanctuary Inc (Cafe),6/15/2018 4:15 PM,,Euthanasia,Behavior,,
A36628955,Dog,Great Dane,Mix,M,Yes,30.0,Adult,Normal,1/5/2018 12:24 PM,Return,Within Exchange Period,Time - Not Enough,,2/8/2018 2:09 PM,2/8/2018 2:09 PM,Transfer Out,For Adoption,For Adoption,Great Dane Rescue of Minnesota and Wisconsin
A36718457,Cat,Domestic Shorthair,Mix,M,Yes,9.0,Young,Normal,6/12/2018 12:21 PM,Stray,ACO / Police Drop Off,,,8/27/2018 2:32 PM,8/27/2018 2:32 PM,Transfer Out,For Adoption,For Adoption,"Langlade County Humane Society, Inc."
A36885820,Cat,Domestic Longhair,Mix,M,Yes,26.0,Adult,Normal,3/19/2018 12:07 PM,Return,Beyond Exchange Period,Time - Not Enough,,2/1/2019 6:10 PM,2/1/2019 6:10 PM,Adoption,Adoption Center,,
A36888638,Dog,Border Collie,"Terrier, Rat",M,Yes,14.0,Young,Normal,10/13/2018 12:10 PM,Return,Beyond Exchange Period,Behavior Problem,,12/2/2018 11:39 AM,12/2/2018 11:39 AM,Adoption,Adoption Center,,
A36888647,Dog,Border Collie,"Terrier, Rat",F,Yes,6.0,Young,Normal,2/19/2018 12:30 PM,Return,Beyond Exchange Period,Other,,3/10/2018 12:21 PM,3/10/2018 12:21 PM,Adoption,Adoption Center,,
A37300671,Cat,Domestic Shorthair,Mix,M,Yes,59.0,Adult,Normal,5/7/2018 11:35 AM,Return,Within Exchange Period,Allergies,,6/20/2018 5:57 PM,6/20/2018 5:57 PM,Adoption,Adoption Center,,
A37350673,Cat,Domestic Shorthair,Mix,F,Yes,15.0,Adult,Normal,3/23/2018 7:49 AM,Clinic,Vaccinations,,,3/23/2018 7:51 AM,3/23/2018 7:51 AM,Clinic Out,Vaccinations,,
A37439602,Cat,Domestic Shorthair,Mix,M,Yes,25.0,Adult,Normal,2/16/2018 2:50 PM,Return,Within Exchange Period,Other,,10/28/2019 12:10 PM,10/28/2019 12:10 PM,Adoption,Adoption Center,,
A37461826,Dog,Border Collie,Mix,M,Yes,9.0,Young,Normal,9/5/2018 12:54 PM,Stray,Public Drop Off,,,9/5/2018 4:00 PM,9/5/2018 4:00 PM,Return to Owner/Guardian,Stray Reclaim,,
A37530028,Cat,Domestic Medium Hair,Mix,M,Yes,116.0,Adult,Normal,1/3/2018 1:51 PM,Owner/Guardian Surrender,For Adoption,Health Issues of cat,,5/4/2018 3:02 PM,5/4/2018 3:02 PM,Transfer Out,For Adoption,For Adoption,Safe Haven Pet Sanctuary Inc (Cafe)
A37551613,Dog,Pug,Terrier,F,Yes,3.0,Baby,Normal,1/7/2018 1:35 PM,Owner/Guardian Surrender,For Adoption,Other,,2/4/2018 11:12 AM,2/4/2018 11:12 AM,Adoption,Adoption Center,,
A37551616,Dog,Pug,Terrier,F,Yes,3.0,Baby,Normal,1/7/2018 1:35 PM,Owner/Guardian Surrender,For Adoption,Other,,2/2/2018 3:21 PM,2/2/2018 3:21 PM,Adoption,Adoption Center,,
A37551623,Dog,Pug,Terrier,M,Yes,3.0,Baby,Normal,1/7/2018 1:35 PM,Owner/Guardian Surrender,For Adoption,Other,,3/2/2018 6:40 PM,3/2/2018 6:40 PM,Adoption,Adoption Center,,
A37551631,Dog,Pug,Terrier,M,Yes,3.0,Baby,Normal,1/7/2018 1:35 PM,Owner/Guardian Surrender,For Adoption,Other,,2/21/2018 6:58 PM,2/21/2018 6:58 PM,Adoption,Adoption Center,,
A37551637,Dog,Pug,Terrier,M,Yes,3.0,Baby,Normal,1/7/2018 1:35 PM,Owner/Guardian Surrender,For Adoption,Other,,2/25/2018 11:36 AM,2/25/2018 11:36 AM,Adoption,Adoption Center,,
A37564533,Dog,"Terrier, Boston",American Blue Heeler,M,Yes,3.0,Young,Normal,1/8/2018 10:48 AM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,2/21/2018 6:08 PM,2/21/2018 6:08 PM,Transfer Out,For Adoption,For Adoption,Chrissy's K9 Kastle
A37564552,Dog,"Terrier, Boston",American Blue Heeler,M,Yes,3.0,Young,Normal,1/8/2018 10:48 AM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,2/21/2018 6:08 PM,2/21/2018 6:08 PM,Transfer Out,For Adoption,For Adoption,Chrissy's K9 Kastle
A37564569,Dog,"Terrier, Boston",American Blue Heeler,F,Yes,3.0,Young,Normal,1/8/2018 10:48 AM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,3/28/2018 6:05 PM,3/28/2018 6:05 PM,Adoption,Adoption Center,,
A37585492,Cat,Domestic Longhair,Mix,M,Yes,8.0,Young,Normal,1/11/2018 12:23 PM,Owner/Guardian Surrender,For Adoption,Moving,,3/8/2018 12:33 PM,3/8/2018 12:33 PM,Adoption,Adoption Center,,
A37597353,Cat,Domestic Shorthair,Mix,F,Yes,6.0,Young,Normal,1/12/2018 3:19 PM,Owner/Guardian Surrender,For Adoption,Other,,10/20/2019 11:08 AM,10/20/2019 11:08 AM,Adoption,Adoption Center,,
A37602978,Cat,Domestic Shorthair,Mix,M,Yes,6.0,Young,Normal,1/13/2018 2:28 PM,Stray,Public Drop Off,,,2/2/2018 5:50 PM,2/2/2018 5:50 PM,Transfer Out,For Adoption,For Adoption,Orphan Animal Rescue - OARS
A37602984,Cat,Domestic Shorthair,Mix,M,Yes,6.0,Young,Normal,1/13/2018 2:28 PM,Stray,Public Drop Off,,,2/2/2018 5:50 PM,2/2/2018 5:50 PM,Transfer Out,For Adoption,For Adoption,Orphan Animal Rescue - OARS
A37602990,Cat,Domestic Shorthair,Mix,M,Yes,6.0,Young,Normal,1/13/2018 2:28 PM,Stray,Public Drop Off,,,2/2/2018 5:50 PM,2/2/2018 5:50 PM,Transfer Out,For Adoption,For Adoption,Orphan Animal Rescue - OARS
A37606122,Dog,Schipperke,Australian Cattle Dog,M,Yes,4.0,Young,Normal,1/13/2018 12:26 PM,Owner/Guardian Surrender,For Adoption,Other,,2/23/2018 4:34 PM,2/23/2018 4:34 PM,Adoption,Adoption Center,,
A37606265,Dog,Australian Cattle Dog,Border Collie,F,Yes,2.0,Young,Normal,1/14/2018 12:47 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,2/28/2018 2:27 PM,2/28/2018 2:27 PM,Adoption,Adoption Center,,
A37606271,Dog,Australian Cattle Dog,Border Collie,F,Yes,2.0,Young,Normal,1/14/2018 12:47 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,2/27/2018 6:10 PM,2/27/2018 6:10 PM,Adoption,Adoption Center,,
A37606275,Dog,Australian Cattle Dog,Border Collie,F,Yes,2.0,Young,Normal,1/14/2018 12:47 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,3/2/2018 7:03 PM,3/2/2018 7:03 PM,Adoption,Adoption Center,,
A37606282,Dog,American Blue Heeler,Mix,F,Yes,2.0,Young,Normal,1/14/2018 12:47 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,2/10/2018 12:35 PM,2/10/2018 12:35 PM,Adoption,Adoption Center,,
A37606293,Dog,American Blue Heeler,Mix,M,Yes,2.0,Young,Normal,1/14/2018 12:47 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,2/3/2018 1:37 PM,2/3/2018 1:37 PM,Adoption,Adoption Center,,
A37606308,Dog,Australian Cattle Dog,Border Collie,M,Yes,2.0,Young,Normal,1/14/2018 12:47 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,2/16/2018 3:16 PM,2/16/2018 3:16 PM,Adoption,Adoption Center,,
A37606308,Dog,Australian Cattle Dog,Border Collie,M,Yes,5.0,Young,Normal,4/13/2018 4:38 PM,Return,Beyond Exchange Period,Other,,5/12/2018 12:23 PM,5/12/2018 12:23 PM,Adoption,Adoption Center,,
A37655629,Dog,"Terrier, Boston",Australian Cattle Dog,M,Yes,12.0,Adult,Normal,1/20/2018 4:23 PM,Owner/Guardian Surrender,For Adoption,Other,,2/15/2018 11:26 AM,2/15/2018 11:26 AM,Adoption,Adoption Center,,
A37686417,Cat,Domestic Shorthair,Mix,M,Yes,7.0,Young,Normal,1/24/2018 4:53 PM,Owner/Guardian Surrender,For Adoption,Allergies,,2/17/2018 12:48 PM,2/17/2018 12:48 PM,Adoption,Adoption Center,,
A37686423,Cat,Domestic Shorthair,Mix,F,Yes,7.0,Young,Normal,1/24/2018 4:53 PM,Owner/Guardian Surrender,For Adoption,Allergies,,2/17/2018 12:48 PM,2/17/2018 12:48 PM,Adoption,Adoption Center,,
A37708981,Rabbit,Lop,Lop,M,Yes,,Adult,Normal,1/26/2018 12:57 PM,Owner/Guardian Surrender,For Adoption,Child's Pet/Don't want,,5/24/2019 2:40 PM,5/24/2019 2:40 PM,Adoption,Adoption Center,,
A37709012,Rabbit,Lop,Lop,M,Yes,,Adult,Normal,1/27/2018 1:00 PM,Owner/Guardian Surrender,For Adoption,Child's Pet/Don't want,,12/21/2018 3:02 PM,12/21/2018 3:02 PM,Adoption,Adoption Center,,
A37709012,Rabbit,Lop,Lop,M,Yes,,Adult,Normal,12/28/2018 5:53 PM,Clinic,Microchip,,,12/28/2018 6:05 PM,12/28/2018 6:05 PM,Clinic Out,Microchip,,
A37711034,Cat,Domestic Shorthair,Mix,M,Yes,37.0,Adult,Normal,1/27/2018 4:50 PM,Owner/Guardian Surrender,For Adoption,Other,,4/17/2018 11:58 AM,4/17/2018 11:58 AM,Transfer Out,For Adoption,For Adoption,"Langlade County Humane Society, Inc."
A37714446,Dog,Australian Shepherd,Border Collie,F,Yes,1.0,Baby,Normal,1/28/2018 3:47 PM,Owner/Guardian Surrender,For Adoption,Other,,2/16/2018 3:55 PM,2/16/2018 3:55 PM,Adoption,Adoption Center,,
A37714453,Dog,Australian Shepherd,Border Collie,M,Yes,1.0,Baby,Normal,1/28/2018 3:47 PM,Owner/Guardian Surrender,For Adoption,Other,,2/16/2018 2:25 PM,2/16/2018 2:25 PM,Adoption,Adoption Center,,
A37714458,Dog,Australian Shepherd,Border Collie,M,Yes,1.0,Baby,Normal,1/28/2018 3:47 PM,Owner/Guardian Surrender,For Adoption,Other,,2/14/2018 4:30 PM,2/14/2018 4:30 PM,Adoption,Adoption Center,,
A37714462,Dog,Australian Shepherd,Mix,M,Yes,1.0,Baby,Normal,1/28/2018 3:47 PM,Owner/Guardian Surrender,For Adoption,Other,,2/11/2018 1:39 PM,2/11/2018 1:39 PM,Adoption,Adoption Center,,
A37714470,Dog,Australian Shepherd,Mix,F,Yes,1.0,Baby,Normal,1/28/2018 3:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/3/2018 12:52 PM,3/3/2018 12:52 PM,Adoption,Adoption Center,,
A37714474,Dog,Australian Shepherd,Mix,F,Yes,1.0,Baby,Normal,1/28/2018 3:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/9/2018 5:01 PM,3/9/2018 5:01 PM,Adoption,Adoption Center,,
A37714482,Dog,Australian Shepherd,Mix,F,Yes,1.0,Baby,Normal,1/28/2018 3:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/7/2018 4:05 PM,3/7/2018 4:05 PM,Adoption,Adoption Center,,
A37714488,Dog,Australian Shepherd,Mix,F,Yes,1.0,Baby,Normal,1/28/2018 3:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/3/2018 2:20 PM,3/3/2018 2:20 PM,Adoption,Adoption Center,,
A37714493,Dog,Australian Shepherd,Mix,F,Yes,1.0,Baby,Normal,1/28/2018 3:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/5/2018 11:53 AM,3/5/2018 11:53 AM,Adoption,Adoption Center,,
A37714499,Dog,Australian Shepherd,Mix,F,Yes,1.0,Baby,Normal,1/28/2018 3:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/3/2018 12:22 PM,3/3/2018 12:22 PM,Adoption,Adoption Center,,
A37714529,Dog,Keeshond,"Retriever, Golden",F,Yes,1.0,Baby,Normal,1/28/2018 3:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/10/2018 11:57 AM,3/10/2018 11:57 AM,Adoption,Adoption Center,,
A39976964,Dog,Terrier,Mix,F,Yes,1.0,Baby,Normal,10/19/2018 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,12/16/2018 11:26 AM,12/16/2018 11:26 AM,Adoption,Adoption Center,,
A39976971,Dog,Terrier,Mix,M,Yes,1.0,Baby,Normal,10/19/2018 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,12/21/2018 9:58 AM,12/21/2018 9:58 AM,Adoption,Adoption Center,,
A39976976,Dog,Terrier,Mix,M,Yes,1.0,Baby,Normal,10/19/2018 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,12/13/2018 3:41 PM,12/13/2018 3:41 PM,Transfer Out,For Adoption,For Adoption,Bichon and Little Buddies Rescue
A39976979,Dog,Terrier,Mix,M,Yes,1.0,Baby,Normal,10/19/2018 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,12/13/2018 3:41 PM,12/13/2018 3:41 PM,Transfer Out,For Adoption,For Adoption,Bichon and Little Buddies Rescue
A39976981,Dog,Terrier,Mix,M,Yes,1.0,Baby,Normal,10/19/2018 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,12/31/2018 12:47 PM,12/31/2018 12:47 PM,Adoption,Adoption Center,,
A40006280,Cat,Domestic Shorthair,Mix,F,Yes,8.0,Adult,Normal,10/24/2018 5:25 PM,Stray,ACO / Police Drop Off,,,6/30/2020 5:12 PM,6/30/2020 5:12 PM,Adoption,Adoption Center,,
A40030861,Dog,"Terrier, Boston",,M,Yes,23.0,Adult,Normal,10/24/2018 12:50 PM,Owner/Guardian Surrender,For Adoption,Other,,11/10/2018 1:32 PM,11/10/2018 1:32 PM,Adoption,Adoption Center,,
A40030869,Dog,"Terrier, Boston",,F,Yes,,Adult,Normal,10/24/2018 12:50 PM,Owner/Guardian Surrender,For Adoption,Other,,11/16/2018 6:39 PM,11/16/2018 6:39 PM,Adoption,Adoption Center,,
A40031139,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,F,Yes,1.0,Baby,Normal,10/27/2018 1:14 PM,Owner/Guardian Surrender,For Adoption,Other,,1/18/2019 4:03 PM,1/18/2019 4:03 PM,Adoption,Adoption Center,,
A40031165,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,F,Yes,1.0,Baby,Normal,10/27/2018 1:14 PM,Owner/Guardian Surrender,For Adoption,Other,,12/9/2018 11:44 AM,12/9/2018 11:44 AM,Adoption,Adoption Center,,
A40031440,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,F,Yes,1.0,Baby,Normal,10/27/2018 1:14 PM,Owner/Guardian Surrender,For Adoption,Other,,1/13/2019 1:10 PM,1/13/2019 1:10 PM,Adoption,Adoption Center,,
A40031448,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,F,Yes,1.0,Baby,Normal,10/27/2018 1:14 PM,Owner/Guardian Surrender,For Adoption,Other,,12/7/2018 7:08 PM,12/7/2018 7:08 PM,Adoption,Adoption Center,,
A40031522,Dog,"Terrier, Boston",Mix,M,Yes,1.0,Baby,Normal,10/26/2018 1:48 PM,Owner/Guardian Surrender,For Adoption,Other,,12/1/2018 2:06 PM,12/1/2018 2:06 PM,Adoption,Adoption Center,,
A40031536,Dog,Terrier,Mix,F,Yes,1.0,Baby,Normal,10/26/2018 1:48 PM,Owner/Guardian Surrender,For Adoption,Other,,11/17/2018 12:15 PM,11/17/2018 12:15 PM,Adoption,Adoption Center,,
A40034460,Dog,"Retriever, Labrador",Mix,F,No,,Senior,Normal,10/28/2018 9:56 AM,Stray,ACO / Police Drop Off,,,10/28/2018 1:11 PM,10/28/2018 1:11 PM,Return to Owner/Guardian,Stray Reclaim,,
