Animal #,Species,Primary Breed,Secondary Breed,Gender,Altered,Age in Months Intake,Age Group,Intake Condition,Intake Date,Intake Type,Intake Subtype,Reason,Agency Name,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome Reason,Outcome_Agency_Name
A40715873,Dog,"Terrier, Rat",Shih Tzu,M,Yes,1.0,Baby,Normal,2/5/2019 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,2/28/2019 12:47 PM,2/28/2019 12:47 PM,Adoption,Adoption Center,,
A40776103,Dog,American Blue Heeler,Mix,M,No,23.0,Adult,Normal,2/9/2019 2:10 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,5/15/2019 1:04 PM,,Euthanasia,Temperment,,
A40786228,Dog,Plott Hound,Mix,M,Yes,50.0,Adult,Normal,2/15/2019 6:10 PM,Owner/Guardian Surrender,For Adoption,Landlord Objection,,3/20/2019 5:08 PM,3/20/2019 5:08 PM,Adoption,Adoption Center,,
A40798692,Cat,Domestic Shorthair,Mix,M,Yes,46.0,Adult,Normal,2/18/2019 3:17 PM,Owner/Guardian Surrender,For Adoption,Allergies,,4/3/2019 2:36 PM,4/3/2019 2:36 PM,Adoption,Adoption Center,,
A40798692,Cat,Domestic Shorthair,Mix,M,Yes,54.0,Adult,Normal,10/10/2019 10:58 AM,Return,Beyond Exchange Period,Death of Owner,,10/10/2019 11:10 AM,10/10/2019 11:10 AM,Adoption,Other Offsite,,
A40802065,Dog,"Chihuahua, Short Coat",Mix,M,Yes,83.0,Senior,Normal,2/18/2019 10:35 AM,Stray,Public Drop Off,,,3/15/2019 4:53 PM,3/15/2019 4:53 PM,Adoption,Adoption Center,,
A40820681,Cat,Domestic Shorthair,Mix,M,Yes,23.0,Adult,Normal,2/21/2019 1:56 PM,Stray,Public Drop Off,,,11/13/2019 4:43 PM,11/13/2019 4:43 PM,Adoption,Adoption Center,,
A40826083,Dog,"Terrier, Yorkshire",Mix,M,Yes,36.0,Adult,Normal,2/22/2019 10:50 AM,Clinic,Neuter,,,2/22/2019 10:55 AM,2/22/2019 10:55 AM,Clinic Out,Other,,
A40861886,Cat,Domestic Medium Hair,Mix,F,Yes,6.0,Young,Normal,2/27/2019 3:32 PM,Owner/Guardian Surrender,For Adoption,Moving,,3/17/2019 1:20 PM,3/17/2019 1:20 PM,Adoption,Adoption Center,,
A40866163,Dog,"Retriever, Labrador",Mix,F,Yes,,Adult,Normal,2/21/2019 11:28 AM,Stray,ACO / Police Drop Off,,,2/26/2019 11:34 AM,2/26/2019 11:34 AM,Return to Owner/Guardian,Stray Reclaim,,
A40874220,Cat,Domestic Shorthair,Mix,F,Yes,59.0,Young,Normal,3/1/2019 10:48 AM,Stray,ACO / Police Drop Off,,,3/17/2019 1:02 PM,3/17/2019 1:02 PM,Adoption,Adoption Center,,
A40876353,Dog,"Terrier, Yorkshire","Poodle, Toy",M,Yes,83.0,Adult,Normal,2/22/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,10/9/2019 2:42 PM,10/9/2019 2:42 PM,Adoption,Adoption Center,,
A40876445,Dog,Shepherd,American Blue Heeler,M,Yes,2.0,Baby,Normal,2/22/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,4/13/2019 4:52 PM,4/13/2019 4:52 PM,Adoption,Adoption Center,,
A40876456,Dog,Shepherd,American Blue Heeler,M,Yes,2.0,Baby,Normal,2/22/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,3/29/2019 4:52 PM,3/29/2019 4:52 PM,Adoption,Adoption Center,,
A40876467,Dog,Shepherd,American Blue Heeler,M,Yes,2.0,Baby,Normal,2/22/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,3/29/2019 5:50 PM,3/29/2019 5:50 PM,Adoption,Adoption Center,,
A40876475,Dog,Shepherd,American Blue Heeler,F,Yes,2.0,Baby,Normal,2/22/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,8/21/2019 1:57 PM,8/21/2019 1:57 PM,Adoption,Adoption Center,,
A40876475,Dog,Shepherd,American Blue Heeler,F,Yes,8.0,Baby,Normal,9/11/2019 4:08 PM,Return,Within Exchange Period,Behavior Problem,,1/31/2020 2:04 PM,,Euthanasia,Temperment,,
A40876483,Dog,Shepherd,American Blue Heeler,F,Yes,2.0,Baby,Normal,2/22/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,6/14/2019 5:29 PM,6/14/2019 5:29 PM,Adoption,Adoption Center,,
A40988073,Cat,Domestic Shorthair,Mix,M,No,84.0,Adult,Fearful,3/3/2019 3:16 PM,Owner/Guardian Surrender,For Adoption,Elderly/Can't care for,,4/1/2019 2:28 PM,,Euthanasia,Temperment,,
A41011178,Dog,Border Collie,Mix,M,Yes,1.0,Baby,Normal,2/25/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,6/21/2019 5:43 PM,6/21/2019 5:43 PM,Adoption,Adoption Center,,
A41011184,Dog,Border Collie,Mix,F,Yes,1.0,Baby,Normal,2/25/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,4/19/2019 4:02 PM,4/19/2019 4:02 PM,Adoption,Adoption Center,,
A41011202,Dog,American Blue Heeler,Mix,M,Yes,1.0,Baby,Normal,2/25/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,5/9/2019 11:20 AM,5/9/2019 11:20 AM,Adoption,Adoption Center,,
A41011206,Dog,American Blue Heeler,Mix,M,Yes,1.0,Baby,Normal,2/25/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,5/3/2019 5:29 PM,5/3/2019 5:29 PM,Adoption,Adoption Center,,
A41011211,Dog,American Blue Heeler,Mix,M,Yes,1.0,Baby,Normal,2/25/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,6/1/2019 4:56 PM,6/1/2019 4:56 PM,Adoption,Adoption Center,,
A41011218,Dog,American Blue Heeler,Mix,M,Yes,1.0,Baby,Normal,2/25/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,4/26/2019 5:32 PM,4/26/2019 5:32 PM,Adoption,Adoption Center,,
A41011223,Dog,American Blue Heeler,Mix,M,Yes,1.0,Baby,Normal,2/25/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,4/19/2019 3:05 PM,4/19/2019 3:05 PM,Adoption,Adoption Center,,
A41011230,Dog,American Blue Heeler,Mix,M,Yes,1.0,Baby,Normal,2/25/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,5/5/2019 1:05 PM,5/5/2019 1:05 PM,Adoption,Adoption Center,,
A41011244,Dog,American Blue Heeler,Mix,F,Yes,1.0,Baby,Normal,2/25/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,4/3/2019 4:28 PM,4/3/2019 4:28 PM,Adoption,Adoption Center,,
A41011259,Dog,American Blue Heeler,Mix,F,Yes,1.0,Baby,Normal,2/25/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,5/17/2019 5:22 PM,5/17/2019 5:22 PM,Adoption,Adoption Center,,
A41011278,Dog,American Blue Heeler,Mix,F,Yes,1.0,Baby,Normal,2/25/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,4/3/2019 3:53 PM,4/3/2019 3:53 PM,Adoption,Adoption Center,,
A41029881,Dog,Shiba Inu,Mix,M,Yes,1.0,Baby,Normal,3/8/2019 7:11 PM,Owner/Guardian Surrender,For Adoption,Other,,5/13/2019 12:33 PM,5/13/2019 12:33 PM,Adoption,Adoption Center,,
A41029884,Dog,Shiba Inu,Mix,M,Yes,1.0,Baby,Normal,3/8/2019 7:11 PM,Owner/Guardian Surrender,For Adoption,Other,,5/26/2019 12:09 PM,5/26/2019 12:09 PM,Adoption,Adoption Center,,
A41029884,Dog,Shiba Inu,Mix,M,Yes,4.0,Baby,Normal,6/5/2019 3:14 PM,Return,Within Exchange Period,Time - Not Enough,,7/3/2019 4:39 PM,7/3/2019 4:39 PM,Adoption,Adoption Center,,
A41029887,Dog,Shiba Inu,Mix,M,Yes,1.0,Baby,Normal,3/8/2019 7:11 PM,Owner/Guardian Surrender,For Adoption,Other,,8/10/2020 6:04 PM,8/10/2020 6:04 PM,Adoption,Adoption Center,,
A41029890,Dog,Shiba Inu,Mix,M,Yes,1.0,Baby,Normal,3/8/2019 7:11 PM,Owner/Guardian Surrender,For Adoption,Other,,5/4/2019 2:55 PM,5/4/2019 2:55 PM,Adoption,Adoption Center,,
A41029892,Dog,Shiba Inu,Mix,F,Yes,1.0,Baby,Normal,3/8/2019 7:11 PM,Owner/Guardian Surrender,For Adoption,Other,,5/10/2019 6:26 PM,5/10/2019 6:26 PM,Adoption,Adoption Center,,
A41029893,Dog,Shiba Inu,Mix,F,Yes,1.0,Baby,Normal,3/8/2019 7:11 PM,Owner/Guardian Surrender,For Adoption,Other,,4/27/2019 12:42 PM,4/27/2019 12:42 PM,Adoption,Adoption Center,,
A41029893,Dog,Shiba Inu,Mix,F,Yes,4.0,Baby,Normal,5/15/2019 6:41 PM,Clinic,Microchip,,,5/15/2019 7:03 PM,5/15/2019 7:03 PM,Clinic Out,Microchip,,
A41029896,Dog,Shiba Inu,Mix,F,Yes,1.0,Baby,Normal,3/8/2019 7:11 PM,Owner/Guardian Surrender,For Adoption,Other,,5/18/2019 1:01 PM,5/18/2019 1:01 PM,Adoption,Adoption Center,,
A41033908,Cat,Domestic Medium Hair,Mix,F,Yes,9.0,Adult,Normal,3/9/2019 3:10 PM,Stray,Public Drop Off,,,5/17/2019 6:52 PM,5/17/2019 6:52 PM,Adoption,Adoption Center,,
A41035953,Dog,"Retriever, Labrador",Mix,M,Yes,,Adult,Normal,3/9/2019 7:00 PM,Stray,ACO / Police Drop Off,,,3/10/2019 12:15 PM,3/10/2019 12:15 PM,Return to Owner/Guardian,Stray Reclaim,,
A41043705,Cat,Domestic Shorthair,Mix,M,Yes,,Adult,Normal,3/10/2019 2:54 PM,Stray,ACO / Police Drop Off,,,5/3/2019 3:57 PM,5/3/2019 3:57 PM,Adoption,Adoption Center,,
A41062040,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Fearful,3/13/2019 3:59 PM,Stray,Public Drop Off,,,5/3/2019 3:57 PM,5/3/2019 3:57 PM,Adoption,Adoption Center,,
A41073691,Dog,"Terrier, Pit Bull",Saint Bernard,M,No,,Young,Normal,3/15/2019 10:17 AM,Stray,ACO / Police Drop Off,,,3/15/2019 2:52 PM,3/15/2019 2:52 PM,Return to Owner/Guardian,Stray Reclaim,,
A42135633,Cat,Domestic Shorthair,Mix,M,Yes,2.0,Baby,Fearful,7/5/2019 3:25 PM,Stray,Public Drop Off,,,10/5/2019 3:22 PM,10/5/2019 3:22 PM,Adoption,Adoption Center,,
A42137360,Dog,"Spaniel, Cavalier King Charles",Mix,M,Yes,48.0,Adult,Normal,7/5/2019 5:39 PM,Transfer In,For Adoption,Ready for Adoption,Bichon and Little Buddies Rescue,7/19/2019 1:57 PM,7/19/2019 1:57 PM,Adoption,Adoption Center,,
A42137581,Dog,American Blue Heeler,English Shepherd,M,Yes,1.0,Baby,Normal,7/5/2019 6:07 PM,Owner/Guardian Surrender,For Adoption,Other,,7/22/2019 11:48 AM,7/22/2019 11:48 AM,Adoption,Adoption Center,,
A42137591,Dog,American Blue Heeler,English Shepherd,M,Yes,1.0,Baby,Normal,7/5/2019 6:07 PM,Owner/Guardian Surrender,For Adoption,Other,,7/26/2019 3:23 PM,7/26/2019 3:23 PM,Adoption,Adoption Center,,
A42137598,Dog,American Blue Heeler,English Shepherd,M,Yes,1.0,Baby,Normal,7/5/2019 6:07 PM,Owner/Guardian Surrender,For Adoption,Other,,7/26/2019 2:49 PM,7/26/2019 2:49 PM,Adoption,Adoption Center,,
A42137603,Dog,American Blue Heeler,English Shepherd,F,Yes,1.0,Baby,Normal,7/5/2019 6:07 PM,Owner/Guardian Surrender,For Adoption,Other,,8/10/2019 1:42 PM,8/10/2019 1:42 PM,Adoption,Adoption Center,,
A42137606,Dog,American Blue Heeler,English Shepherd,F,Yes,1.0,Baby,Normal,7/5/2019 6:07 PM,Owner/Guardian Surrender,For Adoption,Other,,8/29/2019 4:44 PM,8/29/2019 4:44 PM,Adoption,Adoption Center,,
A42137611,Dog,American Blue Heeler,English Shepherd,F,Yes,1.0,Baby,Normal,7/5/2019 6:07 PM,Owner/Guardian Surrender,For Adoption,Other,,8/9/2019 3:16 PM,8/9/2019 3:16 PM,Adoption,Adoption Center,,
A42137777,Dog,Shih Tzu,Mix,M,Yes,24.0,Adult,Normal,7/5/2019 6:34 PM,Owner/Guardian Surrender,For Adoption,Other,,7/18/2019 2:34 PM,7/18/2019 2:34 PM,Adoption,Adoption Center,,
A42137790,Dog,"Chihuahua, Short Coat",Mix,M,Yes,72.0,Adult,Normal,7/5/2019 6:34 PM,Owner/Guardian Surrender,For Adoption,Other,,9/20/2019 8:14 AM,9/20/2019 8:14 AM,Transfer Out,To Specific Rescue,For Adoption,Bichon and Little Buddies Rescue
A42137793,Dog,"Chihuahua, Short Coat",Mix,F,Yes,72.0,Adult,Normal,7/5/2019 6:34 PM,Owner/Guardian Surrender,For Adoption,Other,,8/2/2019 2:24 PM,8/2/2019 2:24 PM,Adoption,Adoption Center,,
A42137798,Dog,"Chihuahua, Short Coat",Mix,F,Yes,36.0,Adult,Normal,7/5/2019 6:34 PM,Owner/Guardian Surrender,For Adoption,Other,,9/20/2019 8:14 AM,9/20/2019 8:14 AM,Transfer Out,To Specific Rescue,For Adoption,Bichon and Little Buddies Rescue
A42142419,Cat,Domestic Shorthair,Mix,F,Yes,2.0,Young,Normal,7/6/2019 2:16 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,11/1/2019 6:25 PM,11/1/2019 6:25 PM,Adoption,Adoption Center,,
A42142429,Cat,Domestic Shorthair,Mix,M,Yes,8.0,Young,Normal,7/6/2019 2:16 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,11/6/2019 4:01 PM,11/6/2019 4:01 PM,Adoption,Adoption Center,,
A42142437,Cat,Domestic Shorthair,Mix,M,Yes,2.0,Young,Normal,7/6/2019 2:16 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,12/16/2019 10:43 AM,12/16/2019 10:43 AM,Adoption,Adoption Center,,
A42142444,Cat,Domestic Shorthair,Mix,M,Yes,2.0,Young,Normal,7/6/2019 2:16 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,12/20/2019 6:27 PM,12/20/2019 6:27 PM,Adoption,Adoption Center,,
A42143586,Cat,Domestic Shorthair,Mix,F,Yes,10.0,Adult,Normal,7/6/2019 4:15 PM,Stray,ACO / Police Drop Off,,,9/6/2019 6:57 PM,9/6/2019 6:57 PM,Adoption,Adoption Center,,
A42143592,Cat,Domestic Shorthair,Mix,F,Yes,10.0,Adult,Normal,7/6/2019 4:15 PM,Stray,ACO / Police Drop Off,,,9/6/2019 6:57 PM,9/6/2019 6:57 PM,Adoption,Adoption Center,,
A42143600,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,7/6/2019 4:15 PM,Stray,ACO / Police Drop Off,,,11/16/2019 2:55 PM,11/16/2019 2:55 PM,Adoption,Adoption Center,,
A42143625,Cat,Domestic Shorthair,Mix,U,No,1.0,Young,Normal,7/6/2019 4:15 PM,Stray,ACO / Police Drop Off,,,7/8/2019 10:05 AM,,Died,Ill,,
A42146477,Cat,Domestic Shorthair,Mix,M,Yes,16.0,Adult,Normal,7/7/2019 1:29 PM,Stray,Public Drop Off,,,3/2/2021 11:44 AM,3/2/2021 11:44 AM,Transfer Out,For Adoption,For Adoption,Orphan Animal Rescue - OARS
A42152966,Dog,Shepherd,"Retriever, Labrador",M,Yes,18.0,Adult,Normal,7/8/2019 1:09 PM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,9/6/2019 4:51 PM,9/6/2019 4:51 PM,Adoption,Adoption Center,,
A42178878,Dog,"Chihuahua, Short Coat",Terrier,M,Yes,95.0,Senior,Normal,7/9/2019 5:11 PM,Stray,ACO / Police Drop Off,,,7/10/2019 5:37 PM,7/10/2019 5:37 PM,Return to Owner/Guardian,Stray Reclaim,,
A42186759,Cat,Domestic Shorthair,Mix,F,Yes,2.0,Young,Normal,7/10/2019 2:25 PM,Stray,Public Drop Off,,,12/22/2019 12:08 PM,12/22/2019 12:08 PM,Adoption,Adoption Center,,
A42186766,Cat,Domestic Shorthair,Mix,F,Yes,2.0,Young,Normal,7/10/2019 2:25 PM,Stray,Public Drop Off,,,12/22/2019 12:26 PM,12/22/2019 12:26 PM,Adoption,Adoption Center,,
A42186776,Cat,Domestic Shorthair,Mix,F,Yes,2.0,Young,Normal,7/10/2019 2:25 PM,Stray,Public Drop Off,,,12/18/2019 4:15 PM,12/18/2019 4:15 PM,Adoption,Adoption Center,,
A42192014,Cat,Domestic Shorthair,Mix,F,Yes,,Adult,Normal,7/12/2019 9:44 AM,Clinic,Spay,,,7/12/2019 9:47 AM,7/12/2019 9:47 AM,Clinic Out,Other,,
A42192014,Cat,Domestic Shorthair,Mix,F,Yes,,Adult,Normal,7/12/2019 2:17 PM,Clinic,Microchip,,,7/12/2019 2:19 PM,7/12/2019 2:19 PM,Clinic Out,Microchip,,
A42210051,Dog,"Retriever, Labrador",Mix,M,No,,Adult,Normal,7/13/2019 11:03 AM,Stray,ACO / Police Drop Off,,,7/15/2019 12:57 PM,7/15/2019 12:57 PM,Return to Owner/Guardian,Stray Reclaim,,
A42218809,Dog,"Retriever, Labrador",Border Collie,M,Yes,12.0,Adult,Normal,7/15/2019 2:27 PM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,8/16/2019 5:12 PM,8/16/2019 5:12 PM,Adoption,Adoption Center,,
A42241809,Dog,Havanese,Mix,F,Yes,119.0,Senior,Normal,7/17/2019 3:43 PM,Owner/Guardian Surrender,For Adoption,Elderly/Can't care for,,9/28/2019 12:40 PM,9/28/2019 12:40 PM,Adoption,Adoption Center,,
A42241824,Dog,Havanese,Mix,F,Yes,119.0,Senior,Normal,7/17/2019 3:43 PM,Owner/Guardian Surrender,For Adoption,Elderly/Can't care for,,9/28/2019 12:40 PM,9/28/2019 12:40 PM,Adoption,Adoption Center,,
A42278123,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,7/22/2019 12:57 PM,Stray,Public Drop Off,,,9/6/2019 4:18 PM,9/6/2019 4:18 PM,Adoption,Adoption Center,,
A42301683,Dog,Border Collie,American Blue Heeler,F,Yes,1.0,Baby,Normal,7/24/2019 3:39 PM,Owner/Guardian Surrender,For Adoption,Other,,8/30/2019 3:36 PM,8/30/2019 3:36 PM,Adoption,Adoption Center,,
A42301697,Dog,Border Collie,American Blue Heeler,F,Yes,1.0,Baby,Normal,7/24/2019 3:39 PM,Owner/Guardian Surrender,For Adoption,Other,,9/20/2019 2:17 PM,9/20/2019 2:17 PM,Adoption,Adoption Center,,
A42301705,Dog,Border Collie,American Blue Heeler,F,Yes,1.0,Baby,Normal,7/24/2019 3:39 PM,Owner/Guardian Surrender,For Adoption,Other,,8/21/2019 2:23 PM,8/21/2019 2:23 PM,Adoption,Adoption Center,,
A42301721,Dog,Border Collie,American Blue Heeler,F,Yes,1.0,Baby,Normal,7/24/2019 3:39 PM,Owner/Guardian Surrender,For Adoption,Other,,8/17/2019 12:38 PM,8/17/2019 12:38 PM,Adoption,Adoption Center,,
A42301729,Dog,Border Collie,American Blue Heeler,F,Yes,1.0,Baby,Normal,7/24/2019 3:39 PM,Owner/Guardian Surrender,For Adoption,Other,,9/29/2019 11:52 AM,9/29/2019 11:52 AM,Adoption,Adoption Center,,
A42301736,Dog,Border Collie,American Blue Heeler,F,Yes,1.0,Baby,Normal,7/24/2019 3:39 PM,Owner/Guardian Surrender,For Adoption,Other,,8/17/2019 2:01 PM,8/17/2019 2:01 PM,Adoption,Adoption Center,,
A42301746,Dog,Border Collie,American Blue Heeler,F,Yes,1.0,Baby,Normal,7/24/2019 3:39 PM,Owner/Guardian Surrender,For Adoption,Other,,9/26/2019 10:55 AM,9/26/2019 10:55 AM,Adoption,Adoption Center,,
A42301764,Dog,Border Collie,American Blue Heeler,M,Yes,1.0,Baby,Normal,7/24/2019 3:39 PM,Owner/Guardian Surrender,For Adoption,Other,,8/17/2019 2:54 PM,8/17/2019 2:54 PM,Adoption,Adoption Center,,
A42301781,Dog,Border Collie,American Blue Heeler,M,Yes,1.0,Baby,Normal,7/24/2019 3:39 PM,Owner/Guardian Surrender,For Adoption,Other,,8/23/2019 5:16 PM,8/23/2019 5:16 PM,Adoption,Adoption Center,,
A42301793,Dog,Border Collie,American Blue Heeler,M,Yes,1.0,Baby,Normal,7/24/2019 3:39 PM,Owner/Guardian Surrender,For Adoption,Other,,8/31/2019 12:27 PM,8/31/2019 12:27 PM,Adoption,Adoption Center,,
A42301801,Dog,Border Collie,American Blue Heeler,M,Yes,1.0,Baby,Normal,7/24/2019 3:39 PM,Owner/Guardian Surrender,For Adoption,Other,,8/25/2019 10:44 AM,8/25/2019 10:44 AM,Adoption,Adoption Center,,
A42314870,Dog,"Schnauzer, Miniature",Mix,M,Yes,36.0,Adult,Normal,7/26/2019 8:14 AM,Clinic,Vaccinations,,,7/26/2019 8:17 AM,7/26/2019 8:17 AM,Clinic Out,Vaccinations,,
A42325771,Cat,Domestic Shorthair,Mix,M,Yes,11.0,Adult,Normal,7/27/2019 11:53 AM,Stray,ACO / Police Drop Off,,,12/13/2019 6:36 PM,12/13/2019 6:36 PM,Adoption,Adoption Center,,
A42336492,Cat,Domestic Shorthair,Mix,F,Yes,59.0,Adult,Normal,7/28/2019 11:30 AM,Stray,ACO / Police Drop Off,,,7/31/2019 7:23 PM,7/31/2019 7:23 PM,Return to Owner/Guardian,Stray Reclaim,,
A42346087,Cat,Domestic Shorthair,Mix,F,No,,Adult,Normal,7/30/2019 11:19 AM,Stray,ACO / Police Drop Off,,,8/1/2019 12:43 PM,8/1/2019 12:43 PM,Return to Owner/Guardian,Stray Reclaim,,
A42363391,Cat,Domestic Shorthair,Mix,M,Yes,2.0,Baby,Normal,7/31/2019 7:55 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,12/15/2019 1:56 PM,12/15/2019 1:56 PM,Adoption,Adoption Center,,
A42366431,Cat,Domestic Shorthair,Mix,F,Yes,3.0,Young,Normal,8/1/2019 11:24 AM,Stray,ACO / Police Drop Off,,,8/7/2019 6:36 PM,8/7/2019 6:36 PM,Return to Owner/Guardian,Stray Reclaim,,
A42366431,Cat,Domestic Shorthair,Mix,F,Yes,3.0,Young,Normal,8/7/2019 6:37 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,8/10/2019 1:01 PM,8/10/2019 1:01 PM,Adoption,Adoption Center,,
A42374569,Dog,Border Collie,Mix,F,Yes,60.0,Adult,Normal,8/2/2019 8:46 AM,Clinic,Spay,,,8/3/2019 3:12 PM,8/3/2019 3:12 PM,Clinic Out,Microchip,,
A42374612,Cat,Domestic Shorthair,Mix,M,Yes,8.0,Young,Normal,8/2/2019 8:52 AM,Owner/Guardian Surrender,For Adoption,Other,,1/17/2020 3:14 PM,1/17/2020 3:14 PM,Adoption,Adoption Center,,
A42387548,Dog,"Chihuahua, Long Coat",Mix,M,Yes,60.0,Adult,Normal,8/3/2019 2:36 PM,Owner/Guardian Surrender,Euthanasia Owner Request,Behavior Problem,,9/18/2019 5:47 PM,,Euthanasia,Temperment,,
A42391042,Cat,Domestic Shorthair,Mix,F,Yes,10.0,Young,Normal,8/4/2019 12:11 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,4/16/2020 9:03 PM,4/16/2020 9:03 PM,Adoption,Other Offsite,,
A42420265,Cat,Domestic Shorthair,Mix,M,Yes,,Adult,Injured,8/7/2019 2:44 PM,Stray,ACO / Police Drop Off,,,10/28/2019 12:10 PM,10/28/2019 12:10 PM,Adoption,Adoption Center,,
A42420380,Cat,Domestic Shorthair,Mix,M,Yes,17.0,Adult,Normal,8/7/2019 2:51 PM,Stray,ACO / Police Drop Off,,,12/20/2019 3:54 PM,12/20/2019 3:54 PM,Adoption,Adoption Center,,
A42420721,Cat,Domestic Longhair,Mix,M,Yes,23.0,Adult,Normal,8/7/2019 3:13 PM,Stray,ACO / Police Drop Off,,,1/8/2020 4:29 PM,1/8/2020 4:29 PM,Adoption,Adoption Center,,
A42422060,Cat,Domestic Shorthair,Mix,F,No,1.0,Adult,Aggressive,8/7/2019 4:35 PM,Owner/Guardian Surrender,Euthanasia Owner Request,Behavior Problem,,8/7/2019 5:50 PM,,Euthanasia,Behavior,,
A42446599,Cat,Domestic Shorthair,Mix,F,Yes,11.0,Young,Normal,8/9/2019 1:53 PM,Stray,ACO / Police Drop Off,,,11/15/2019 6:46 PM,11/15/2019 6:46 PM,Adoption,Adoption Center,,
A42446646,Cat,Domestic Medium Hair,Mix,M,Yes,17.0,Adult,Normal,8/9/2019 1:56 PM,Stray,Public Drop Off,,,9/17/2019 9:57 AM,9/17/2019 9:57 AM,Adoption,Adoption Center,,
A42447735,Cat,Domestic Shorthair,Mix,F,Yes,3.0,Baby,Normal,8/9/2019 3:46 PM,Stray,ACO / Police Drop Off,,,10/23/2019 3:52 PM,10/23/2019 3:52 PM,Adoption,Adoption Center,,
A42447737,Cat,Domestic Shorthair,Mix,F,Yes,3.0,Baby,Normal,8/9/2019 3:46 PM,Stray,ACO / Police Drop Off,,,11/1/2019 6:25 PM,11/1/2019 6:25 PM,Adoption,Adoption Center,,
A42447741,Cat,Domestic Shorthair,Mix,M,Yes,3.0,Baby,Normal,8/9/2019 3:46 PM,Stray,ACO / Police Drop Off,,,10/23/2019 3:52 PM,10/23/2019 3:52 PM,Adoption,Adoption Center,,
A42455493,Cat,Domestic Shorthair,Mix,F,Yes,0.0,Baby,Unweaned,8/12/2019 11:35 AM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,1/5/2020 12:02 PM,1/5/2020 12:02 PM,Adoption,Adoption Center,,
A42482170,Cat,Siamese,Mix,F,Yes,,Adult,Pregnant,8/14/2019 7:20 PM,Clinic,Vaccinations,,,8/14/2019 7:23 PM,8/14/2019 7:23 PM,Clinic Out,Microchip,,
A42504933,Dog,Shih Tzu,Mix,M,Yes,83.0,Adult,Normal,8/16/2019 2:14 PM,Stray,Abandoned,,,9/6/2019 6:38 PM,9/6/2019 6:38 PM,Adoption,Adoption Center,,
A42512918,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,8/19/2019 10:54 AM,Stray,Public Drop Off,,,11/16/2019 3:38 PM,11/16/2019 3:38 PM,Adoption,Adoption Center,,
A42535500,Dog,Shiba Inu,Terrier,F,Yes,36.0,Adult,Normal,8/21/2019 1:08 PM,Owner/Guardian Surrender,For Adoption,Other,,11/2/2019 3:11 PM,11/2/2019 3:11 PM,Adoption,Adoption Center,,
A42535521,Dog,Shiba Inu,Terrier,F,Yes,1.0,Baby,Unweaned,8/21/2019 1:08 PM,Owner/Guardian Surrender,For Adoption,Other,,10/5/2019 12:56 PM,10/5/2019 12:56 PM,Adoption,Adoption Center,,
A42535542,Dog,Shiba Inu,Terrier,F,Yes,1.0,Baby,Unweaned,8/21/2019 1:08 PM,Owner/Guardian Surrender,For Adoption,Other,,10/18/2019 2:52 PM,10/18/2019 2:52 PM,Adoption,Adoption Center,,
A42535554,Dog,Shiba Inu,Terrier,F,Yes,1.0,Baby,Unweaned,8/21/2019 1:08 PM,Owner/Guardian Surrender,For Adoption,Other,,10/17/2019 2:20 PM,10/17/2019 2:20 PM,Adoption,Adoption Center,,
