Animal #,Species,Primary Breed,Secondary Breed,Gender,Altered,Age in Months Intake,Age Group,Intake Condition,Intake Date,Intake Type,Intake Subtype,Reason,Agency Name,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome Reason,Outcome_Agency_Name
A42535564,Dog,Shiba Inu,Terrier,M,Yes,1.0,Baby,Unweaned,8/21/2019 1:08 PM,Owner/Guardian Surrender,For Adoption,Other,,11/8/2019 6:31 PM,11/8/2019 6:31 PM,Adoption,Adoption Center,,
A42563832,Cat,Domestic Shorthair,Mix,F,Yes,,Adult,Injured,8/24/2019 12:28 PM,Stray,ACO / Police Drop Off,,,7/1/2020 7:23 AM,,Euthanasia,Disease - Chronic,,
A42564959,Cat,Domestic Shorthair,Mix,F,No,2.0,Young,Normal,8/24/2019 1:58 PM,Clinic,Microchip,,,8/24/2019 2:00 PM,8/24/2019 2:00 PM,Clinic Out,Microchip,,
A42565192,Cat,Domestic Medium Hair,Mix,F,Yes,2.0,Baby,Normal,8/23/2019 2:16 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,10/18/2019 5:23 PM,10/18/2019 5:23 PM,Adoption,Adoption Center,,
A42565439,Dog,Miniature Pinscher,Mix,M,Yes,22.0,Adult,Normal,8/23/2019 2:43 PM,Stray,Public Drop Off,,,10/26/2019 4:22 PM,10/26/2019 4:22 PM,Adoption,Adoption Center,,
A42565439,Dog,Miniature Pinscher,Mix,M,Yes,25.0,Adult,Normal,12/4/2019 1:53 PM,Return,Beyond Exchange Period,Behavior Problem,,2/27/2020 2:15 PM,2/27/2020 2:15 PM,Adoption,Adoption Center,,
A42565914,Dog,Shih Tzu,Mix,F,No,,Adult,Pregnant,8/22/2019 3:29 PM,Stray,ACO / Police Drop Off,,,8/23/2019 3:30 PM,8/23/2019 3:30 PM,Return to Owner/Guardian,Stray Reclaim,,
A42569523,Dog,Hound,"Retriever, Labrador",M,Yes,24.0,Adult,Normal,8/25/2019 12:22 PM,Owner/Guardian Surrender,For Adoption,Moving,,9/16/2019 1:28 PM,9/16/2019 1:28 PM,Adoption,Adoption Center,,
A42579410,Dog,Pug,,M,Yes,108.0,Senior,Normal,8/26/2019 3:33 PM,Owner/Guardian Surrender,For Adoption,Other,,9/13/2019 6:24 PM,9/13/2019 6:24 PM,Adoption,Adoption Center,,
A42579422,Dog,Pug,"Terrier, Boston",F,Yes,11.0,Young,Normal,8/26/2019 3:33 PM,Owner/Guardian Surrender,For Adoption,Other,,9/20/2019 6:01 PM,9/20/2019 6:01 PM,Adoption,Adoption Center,,
A42601770,Cat,Domestic Shorthair,Mix,U,No,,Adult,Normal,8/28/2019 7:01 PM,Stray,ACO / Police Drop Off,,,8/30/2019 4:55 PM,8/30/2019 4:55 PM,Return to Owner/Guardian,Stray Reclaim,,
A42649924,Cat,Domestic Shorthair,Mix,F,Yes,11.0,Adult,Normal,9/4/2019 2:00 PM,Stray,ACO / Police Drop Off,,,9/15/2020 2:53 PM,9/15/2020 2:53 PM,Adoption,Adoption Center,,
A42672544,Cat,Domestic Shorthair,Mix,M,Yes,2.0,Baby,Normal,9/6/2019 5:49 PM,Stray,Public Drop Off,,,10/16/2019 1:24 PM,10/16/2019 1:24 PM,Adoption,Adoption Center,,
A42672551,Cat,Domestic Medium Hair,Mix,M,Yes,2.0,Baby,Normal,9/6/2019 5:49 PM,Stray,Public Drop Off,,,1/17/2020 1:15 PM,1/17/2020 1:15 PM,Adoption,Adoption Center,,
A42672560,Cat,Domestic Medium Hair,Mix,M,Yes,2.0,Baby,Normal,9/6/2019 5:49 PM,Stray,Public Drop Off,,,1/17/2020 1:15 PM,1/17/2020 1:15 PM,Adoption,Adoption Center,,
A42672568,Cat,Domestic Medium Hair,Mix,F,Yes,2.0,Baby,Normal,9/6/2019 5:49 PM,Stray,Public Drop Off,,,12/28/2019 2:10 PM,12/28/2019 2:10 PM,Adoption,Adoption Center,,
A42674417,Dog,"Terrier, American Staffordshire",Mix,M,Yes,47.0,Adult,Normal,9/7/2019 10:12 AM,Stray,ACO / Police Drop Off,,,10/21/2019 10:37 AM,,Euthanasia,Temperment,,
A42677190,Cat,Domestic Shorthair,Mix,F,Yes,118.0,Senior,Normal,9/7/2019 2:15 PM,Owner/Guardian Surrender,Euthanasia Owner Request,Death of Owner,,2/12/2020 2:00 PM,2/12/2020 2:00 PM,Adoption,Adoption Center,,
A42677203,Cat,Domestic Medium Hair,Mix,M,Yes,190.0,Senior,Normal,9/7/2019 2:15 PM,Owner/Guardian Surrender,Euthanasia Owner Request,Death of Owner,,12/4/2019 3:11 PM,12/4/2019 3:11 PM,Adoption,Adoption Center,,
A42680258,Cat,Domestic Shorthair,Mix,M,Yes,23.0,Adult,Normal,9/8/2019 10:50 AM,Stray,ACO / Police Drop Off,,,9/18/2019 3:58 PM,9/18/2019 3:58 PM,Transfer Out,To Specific Rescue,For Adoption,"Feline Canine Friends, Inc."
A42718330,Cat,Domestic Shorthair,Mix,M,Yes,2.0,Young,Normal,9/12/2019 1:40 PM,Stray,ACO / Police Drop Off,,,12/18/2019 5:25 PM,12/18/2019 5:25 PM,Adoption,Adoption Center,,
A42724071,Cat,Domestic Shorthair,Mix,F,Yes,8.0,Young,Normal,9/13/2019 9:49 AM,Clinic,Spay,,,9/13/2019 9:51 AM,9/13/2019 9:51 AM,Clinic Out,Other,,
A42724211,Dog,"Poodle, Standard",Saint Bernard,F,Yes,10.0,Young,Normal,9/13/2019 10:02 AM,Clinic,Spay,,,9/13/2019 10:03 AM,9/13/2019 10:03 AM,Clinic Out,Other,,
A42724211,Dog,"Poodle, Standard",Saint Bernard,F,Yes,10.0,Young,Normal,9/15/2019 11:58 AM,Clinic,Microchip,,,9/15/2019 12:03 PM,9/15/2019 12:03 PM,Clinic Out,Microchip,,
A42724276,Dog,Pomeranian,"Terrier, Yorkshire",M,Yes,24.0,Adult,Normal,9/13/2019 10:06 AM,Clinic,Neuter,,,9/13/2019 10:07 AM,9/13/2019 10:07 AM,Clinic Out,Other,,
A42724405,Cat,Domestic Shorthair,Mix,F,Yes,24.0,Adult,Normal,9/13/2019 10:12 AM,Clinic,Spay,,,9/13/2019 10:13 AM,9/13/2019 10:13 AM,Clinic Out,Other,,
A42724498,Dog,"Spaniel, English Springer",Mix,M,Yes,51.0,Adult,Normal,9/13/2019 10:17 AM,Clinic,Neuter,,,9/13/2019 10:18 AM,9/13/2019 10:18 AM,Clinic Out,Other,,
A42724556,Cat,Domestic Shorthair,Mix,M,Yes,24.0,Adult,Normal,9/13/2019 10:20 AM,Clinic,Neuter,,,9/13/2019 10:23 AM,9/13/2019 10:23 AM,Clinic Out,Other,,
A42724643,Cat,Domestic Shorthair,Mix,M,Yes,5.0,Young,Normal,9/13/2019 10:25 AM,Clinic,Neuter,,,9/13/2019 10:27 AM,9/13/2019 10:27 AM,Clinic Out,Other,,
A42724715,Cat,Domestic Shorthair,Mix,M,Yes,5.0,Young,Normal,9/13/2019 10:29 AM,Clinic,Neuter,,,9/13/2019 10:31 AM,9/13/2019 10:31 AM,Clinic Out,Other,,
A42734766,Cat,Domestic Shorthair,Mix,M,No,1.0,Young,Normal,9/14/2019 12:53 PM,Transfer In,For Adoption,Other,Portage County Humane Society,9/19/2019 11:19 AM,9/19/2019 11:19 AM,Transfer Out,To Specific Rescue,For Adoption,Portage County Humane Society
A42734976,Cat,Domestic Shorthair,Mix,M,No,,Adult,Injured,9/14/2019 1:12 PM,Stray,ACO / Police Drop Off,,,9/18/2019 5:29 PM,,Euthanasia,Injury,,
A42769409,Cat,Domestic Shorthair,Mix,F,No,,Senior,Sick,9/18/2019 3:53 PM,Owner/Guardian Surrender,Euthanasia Owner Request,Health Issues of cat,,9/18/2019 6:04 PM,,Euthanasia,Owner Request,,
A42771198,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Baby,Normal,9/18/2019 7:01 PM,Stray,Public Drop Off,,,1/24/2020 5:16 PM,1/24/2020 5:16 PM,Adoption,Adoption Center,,
A42788915,Cat,Domestic Shorthair,Mix,M,Yes,12.0,Adult,Normal,9/20/2019 3:56 PM,Stray,Public Drop Off,,,12/14/2019 1:50 PM,12/14/2019 1:50 PM,Adoption,Adoption Center,,
A42799431,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,M,Yes,15.0,Adult,Normal,9/21/2019 2:04 PM,Transfer In,For Adoption,Ready for Adoption,Bichon and Little Buddies Rescue,2/5/2020 2:55 PM,2/5/2020 2:55 PM,Adoption,Adoption Center,,
A42833351,Cat,Domestic Shorthair,Mix,M,Yes,,Adult,Normal,9/26/2019 11:46 AM,Stray,ACO / Police Drop Off,,,9/26/2019 12:06 PM,9/26/2019 12:06 PM,Return to Owner/Guardian,Stray Reclaim,,
A42847738,Cat,Domestic Longhair,Mix,M,Yes,3.0,Young,Normal,9/27/2019 5:14 PM,Stray,Public Drop Off,,,10/27/2019 1:13 PM,10/27/2019 1:13 PM,Adoption,Adoption Center,,
A42855841,Cat,Domestic Medium Hair,Mix,M,Yes,1.0,Young,Normal,9/29/2019 12:42 PM,Stray,Public Drop Off,,,12/14/2019 4:39 PM,12/14/2019 4:39 PM,Adoption,Adoption Center,,
A42855850,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,9/29/2019 12:42 PM,Stray,Public Drop Off,,,12/14/2019 4:39 PM,12/14/2019 4:39 PM,Adoption,Adoption Center,,
A42862234,Dog,Siberian Husky,Mix,M,No,,Adult,Normal,9/30/2019 1:10 PM,Stray,ACO / Police Drop Off,,,10/2/2019 6:32 PM,10/2/2019 6:32 PM,Return to Owner/Guardian,Stray Reclaim,,
A42891991,Cat,Domestic Shorthair,Mix,M,No,1.0,Young,Normal,10/3/2019 12:51 PM,Stray,Public Drop Off,,,10/28/2019 12:28 PM,,Euthanasia,Disease - Other Fatal,,
A42905524,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Baby,Normal,10/4/2019 5:36 PM,Stray,Public Drop Off,,,1/10/2020 6:22 PM,1/10/2020 6:22 PM,Adoption,Adoption Center,,
A42905865,Dog,"Welsh Corgi, Pembroke",Mix,F,No,,Young,Normal,10/4/2019 6:18 PM,Stray,Public Drop Off,,,10/7/2019 1:23 PM,10/7/2019 1:23 PM,Return to Owner/Guardian,Stray Reclaim,,
A42905879,Dog,"Retriever, Labrador",Mix,F,No,,Young,Normal,10/4/2019 6:18 PM,Stray,Public Drop Off,,,10/7/2019 1:23 PM,10/7/2019 1:23 PM,Return to Owner/Guardian,Stray Reclaim,,
A42914464,Dog,German Shepherd,Mix,F,Yes,1.0,Baby,Normal,10/5/2019 11:42 AM,Owner/Guardian Surrender,For Adoption,Other,,10/27/2019 12:47 PM,10/27/2019 12:47 PM,Adoption,Adoption Center,,
A42914472,Dog,German Shepherd,Mix,F,Yes,1.0,Baby,Normal,10/5/2019 11:42 AM,Owner/Guardian Surrender,For Adoption,Other,,11/1/2019 5:57 PM,11/1/2019 5:57 PM,Adoption,Adoption Center,,
A42914474,Dog,German Shepherd,Mix,M,Yes,1.0,Baby,Normal,10/5/2019 11:42 AM,Owner/Guardian Surrender,For Adoption,Other,,11/8/2019 2:48 PM,11/8/2019 2:48 PM,Adoption,Adoption Center,,
A42914516,Dog,German Shepherd,Mix,M,Yes,1.0,Baby,Normal,10/5/2019 11:42 AM,Owner/Guardian Surrender,For Adoption,Other,,10/26/2019 1:32 PM,10/26/2019 1:32 PM,Adoption,Adoption Center,,
A42914524,Dog,German Shepherd,Mix,M,Yes,1.0,Baby,Normal,10/5/2019 11:42 AM,Owner/Guardian Surrender,For Adoption,Other,,11/9/2019 1:42 PM,11/9/2019 1:42 PM,Adoption,Adoption Center,,
A42914538,Dog,American Blue Heeler,Mix,F,Yes,1.0,Baby,Normal,10/5/2019 11:22 AM,Owner/Guardian Surrender,For Adoption,Other,,1/11/2020 12:31 PM,1/11/2020 12:31 PM,Adoption,Adoption Center,,
A42914545,Dog,American Blue Heeler,Mix,F,Yes,1.0,Baby,Normal,10/5/2019 11:22 AM,Owner/Guardian Surrender,For Adoption,Other,,1/2/2020 10:54 AM,1/2/2020 10:54 AM,Adoption,Adoption Center,,
A42914553,Dog,American Blue Heeler,Mix,F,Yes,1.0,Baby,Normal,10/5/2019 11:22 AM,Owner/Guardian Surrender,For Adoption,Other,,11/13/2019 4:01 PM,11/13/2019 4:01 PM,Adoption,Adoption Center,,
A42914556,Dog,American Blue Heeler,Mix,F,Yes,1.0,Baby,Normal,10/5/2019 11:22 AM,Owner/Guardian Surrender,For Adoption,Other,,11/20/2019 5:15 PM,11/20/2019 5:15 PM,Adoption,Adoption Center,,
A42914560,Dog,American Blue Heeler,Mix,M,Yes,1.0,Baby,Normal,10/5/2019 11:22 AM,Owner/Guardian Surrender,For Adoption,Other,,1/10/2020 5:15 PM,1/10/2020 5:15 PM,Adoption,Adoption Center,,
A42914569,Dog,American Blue Heeler,Mix,M,Yes,1.0,Baby,Normal,10/5/2019 11:22 AM,Owner/Guardian Surrender,For Adoption,Other,,11/6/2019 4:22 PM,11/6/2019 4:22 PM,Adoption,Adoption Center,,
A42914648,Dog,German Shepherd,Mix,M,Yes,1.0,Baby,Normal,10/5/2019 11:42 AM,Owner/Guardian Surrender,For Adoption,Other,,11/15/2019 11:56 AM,11/15/2019 11:56 AM,Adoption,Adoption Center,,
A42915883,Dog,"Dachshund, Miniature Long Haired",Mix,F,Yes,27.0,Adult,Normal,10/6/2019 2:58 PM,Owner/Guardian Surrender,For Adoption,Other,,11/3/2019 12:58 PM,11/3/2019 12:58 PM,Adoption,Adoption Center,,
A42915883,Dog,"Dachshund, Miniature Long Haired",Mix,F,Yes,28.0,Adult,Normal,11/4/2019 1:28 PM,Return,Within Exchange Period,Aggression/Bite,,11/27/2019 7:03 PM,11/27/2019 7:03 PM,Transfer Out,For Adoption,For Adoption,Bichon and Little Buddies Rescue
A42915889,Dog,Beagle,,F,Yes,62.0,Adult,Normal,10/6/2019 2:58 PM,Owner/Guardian Surrender,For Adoption,Other,,11/9/2019 3:34 PM,11/9/2019 3:34 PM,Adoption,Adoption Center,,
A42915900,Dog,Beagle,,F,Yes,62.0,Adult,Normal,10/6/2019 2:58 PM,Owner/Guardian Surrender,For Adoption,Other,,11/9/2019 3:34 PM,11/9/2019 3:34 PM,Adoption,Adoption Center,,
A42915904,Dog,Beagle,,M,Yes,63.0,Adult,Normal,10/6/2019 2:58 PM,Owner/Guardian Surrender,For Adoption,Other,,11/23/2019 12:16 PM,11/23/2019 12:16 PM,Adoption,Adoption Center,,
A42915904,Dog,Beagle,,M,Yes,65.0,Adult,Normal,11/29/2019 3:37 PM,Return,Within Exchange Period,Other,,2/22/2020 3:49 PM,2/22/2020 3:49 PM,Adoption,Adoption Center,,
A42921954,Rabbit,Lop,Bunny Rabbit,F,Yes,9.0,Young,Normal,10/7/2019 1:32 PM,Owner/Guardian Surrender,For Adoption,Landlord Objection,,8/10/2020 6:09 PM,8/10/2020 6:09 PM,Adoption,Adoption Center,,
A42981258,Cat,Siamese,Mix,F,Yes,240.0,Senior,Sick,10/14/2019 2:08 PM,Owner/Guardian Surrender,Euthanasia Owner Request,Health Issues of cat,,10/14/2019 4:20 PM,,Euthanasia,Owner Request,,
A42999752,Cat,Domestic Medium Hair,Mix,U,No,5.0,Young,Normal,10/15/2019 9:09 PM,Stray,ACO / Police Drop Off,,,3/15/2020 4:14 PM,,Euthanasia,Temperment,,
A43003855,Cat,Domestic Shorthair,Mix,F,Yes,3.0,Young,Normal,10/16/2019 5:41 PM,Stray,ACO / Police Drop Off,,,10/27/2019 11:12 AM,10/27/2019 11:12 AM,Adoption,Adoption Center,,
A43022280,Cat,Domestic Shorthair,Mix,M,Yes,4.0,Young,Normal,10/18/2019 7:03 PM,Owner/Guardian Surrender,For Adoption,Landlord Objection,,11/15/2019 3:25 PM,11/15/2019 3:25 PM,Adoption,Adoption Center,,
A41073691,Dog,"Terrier, Pit Bull",Saint Bernard,M,No,,Young,Normal,6/7/2019 6:50 PM,Stray,Public Drop Off,,,6/7/2019 6:54 PM,6/7/2019 6:54 PM,Return to Owner/Guardian,Stray Reclaim,,
A41126197,Cat,Domestic Shorthair,Mix,U,No,,Adult,Normal,3/21/2019 3:11 PM,Stray,Public Drop Off,,,4/1/2019 3:21 PM,,Euthanasia,Disease - FeLV+,,
A41131257,Cat,Domestic Shorthair,Mix,M,Yes,8.0,Young,Normal,3/22/2019 11:35 AM,Clinic,Neuter,,,3/22/2019 11:36 AM,3/22/2019 11:36 AM,Clinic Out,Other,,
A41131419,Cat,Domestic Shorthair,Mix,M,Yes,,Young,Normal,3/22/2019 11:47 AM,Clinic,Neuter,,,3/22/2019 11:49 AM,3/22/2019 11:49 AM,Clinic Out,Other,,
A41131476,Cat,Domestic Medium Hair,Mix,M,Yes,11.0,Young,Normal,3/22/2019 11:52 AM,Clinic,Neuter,,,3/22/2019 11:53 AM,3/22/2019 11:53 AM,Clinic Out,Other,,
A41131596,Cat,Domestic Shorthair,Mix,M,Yes,,Adult,Normal,3/22/2019 12:02 PM,Clinic,Neuter,,,3/22/2019 12:04 PM,3/22/2019 12:04 PM,Clinic Out,Other,,
A41131601,Cat,Domestic Shorthair,Mix,F,Yes,,Adult,Normal,3/22/2019 12:02 PM,Clinic,Neuter,,,3/22/2019 12:05 PM,3/22/2019 12:05 PM,Clinic Out,Other,,
A41131791,Cat,Siamese,Mix,F,Yes,,Young,Normal,3/22/2019 12:17 PM,Clinic,Spay,,,3/22/2019 12:20 PM,3/22/2019 12:20 PM,Clinic Out,Other,,
A41131930,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Normal,3/22/2019 12:24 PM,Clinic,Spay,,,3/22/2019 12:27 PM,3/22/2019 12:27 PM,Clinic Out,Other,,
A41132023,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Normal,3/22/2019 12:30 PM,Clinic,Spay,,,3/22/2019 12:32 PM,3/22/2019 12:32 PM,Clinic Out,Other,,
A41132038,Cat,Domestic Shorthair,Mix,F,Yes,,Young,Normal,3/22/2019 12:30 PM,Clinic,Spay,,,3/22/2019 12:34 PM,3/22/2019 12:34 PM,Clinic Out,Other,,
A41132122,Cat,Domestic Shorthair,Mix,F,Yes,12.0,Adult,Normal,3/22/2019 12:36 PM,Clinic,Spay,,,3/22/2019 12:37 PM,3/22/2019 12:37 PM,Clinic Out,Other,,
A41143578,Dog,"Chihuahua, Short Coat",Mix,M,Yes,36.0,Adult,Normal,3/24/2019 12:50 PM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,4/20/2019 12:05 PM,4/20/2019 12:05 PM,Adoption,Adoption Center,,
A41144151,Dog,Australian Shepherd,Border Collie,M,Yes,2.0,Baby,Normal,3/24/2019 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,6/28/2019 8:08 AM,6/28/2019 8:08 AM,Adoption,Adoption Center,,
A41144169,Dog,Australian Shepherd,Border Collie,M,Yes,2.0,Baby,Normal,3/24/2019 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,4/20/2019 1:57 PM,4/20/2019 1:57 PM,Adoption,Adoption Center,,
A41144186,Dog,Australian Shepherd,Border Collie,M,Yes,2.0,Baby,Normal,3/24/2019 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,6/6/2019 2:28 PM,6/6/2019 2:28 PM,Adoption,Adoption Center,,
A41144192,Dog,Australian Shepherd,Border Collie,M,Yes,2.0,Baby,Normal,3/24/2019 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,6/12/2019 1:25 PM,6/12/2019 1:25 PM,Adoption,Adoption Center,,
A41144198,Dog,Australian Shepherd,Border Collie,F,Yes,2.0,Baby,Normal,3/24/2019 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,6/10/2019 11:23 AM,6/10/2019 11:23 AM,Adoption,Adoption Center,,
A41144201,Dog,Australian Shepherd,Border Collie,F,Yes,2.0,Baby,Normal,3/24/2019 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,6/8/2019 2:45 PM,6/8/2019 2:45 PM,Adoption,Adoption Center,,
A41144210,Dog,Australian Shepherd,Border Collie,F,Yes,2.0,Baby,Normal,3/24/2019 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,4/19/2019 4:40 PM,4/19/2019 4:40 PM,Adoption,Adoption Center,,
A41144217,Dog,Australian Shepherd,Border Collie,F,Yes,2.0,Baby,Normal,3/24/2019 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,6/2/2019 12:57 PM,6/2/2019 12:57 PM,Adoption,Adoption Center,,
A41144226,Dog,Australian Shepherd,Border Collie,F,Yes,2.0,Baby,Normal,3/24/2019 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,8/3/2019 12:31 PM,8/3/2019 12:31 PM,Adoption,Adoption Center,,
A41144236,Dog,Australian Shepherd,Border Collie,F,Yes,2.0,Baby,Normal,3/24/2019 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,4/13/2019 2:48 PM,4/13/2019 2:48 PM,Adoption,Adoption Center,,
A41144252,Dog,Australian Shepherd,Border Collie,F,Yes,2.0,Baby,Normal,3/24/2019 2:18 PM,Owner/Guardian Surrender,For Adoption,Other,,6/3/2019 2:56 PM,6/3/2019 2:56 PM,Adoption,Adoption Center,,
A41155275,Cat,Domestic Shorthair,Mix,F,Yes,10.0,Young,Normal,3/26/2019 9:03 AM,Stray,ACO / Police Drop Off,,,8/4/2019 11:32 AM,8/4/2019 11:32 AM,Adoption,Adoption Center,,
A41157261,Dog,"Coonhound, Redbone","Cur, Mountain",M,Yes,10.0,Young,Normal,3/23/2019 11:19 AM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,6/22/2019 3:55 PM,6/22/2019 3:55 PM,Adoption,Adoption Center,,
A41157261,Dog,"Coonhound, Redbone","Cur, Mountain",M,Yes,15.0,Young,Normal,8/17/2019 12:52 PM,Owner/Guardian Surrender,Returned Adoption,Other,,8/17/2019 12:56 PM,8/17/2019 12:56 PM,Adoption,Adoption Center,,
A41170125,Dog,Beagle,Mix,F,Yes,,Adult,Normal,3/27/2019 3:07 PM,Stray,ACO / Police Drop Off,,,3/27/2019 3:14 PM,3/27/2019 3:14 PM,Return to Owner/Guardian,Stray Reclaim,,
A41172071,Cat,Domestic Shorthair,Mix,F,Yes,10.0,Adult,Normal,3/27/2019 6:15 PM,Stray,ACO / Police Drop Off,,,6/12/2019 3:07 PM,6/12/2019 3:07 PM,Adoption,Adoption Center,,
A41172075,Cat,Domestic Shorthair,Mix,F,Yes,59.0,Adult,Normal,3/27/2019 6:15 PM,Stray,ACO / Police Drop Off,,,5/6/2020 6:18 PM,5/6/2020 6:18 PM,Adoption,Adoption Center,,
A41177319,Guinea Pig,American (short hair),Other,M,No,5.0,Young,Normal,3/28/2019 1:13 PM,Owner/Guardian Surrender,For Adoption,Can't get along,,4/6/2019 1:10 PM,4/6/2019 1:10 PM,Adoption,Adoption Center,,
A41188133,Cat,Domestic Shorthair,Mix,M,Yes,10.0,Young,Normal,3/29/2019 4:15 PM,Stray,Public Drop Off,,,6/24/2019 1:00 PM,6/24/2019 1:00 PM,Adoption,Adoption Center,,
A41197538,Cat,Domestic Shorthair,Mix,F,Yes,95.0,Adult,Normal,3/29/2019 3:42 PM,Owner/Guardian Surrender,For Adoption,Death of Owner,,2/26/2020 6:05 PM,2/26/2020 6:05 PM,Adoption,Adoption Center,,
A41224367,Cat,Domestic Shorthair,Mix,F,Yes,11.0,Young,Normal,4/3/2019 6:57 PM,Stray,Public Drop Off,,,11/1/2019 3:36 PM,11/1/2019 3:36 PM,Adoption,Adoption Center,,
A41229706,Cat,Domestic Shorthair,Mix,F,Yes,24.0,Adult,Normal,4/4/2019 1:27 PM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,5/28/2020 5:40 PM,5/28/2020 5:40 PM,Adoption,Adoption Center,,
A41229718,Cat,Domestic Longhair,Mix,M,Yes,180.0,Senior,Normal,4/4/2019 1:27 PM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,5/18/2019 1:56 PM,5/18/2019 1:56 PM,Adoption,Adoption Center,,
A41229725,Cat,Domestic Shorthair,Mix,F,Yes,36.0,Adult,Normal,4/4/2019 1:27 PM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,4/20/2019 1:18 PM,4/20/2019 1:18 PM,Adoption,Adoption Center,,
A41276028,Cat,Domestic Shorthair,Mix,U,No,,Adult,Normal,4/10/2019 3:03 PM,Stray,ACO / Police Drop Off,,,5/24/2019 1:56 PM,,Euthanasia,Temperment,,
A41294754,Cat,Domestic Shorthair,Mix,M,Yes,22.0,Adult,Normal,4/12/2019 3:26 PM,Stray,Public Drop Off,,,4/26/2020 3:14 PM,4/26/2020 3:14 PM,Adoption,Other Offsite,,
A41294763,Cat,Domestic Shorthair,Mix,F,Yes,22.0,Adult,Normal,4/12/2019 3:26 PM,Stray,Public Drop Off,,,4/26/2020 3:14 PM,4/26/2020 3:14 PM,Adoption,Other Offsite,,
A41330577,Cat,Domestic Shorthair,Mix,M,Yes,34.0,Young,Normal,4/1/2019 2:48 PM,Stray,Public Drop Off,,,5/28/2020 5:40 PM,5/28/2020 5:40 PM,Adoption,Adoption Center,,
A41339947,Cat,Domestic Shorthair,Mix,F,Yes,22.0,Adult,Normal,4/17/2019 3:02 PM,Stray,ACO / Police Drop Off,,,10/23/2019 5:47 PM,10/23/2019 5:47 PM,Adoption,Adoption Center,,
A41354568,Cat,Domestic Shorthair,Mix,M,Yes,0.0,Baby,Unweaned,4/20/2019 3:32 PM,Stray,Born in Care,,,7/1/2019 2:21 PM,7/1/2019 2:21 PM,Adoption,Adoption Center,,
A41354585,Cat,Domestic Shorthair,Mix,F,Yes,0.0,Baby,Unweaned,4/20/2019 3:32 PM,Stray,Born in Care,,,7/10/2019 6:38 PM,7/10/2019 6:38 PM,Adoption,Adoption Center,,
A41354593,Cat,Domestic Shorthair,Mix,F,Yes,0.0,Baby,Unweaned,4/20/2019 3:32 PM,Stray,Born in Care,,,7/1/2019 2:21 PM,7/1/2019 2:21 PM,Adoption,Adoption Center,,
A41354597,Cat,Domestic Shorthair,Mix,F,Yes,0.0,Baby,Unweaned,4/20/2019 3:32 PM,Stray,Born in Care,,,6/24/2020 3:39 PM,6/24/2020 3:39 PM,Adoption,Adoption Center,,
A41354604,Cat,Domestic Shorthair,Mix,M,Yes,0.0,Baby,Unweaned,4/20/2019 3:32 PM,Stray,Born in Care,,,6/24/2020 3:39 PM,6/24/2020 3:39 PM,Adoption,Adoption Center,,
A41385129,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,M,Yes,23.0,Young,Normal,4/24/2019 6:23 PM,Stray,Public Drop Off,,,5/31/2019 2:46 PM,5/31/2019 2:46 PM,Adoption,Adoption Center,,
A41387992,Cat,Domestic Shorthair,Mix,F,No,,Young,Normal,4/24/2019 10:31 AM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,5/7/2019 12:05 PM,5/7/2019 12:05 PM,Transfer Out,To Specific Rescue,For Adoption,Orphan Animal Rescue - OARS
A41388001,Cat,Domestic Shorthair,Mix,F,No,,Young,Normal,4/24/2019 10:31 AM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,5/7/2019 12:05 PM,5/7/2019 12:05 PM,Transfer Out,To Specific Rescue,For Adoption,Orphan Animal Rescue - OARS
A41388013,Cat,Domestic Shorthair,Mix,F,Yes,8.0,Young,Normal,4/24/2019 10:31 AM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,10/5/2019 2:35 PM,10/5/2019 2:35 PM,Adoption,Adoption Center,,
