Species,Primary Breed,Secondary Breed,Gender,Altered,Age in Months Intake,Age Group,Intake Condition,Intake Date,Intake Type,Intake Subtype,Reason,Agency Name,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome Reason,Outcome_Agency_Name
0,Domestic Shorthair,Mix,0,1,24.0,Adult,Normal,5/4/2018 4:44 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,8/8/2018 2:02 PM,8/8/2018 2:02 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,0,24.0,Adult,Normal,5/5/2018 5:32 PM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,5/22/2018 2:21 PM,,Euthanasia,Temperment,,
1,American Blue Heeler,Mix,1,1,1.0,Baby,Injured,5/5/2018 6:06 PM,Owner/Guardian Surrender,For Adoption,Other,,6/8/2018 1:28 PM,6/8/2018 1:28 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,1,1,1.0,Baby,Normal,5/5/2018 6:17 PM,Owner/Guardian Surrender,For Adoption,Other,,6/4/2018 12:47 PM,6/4/2018 12:47 PM,Adoption,Adoption Center,,
1,Basset Hound,Mix,1,0,,Adult,Normal,5/12/2018 5:47 PM,Stray,ACO / Police Drop Off,,,5/14/2018 1:15 PM,5/14/2018 1:15 PM,Return to Owner/Guardian,Stray Reclaim,,
1,Basset Hound,Mix,1,0,,Adult,Normal,11/21/2018 1:06 PM,Stray,ACO / Police Drop Off,,,11/24/2018 1:25 PM,11/24/2018 1:25 PM,Return to Owner/Guardian,Stray Reclaim,,
0,Domestic Shorthair,Mix,1,1,0.0,Baby,Unweaned,5/13/2018 1:55 PM,Stray,Born in Care,,,7/29/2018 1:45 PM,7/29/2018 1:45 PM,Transfer Out,For Adoption,For Adoption,Orphan Animal Rescue - OARS
0,Domestic Shorthair,Mix,0,1,0.0,Baby,Unweaned,5/13/2018 1:55 PM,Stray,Born in Care,,,7/29/2018 1:45 PM,7/29/2018 1:45 PM,Transfer Out,For Adoption,For Adoption,Orphan Animal Rescue - OARS
0,Domestic Shorthair,Mix,0,1,0.0,Baby,Unweaned,5/13/2018 1:55 PM,Stray,Born in Care,,,7/29/2018 1:45 PM,7/29/2018 1:45 PM,Transfer Out,For Adoption,For Adoption,Orphan Animal Rescue - OARS
0,Domestic Shorthair,Mix,1,1,0.0,Baby,Unweaned,5/13/2018 1:55 PM,Stray,Born in Care,,,7/29/2018 1:45 PM,7/29/2018 1:45 PM,Transfer Out,For Adoption,For Adoption,Orphan Animal Rescue - OARS
0,Domestic Shorthair,Mix,1,0,0.0,Baby,Unweaned,5/13/2018 1:55 PM,Stray,Born in Care,,,6/20/2018 7:27 PM,,Euthanasia,Congenital Defect,,
0,Domestic Shorthair,Mix,0,1,11.0,Young,Pregnant,5/13/2018 2:04 PM,Stray,Public Drop Off,,,11/3/2018 2:16 PM,11/3/2018 2:16 PM,Adoption,Adoption Center,,
1,"Terrier, Jack Russell",Pug,1,1,36.0,Adult,Normal,5/13/2018 2:13 PM,Owner/Guardian Surrender,For Adoption,Other,,6/8/2018 4:12 PM,6/8/2018 4:12 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,1,1,36.0,Adult,Fearful,5/13/2018 2:13 PM,Owner/Guardian Surrender,For Adoption,Other,,6/13/2018 6:40 PM,6/13/2018 6:40 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,7.0,Adult,Normal,5/14/2018 11:40 AM,Stray,Public Drop Off,,,8/20/2018 12:08 PM,8/20/2018 12:08 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,11.0,Adult,Normal,9/10/2018 1:01 PM,Return,Within Exchange Period,Child's Pet/Don't want,,9/27/2020 3:32 PM,9/27/2020 3:32 PM,Adoption,Adoption Center,,
0,Domestic Longhair,Mix,0,1,36.0,Adult,Normal,5/15/2018 11:43 AM,Owner/Guardian Surrender,For Evaluation,Health Issues of cat,,8/27/2018 2:32 PM,8/27/2018 2:32 PM,Transfer Out,For Adoption,For Adoption,"Langlade County Humane Society, Inc."
0,Domestic Shorthair,Mix,1,0,,Young,Normal,5/18/2018 2:02 PM,Stray,ACO / Police Drop Off,,,5/19/2018 1:41 PM,5/19/2018 1:41 PM,Return to Owner/Guardian,Stray Reclaim,,
1,Shih Tzu,Mix,0,0,,Adult,Normal,5/19/2018 1:45 PM,Stray,ACO / Police Drop Off,,,5/21/2018 11:52 AM,5/21/2018 11:52 AM,Return to Owner/Guardian,Stray Reclaim,,
0,Domestic Shorthair,Mix,1,1,9.0,Young,Normal,5/19/2018 2:21 PM,Owner/Guardian Surrender,For Adoption,Birth of Baby (human),,2/9/2019 4:53 PM,2/9/2019 4:53 PM,Adoption,Adoption Center,,
1,Beagle,Mix,0,1,92.0,Adult,Normal,5/21/2018 3:27 PM,Owner/Guardian Surrender,For Adoption,Other,,6/30/2018 12:28 PM,6/30/2018 12:28 PM,Adoption,Adoption Center,,
1,Beagle,Mix,0,1,92.0,Adult,Normal,5/21/2018 3:27 PM,Owner/Guardian Surrender,For Adoption,Other,,7/7/2018 12:44 PM,7/7/2018 12:44 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,6.0,Adult,Normal,5/22/2018 11:42 AM,Stray,ACO / Police Drop Off,,,6/23/2018 3:10 PM,6/23/2018 3:10 PM,Adoption,Adoption Center,,
1,"Welsh Corgi, Cardigan",Mix,1,1,4.0,Young,Normal,5/26/2018 2:03 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,6/29/2018 2:11 PM,6/29/2018 2:11 PM,Adoption,Adoption Center,,
1,"Terrier, Rat","Chihuahua, Short Coat",0,1,24.0,Adult,Normal,5/26/2018 2:03 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,8/28/2018 2:06 PM,8/28/2018 2:06 PM,Adoption,Adoption Center,,
1,"Terrier, Rat","Chihuahua, Short Coat",0,1,1.0,Young,Normal,5/26/2018 2:03 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,7/8/2018 12:25 PM,7/8/2018 12:25 PM,Adoption,Adoption Center,,
1,"Terrier, Rat","Chihuahua, Short Coat",0,1,1.0,Young,Normal,5/26/2018 2:03 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,7/13/2018 6:12 PM,7/13/2018 6:12 PM,Adoption,Adoption Center,,
1,"Terrier, Rat","Chihuahua, Short Coat",1,1,1.0,Young,Normal,5/26/2018 2:03 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,7/8/2018 11:13 AM,7/8/2018 11:13 AM,Adoption,Adoption Center,,
0,Domestic Medium Hair,Mix,1,1,1.0,Baby,Normal,5/29/2018 10:59 AM,Owner/Guardian Surrender,For Adoption,Other,,11/28/2018 6:53 PM,11/28/2018 6:53 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,72.0,Adult,Normal,5/30/2018 5:18 PM,Owner/Guardian Surrender,For Adoption,Moving,,3/4/2019 1:01 PM,3/4/2019 1:01 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,24.0,Adult,Normal,5/30/2018 5:18 PM,Owner/Guardian Surrender,For Adoption,Moving,,3/2/2019 1:35 PM,3/2/2019 1:35 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,1.0,Baby,Normal,5/31/2018 2:39 PM,Stray,Public Drop Off,,,9/13/2019 11:41 AM,9/13/2019 11:41 AM,Adoption,Adoption Center,,
1,Miniature Pinscher,Mix,1,1,24.0,Young,Sick,6/2/2018 5:48 PM,Owner/Guardian Surrender,Euthanasia Owner Request,Health Issues of Dog,,6/3/2018 1:03 PM,,Euthanasia,Disease - Chronic,,
0,Domestic Shorthair,Mix,1,1,0.0,Baby,Normal,6/3/2018 2:40 PM,Owner/Guardian Surrender,Born in Care,Too Many Pets,,8/27/2018 2:32 PM,8/27/2018 2:32 PM,Transfer Out,For Adoption,For Adoption,"Langlade County Humane Society, Inc."
0,Domestic Shorthair,Mix,1,1,0.0,Baby,Normal,6/3/2018 2:40 PM,Owner/Guardian Surrender,Born in Care,Too Many Pets,,8/27/2018 2:32 PM,8/27/2018 2:32 PM,Transfer Out,For Adoption,For Adoption,"Langlade County Humane Society, Inc."
0,Domestic Shorthair,Manx,0,1,11.0,Young,Normal,6/6/2018 5:54 PM,Stray,ACO / Police Drop Off,,,10/31/2018 2:40 PM,10/31/2018 2:40 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,24.0,Adult,Normal,6/6/2018 6:16 PM,Owner/Guardian Surrender,For Adoption,Landlord Objection,,8/27/2018 2:32 PM,8/27/2018 2:32 PM,Transfer Out,For Adoption,For Adoption,"Langlade County Humane Society, Inc."
0,Domestic Shorthair,Mix,0,1,23.0,Young,Normal,6/7/2018 12:52 PM,Stray,Public Drop Off,,,8/27/2018 2:32 PM,8/27/2018 2:32 PM,Transfer Out,For Adoption,For Adoption,"Langlade County Humane Society, Inc."
0,Domestic Shorthair,Mix,0,0,,Adult,Aggressive,6/7/2018 4:48 PM,Stray,ACO / Police Drop Off,,,6/22/2018 4:51 PM,,Euthanasia,Behavior,,
0,Domestic Shorthair,Mix,0,1,1.0,Young,Normal,6/8/2018 8:25 AM,Stray,ACO / Police Drop Off,,,7/27/2018 3:16 PM,7/27/2018 3:16 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,1.0,Young,Normal,6/8/2018 8:25 AM,Stray,ACO / Police Drop Off,,,12/8/2018 3:42 PM,12/8/2018 3:42 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,1.0,Young,Normal,6/9/2018 7:49 AM,Stray,ACO / Police Drop Off,,,7/20/2018 6:46 PM,7/20/2018 6:46 PM,Adoption,Adoption Center,,
1,Pug,"Terrier, Rat",0,1,1.0,Baby,Normal,6/10/2018 2:21 PM,Owner/Guardian Surrender,For Adoption,Other,,7/20/2018 2:10 PM,7/20/2018 2:10 PM,Adoption,Adoption Center,,
1,Pug,"Terrier, Rat",1,1,1.0,Baby,Normal,6/10/2018 2:21 PM,Owner/Guardian Surrender,For Adoption,Other,,8/15/2018 6:46 PM,8/15/2018 6:46 PM,Adoption,Adoption Center,,
1,Pug,"Terrier, Rat",1,1,1.0,Baby,Normal,6/10/2018 2:21 PM,Owner/Guardian Surrender,For Adoption,Other,,7/28/2018 1:14 PM,7/28/2018 1:14 PM,Adoption,Adoption Center,,
1,Pug,"Terrier, Rat",1,1,1.0,Baby,Normal,6/10/2018 2:21 PM,Owner/Guardian Surrender,For Adoption,Other,,8/9/2018 1:57 PM,8/9/2018 1:57 PM,Adoption,Adoption Center,,
1,Pug,"Terrier, Rat",1,1,3.0,Baby,Normal,8/11/2018 3:57 PM,Return,Within Exchange Period,Other,,8/11/2018 3:59 PM,8/11/2018 3:59 PM,Return to Owner/Guardian,Clinic RTO,,
1,Pug,"Terrier, Rat",1,1,1.0,Baby,Normal,6/10/2018 2:21 PM,Owner/Guardian Surrender,For Adoption,Other,,3/6/2019 4:05 PM,3/6/2019 4:05 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,1.0,Young,Normal,6/11/2018 10:11 AM,Stray,ACO / Police Drop Off,,,3/20/2019 5:59 PM,3/20/2019 5:59 PM,Transfer Out,To Specific Rescue,For Adoption,Orphan Animal Rescue - OARS
0,Domestic Shorthair,Mix,0,1,2.0,Young,Normal,6/12/2018 10:22 AM,Owner/Guardian Surrender,For Adoption,Moving,,8/27/2018 2:32 PM,8/27/2018 2:32 PM,Transfer Out,For Adoption,For Adoption,"Langlade County Humane Society, Inc."
0,Domestic Shorthair,Mix,0,1,2.0,Young,Normal,6/12/2018 10:22 AM,Owner/Guardian Surrender,For Adoption,Moving,,7/29/2018 1:45 PM,7/29/2018 1:45 PM,Transfer Out,For Adoption,For Adoption,Orphan Animal Rescue - OARS
0,Domestic Shorthair,Mix,1,1,2.0,Young,Normal,6/12/2018 10:22 AM,Owner/Guardian Surrender,For Adoption,Moving,,8/18/2018 3:10 PM,8/18/2018 3:10 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,2.0,Young,Normal,6/12/2018 10:22 AM,Owner/Guardian Surrender,For Adoption,Moving,,7/29/2018 1:45 PM,7/29/2018 1:45 PM,Transfer Out,For Adoption,For Adoption,Orphan Animal Rescue - OARS
0,Domestic Shorthair,Mix,1,1,2.0,Young,Normal,6/12/2018 10:22 AM,Owner/Guardian Surrender,For Adoption,Moving,,7/14/2018 12:42 PM,7/14/2018 12:42 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,1.0,Young,Normal,6/13/2018 3:35 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,8/25/2018 3:05 PM,8/25/2018 3:05 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,3.0,Young,Normal,6/14/2018 12:20 PM,Stray,Public Drop Off,,,8/27/2018 2:32 PM,8/27/2018 2:32 PM,Transfer Out,For Adoption,For Adoption,"Langlade County Humane Society, Inc."
0,Domestic Shorthair,Mix,1,1,0.0,Baby,Normal,6/16/2018 12:26 PM,Stray,Born in Care,,,8/24/2018 3:56 PM,8/24/2018 3:56 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,0.0,Baby,Normal,6/16/2018 12:26 PM,Stray,Born in Care,,,8/17/2018 4:48 PM,8/17/2018 4:48 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,0.0,Baby,Normal,6/16/2018 12:26 PM,Stray,Born in Care,,,9/27/2020 3:32 PM,9/27/2020 3:32 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,0.0,Baby,Normal,6/16/2018 12:26 PM,Stray,Born in Care,,,8/5/2018 12:02 PM,8/5/2018 12:02 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,47.0,Adult,Normal,6/17/2018 12:48 PM,Owner/Guardian Surrender,For Adoption,Behavior Problem,,3/2/2019 3:20 PM,3/2/2019 3:20 PM,Adoption,Adoption Center,,
1,"Retriever, Labrador",Mix,1,1,,Adult,Normal,6/18/2018 2:48 PM,Stray,ACO / Police Drop Off,,,6/20/2018 4:38 PM,6/20/2018 4:38 PM,Return to Owner/Guardian,Stray Reclaim,,
0,Domestic Shorthair,Mix,1,1,1.0,Young,Normal,6/19/2018 11:12 AM,Stray,ACO / Police Drop Off,,,8/27/2018 2:32 PM,8/27/2018 2:32 PM,Transfer Out,For Adoption,For Adoption,"Langlade County Humane Society, Inc."
0,Domestic Shorthair,Mix,0,1,35.0,Young,Normal,6/21/2018 12:53 PM,Stray,ACO / Police Drop Off,,,7/14/2018 1:10 PM,7/14/2018 1:10 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,36.0,Young,Normal,7/27/2018 6:15 PM,Return,Within Exchange Period,Other,,2/13/2020 2:35 PM,2/13/2020 2:35 PM,Adoption,Adoption Center,,
1,"Terrier, Boston",American Blue Heeler,1,1,2.0,Baby,Normal,6/23/2018 12:52 PM,Owner/Guardian Surrender,For Adoption,Other,,8/18/2018 3:07 PM,8/18/2018 3:07 PM,Adoption,Adoption Center,,
1,Australian Cattle Dog,Australian Shepherd,1,1,1.0,Baby,Normal,6/23/2018 12:52 PM,Owner/Guardian Surrender,For Adoption,Other,,8/11/2018 3:33 PM,8/11/2018 3:33 PM,Adoption,Adoption Center,,
1,Border Collie,Mix,0,1,12.0,Young,Normal,6/23/2018 12:52 PM,Owner/Guardian Surrender,For Adoption,Other,,7/20/2018 6:13 PM,7/20/2018 6:13 PM,Adoption,Adoption Center,,
1,Border Collie,Mix,0,1,1.0,Baby,Normal,6/23/2018 12:52 PM,Owner/Guardian Surrender,For Adoption,Other,,8/3/2018 6:00 PM,8/3/2018 6:00 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,9/21/2018 1:01 PM,Clinic,Spay,,,9/21/2018 1:02 PM,9/21/2018 1:02 PM,Clinic Out,Other,,
1,"Terrier, Boston",Mix,1,1,,Young,Normal,9/21/2018 1:05 PM,Clinic,Neuter,,,9/21/2018 1:07 PM,9/21/2018 1:07 PM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Young,Normal,9/21/2018 1:19 PM,Clinic,Neuter,,,9/21/2018 1:23 PM,9/21/2018 1:23 PM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Young,Normal,9/21/2018 1:19 PM,Clinic,Neuter,,,9/21/2018 1:24 PM,9/21/2018 1:24 PM,Clinic Out,Other,,
1,"Terrier, Pit Bull",Mix,0,1,,Young,Normal,9/21/2018 1:27 PM,Clinic,Spay,,,9/21/2018 1:28 PM,9/21/2018 1:28 PM,Clinic Out,Other,,
1,Boxer,Mix,1,1,,Young,Normal,9/21/2018 1:31 PM,Clinic,Neuter,,,9/21/2018 1:32 PM,9/21/2018 1:32 PM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,9/21/2018 1:34 PM,Clinic,Spay,,,9/21/2018 1:37 PM,9/21/2018 1:37 PM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,9/21/2018 1:41 PM,Clinic,Spay,,,9/21/2018 1:51 PM,9/21/2018 1:51 PM,Clinic Out,Other,,
1,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,1,1,,Adult,Normal,9/21/2018 1:55 PM,Clinic,Neuter,,,9/21/2018 1:57 PM,9/21/2018 1:57 PM,Clinic Out,Other,,
1,Hound,Mix,0,1,10.0,Adult,Normal,9/21/2018 3:05 PM,Stray,Public Drop Off,,,12/26/2018 4:40 PM,12/26/2018 4:40 PM,Adoption,Adoption Center,,
1,Shih Tzu,"Chihuahua, Short Coat",1,1,1.0,Baby,Normal,9/21/2018 6:42 PM,Owner/Guardian Surrender,For Adoption,Other,,10/19/2018 6:34 PM,10/19/2018 6:34 PM,Adoption,Adoption Center,,
1,Shih Tzu,"Chihuahua, Short Coat",1,1,1.0,Baby,Normal,9/21/2018 6:42 PM,Owner/Guardian Surrender,For Adoption,Other,,8/21/2020 3:50 PM,8/21/2020 3:50 PM,Adoption,Adoption Center,,
1,Shih Tzu,"Chihuahua, Short Coat",0,1,1.0,Baby,Normal,9/21/2018 6:42 PM,Owner/Guardian Surrender,For Adoption,Other,,11/16/2018 12:31 PM,11/16/2018 12:31 PM,Adoption,Adoption Center,,
1,Shih Tzu,"Chihuahua, Short Coat",0,1,1.0,Baby,Normal,9/21/2018 6:42 PM,Owner/Guardian Surrender,For Adoption,Other,,10/18/2018 10:05 AM,10/18/2018 10:05 AM,Transfer Out,For Adoption,For Adoption,K & R Small Animal Sanctuary
1,Shih Tzu,"Chihuahua, Short Coat",0,1,1.0,Baby,Normal,9/21/2018 6:42 PM,Owner/Guardian Surrender,For Adoption,Other,,10/18/2018 10:05 AM,10/18/2018 10:05 AM,Transfer Out,For Adoption,For Adoption,K & R Small Animal Sanctuary
1,Shih Tzu,"Chihuahua, Short Coat",0,1,1.0,Baby,Normal,9/21/2018 6:42 PM,Owner/Guardian Surrender,For Adoption,Other,,10/12/2018 6:24 PM,10/12/2018 6:24 PM,Adoption,Adoption Center,,
1,Shih Tzu,"Chihuahua, Short Coat",0,1,1.0,Baby,Normal,9/21/2018 6:42 PM,Owner/Guardian Surrender,For Adoption,Other,,10/15/2018 11:57 AM,10/15/2018 11:57 AM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,,Adult,Normal,9/22/2018 1:02 PM,Stray,ACO / Police Drop Off,,,10/23/2019 2:04 PM,10/23/2019 2:04 PM,Adoption,Adoption Center,,
1,"Terrier, American Staffordshire",Mix,0,1,,Adult,Normal,9/23/2018 3:38 PM,Stray,ACO / Police Drop Off,,,10/31/2018 6:32 PM,10/31/2018 6:32 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,4.0,Young,Normal,9/26/2018 3:21 PM,Stray,ACO / Police Drop Off,,,11/11/2018 1:11 PM,11/11/2018 1:11 PM,Adoption,Adoption Center,,
1,"Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired",0,1,59.0,Adult,Normal,9/14/2018 3:30 PM,Owner/Guardian Surrender,For Adoption,Landlord Objection,,11/10/2018 12:49 PM,11/10/2018 12:49 PM,Adoption,Adoption Center,,
0,Snowshoe,Mix,1,1,22.0,Adult,Normal,9/28/2018 5:12 PM,Stray,ACO / Police Drop Off,,,3/20/2019 2:18 PM,3/20/2019 2:18 PM,Adoption,Adoption Center,,
1,Shetland Sheepdog,Mix,0,1,3.0,Baby,Normal,9/28/2018 6:40 PM,Owner/Guardian Surrender,For Adoption,Other,,12/5/2018 5:26 PM,12/5/2018 5:26 PM,Adoption,Adoption Center,,
1,Shetland Sheepdog,Mix,1,1,3.0,Baby,Normal,9/28/2018 6:40 PM,Owner/Guardian Surrender,For Adoption,Other,,10/22/2018 2:01 PM,10/22/2018 2:01 PM,Adoption,Adoption Center,,
1,Shetland Sheepdog,Mix,1,1,3.0,Baby,Normal,9/28/2018 6:40 PM,Owner/Guardian Surrender,For Adoption,Other,,11/17/2018 3:29 PM,11/17/2018 3:29 PM,Adoption,Adoption Center,,
1,"Terrier, Boston",Mix,0,1,24.0,Adult,Injured,9/28/2018 6:48 PM,Owner/Guardian Surrender,For Adoption,Other,,1/2/2019 3:32 PM,1/2/2019 3:32 PM,Transfer Out,To Specific Rescue,For Adoption,Wisconsin Boston Terrier Rescue
1,"Terrier, Boston",Mix,1,1,1.0,Baby,Normal,9/28/2018 6:48 PM,Owner/Guardian Surrender,For Adoption,Other,,11/21/2018 2:55 PM,11/21/2018 2:55 PM,Adoption,Adoption Center,,
1,"Terrier, Boston",Mix,1,1,1.0,Baby,Normal,9/28/2018 6:48 PM,Owner/Guardian Surrender,For Adoption,Other,,11/21/2018 2:55 PM,11/21/2018 2:55 PM,Adoption,Adoption Center,,
1,"Terrier, Boston",Mix,1,1,1.0,Baby,Normal,9/28/2018 6:48 PM,Owner/Guardian Surrender,For Adoption,Other,,11/2/2018 7:36 PM,11/2/2018 7:36 PM,Adoption,Adoption Center,,
1,"Terrier, Rat",Mix,0,0,24.0,Adult,Normal,9/29/2018 3:45 PM,Owner/Guardian Surrender,For Adoption,Other,,11/9/2018 4:15 PM,,Died,Unknown,,
1,"Chihuahua, Short Coat",Mix,0,1,24.0,Adult,Normal,9/29/2018 3:45 PM,Owner/Guardian Surrender,For Adoption,Other,,12/7/2018 6:12 PM,12/7/2018 6:12 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,47.0,Adult,Normal,9/30/2018 9:34 AM,Stray,ACO / Police Drop Off,,,1/12/2019 12:07 PM,1/12/2019 12:07 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,5.0,Young,Normal,9/30/2018 11:38 AM,Stray,ACO / Police Drop Off,,,11/11/2018 1:11 PM,11/11/2018 1:11 PM,Adoption,Adoption Center,,
0,Domestic Longhair,Mix,1,1,48.0,Adult,Normal,10/1/2018 1:56 PM,Owner/Guardian Surrender,For Adoption,Elderly/Can't care for,,12/21/2018 3:54 PM,12/21/2018 3:54 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,12.0,Young,Normal,10/5/2018 3:02 PM,Stray,Public Drop Off,,,1/20/2019 12:24 PM,1/20/2019 12:24 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,10.0,Young,Normal,10/5/2018 4:57 PM,Stray,Public Drop Off,,,3/8/2019 1:31 PM,3/8/2019 1:31 PM,Adoption,Adoption Center,,
1,"Dachshund, Standard Smooth Haired","Chihuahua, Short Coat",0,1,121.0,Senior,Sick,10/5/2018 5:45 PM,Transfer In,For Adoption,Other,Portage County Humane Society,3/20/2019 6:44 PM,3/20/2019 6:44 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,1.0,Baby,Sick,10/6/2018 3:21 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,1/12/2019 12:29 PM,1/12/2019 12:29 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Manx,0,1,2.0,Young,Normal,10/10/2018 4:24 PM,Stray,Public Drop Off,,,11/18/2018 10:31 AM,11/18/2018 10:31 AM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,3.0,Young,Normal,10/8/2018 12:16 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,3/8/2019 1:31 PM,3/8/2019 1:31 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,3.0,Young,Normal,10/8/2018 12:16 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,3/20/2019 5:59 PM,3/20/2019 5:59 PM,Transfer Out,To Specific Rescue,For Adoption,Orphan Animal Rescue - OARS
0,Domestic Shorthair,Mix,1,1,4.0,Young,Normal,10/8/2018 12:16 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,3/20/2019 5:59 PM,3/20/2019 5:59 PM,Transfer Out,To Specific Rescue,For Adoption,Orphan Animal Rescue - OARS
0,Domestic Shorthair,Mix,1,1,3.0,Young,Normal,10/8/2018 12:16 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,1/25/2019 4:33 PM,1/25/2019 4:33 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,3.0,Young,Normal,10/8/2018 12:16 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,1/14/2019 12:54 PM,1/14/2019 12:54 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,4.0,Young,Normal,10/8/2018 12:16 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,12/26/2018 5:28 PM,12/26/2018 5:28 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,3.0,Young,Normal,10/13/2018 5:00 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,2/2/2019 1:22 PM,2/2/2019 1:22 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,3.0,Young,Normal,10/13/2018 5:00 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,2/16/2019 12:52 PM,2/16/2019 12:52 PM,Adoption,Adoption Center,,
1,American Blue Heeler,"Retriever, Golden",1,1,24.0,Adult,Normal,10/13/2018 5:10 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,11/10/2018 12:27 PM,11/10/2018 12:27 PM,Adoption,Adoption Center,,
1,American Blue Heeler,"Retriever, Golden",1,1,25.0,Adult,Normal,11/24/2018 12:22 PM,Return,Within Exchange Period,Time - Not Enough,,12/29/2018 2:55 PM,12/29/2018 2:55 PM,Adoption,Adoption Center,,
1,American Blue Heeler,"Retriever, Labrador",0,1,17.0,Adult,Normal,10/13/2018 5:10 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,11/12/2018 12:31 PM,11/12/2018 12:31 PM,Adoption,Adoption Center,,
1,Border Collie,Mix,0,1,1.0,Young,Normal,10/13/2018 5:17 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,11/17/2018 1:50 PM,11/17/2018 1:50 PM,Adoption,Adoption Center,,
1,Border Collie,Mix,0,1,1.0,Young,Normal,10/13/2018 5:17 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,1/16/2019 5:21 PM,1/16/2019 5:21 PM,Adoption,Adoption Center,,
1,Border Collie,Mix,0,1,1.0,Young,Normal,10/13/2018 5:17 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,1/26/2019 3:55 PM,1/26/2019 3:55 PM,Adoption,Adoption Center,,
