Species,Primary Breed,Secondary Breed,Gender,Altered,Age in Months Intake,Age Group,Intake Condition,Intake Date,Intake Type,Intake Subtype,Reason,Agency Name,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome Reason,Outcome_Agency_Name
1,"Coonhound, Treeing Walker",Border Collie,0,1,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,1/7/2019 10:59 AM,1/7/2019 10:59 AM,Adoption,Adoption Center,,
1,"Coonhound, Treeing Walker",Border Collie,1,1,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,12/10/2018 10:30 AM,12/10/2018 10:30 AM,Adoption,Adoption Center,,
1,"Coonhound, Treeing Walker",Border Collie,1,1,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,11/11/2018 1:25 PM,11/11/2018 1:25 PM,Adoption,Adoption Center,,
1,"Coonhound, Treeing Walker",Border Collie,1,1,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,10/17/2018 4:37 PM,10/17/2018 4:37 PM,Adoption,Adoption Center,,
1,"Coonhound, Treeing Walker",Border Collie,1,1,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,10/12/2018 5:12 PM,10/12/2018 5:12 PM,Adoption,Adoption Center,,
1,"Coonhound, Treeing Walker",Border Collie,1,1,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,11/17/2018 1:14 PM,11/17/2018 1:14 PM,Adoption,Adoption Center,,
1,"Coonhound, Treeing Walker",Border Collie,1,1,1.0,Baby,Normal,9/14/2018 4:24 PM,Owner/Guardian Surrender,For Adoption,Other,,12/1/2018 2:20 PM,12/1/2018 2:20 PM,Adoption,Adoption Center,,
0,Domestic Medium Hair,Mix,2,0,,Young,Fearful,9/15/2018 2:10 PM,Stray,ACO / Police Drop Off,,,11/9/2018 6:17 PM,,Euthanasia,Congenital Defect,,
1,Border Collie,Australian Shepherd,0,1,23.0,Adult,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,10/8/2018 12:22 PM,10/8/2018 12:22 PM,Adoption,Adoption Center,,
1,Border Collie,Australian Shepherd,0,0,1.0,Baby,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,10/18/2018 11:14 AM,10/18/2018 11:14 AM,Transfer Out,For Adoption,For Adoption,Oshkosh Area Humane Society
1,Border Collie,Australian Shepherd,1,1,1.0,Baby,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,11/2/2018 2:25 PM,11/2/2018 2:25 PM,Adoption,Adoption Center,,
1,Border Collie,Australian Shepherd,1,1,1.0,Baby,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,11/7/2018 6:19 PM,11/7/2018 6:19 PM,Adoption,Adoption Center,,
1,Border Collie,Australian Shepherd,1,1,1.0,Baby,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,11/29/2018 1:23 PM,11/29/2018 1:23 PM,Adoption,Adoption Center,,
1,Border Collie,Australian Shepherd,1,0,1.0,Baby,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,10/18/2018 11:14 AM,10/18/2018 11:14 AM,Transfer Out,For Adoption,For Adoption,Oshkosh Area Humane Society
1,Border Collie,Australian Shepherd,1,1,1.0,Baby,Normal,9/15/2018 6:14 PM,Owner/Guardian Surrender,For Adoption,Other,,10/26/2018 2:38 PM,10/26/2018 2:38 PM,Adoption,Adoption Center,,
1,Border Collie,Australian Shepherd,0,1,1.0,Baby,Normal,9/15/2018 6:26 PM,Owner/Guardian Surrender,For Adoption,Other,,11/17/2018 12:00 PM,11/17/2018 12:00 PM,Adoption,Adoption Center,,
1,Border Collie,"Australian Shepherd, Miniature",0,1,1.0,Baby,Normal,9/15/2018 6:26 PM,Owner/Guardian Surrender,For Adoption,Other,,10/19/2018 11:58 AM,10/19/2018 11:58 AM,Adoption,Adoption Center,,
1,Border Collie,"Australian Shepherd, Miniature",1,0,1.0,Baby,Normal,9/15/2018 6:26 PM,Owner/Guardian Surrender,For Adoption,Other,,10/18/2018 11:14 AM,10/18/2018 11:14 AM,Transfer Out,For Adoption,For Adoption,Oshkosh Area Humane Society
1,Border Collie,Australian Shepherd,0,1,1.0,Baby,Normal,9/15/2018 6:26 PM,Owner/Guardian Surrender,For Adoption,Other,,10/21/2018 12:01 PM,10/21/2018 12:01 PM,Adoption,Adoption Center,,
1,Border Collie,Australian Shepherd,0,1,2.0,Baby,Normal,10/26/2018 12:42 PM,Return,Within Exchange Period,Other,,11/3/2018 1:06 PM,11/3/2018 1:06 PM,Adoption,Adoption Center,,
1,Border Collie,"Chihuahua, Long Coat",1,1,2.0,Baby,Normal,9/15/2018 6:30 PM,Owner/Guardian Surrender,For Adoption,Other,,10/19/2018 3:21 PM,10/19/2018 3:21 PM,Adoption,Adoption Center,,
1,Border Collie,"Chihuahua, Long Coat",1,1,2.0,Baby,Normal,9/15/2018 6:30 PM,Owner/Guardian Surrender,For Adoption,Other,,10/19/2018 2:29 PM,10/19/2018 2:29 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,5.0,Young,Normal,9/21/2018 8:46 AM,Clinic,Neuter,,,9/21/2018 8:48 AM,9/21/2018 8:48 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,6.0,Young,Normal,9/21/2018 8:50 AM,Clinic,Neuter,,,9/21/2018 8:51 AM,9/21/2018 8:51 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,9/21/2018 9:02 AM,Clinic,Spay,,,9/21/2018 9:03 AM,9/21/2018 9:03 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,9/21/2018 9:05 AM,Clinic,Spay,,,9/21/2018 9:07 AM,9/21/2018 9:07 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,9/21/2018 9:23 AM,Clinic,Spay,,,9/21/2018 9:25 AM,9/21/2018 9:25 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,9/21/2018 11:27 AM,Clinic,Spay,,,9/21/2018 11:30 AM,9/21/2018 11:30 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,9/21/2018 11:27 AM,Clinic,Spay,,,9/21/2018 11:31 AM,9/21/2018 11:31 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Young,Normal,9/21/2018 11:35 AM,Clinic,Neuter,,,9/21/2018 11:39 AM,9/21/2018 11:39 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Young,Normal,9/21/2018 11:42 AM,Clinic,Neuter,,,9/21/2018 11:43 AM,9/21/2018 11:43 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Young,Normal,9/21/2018 11:46 AM,Clinic,Neuter,,,9/21/2018 11:48 AM,9/21/2018 11:48 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,9/21/2018 11:59 AM,Clinic,Spay,,,9/21/2018 12:02 PM,9/21/2018 12:02 PM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,9/21/2018 12:06 PM,Clinic,Spay,,,9/21/2018 12:08 PM,9/21/2018 12:08 PM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,9/21/2018 12:13 PM,Clinic,Spay,,,9/21/2018 12:19 PM,9/21/2018 12:19 PM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Young,Normal,9/21/2018 12:25 PM,Clinic,Neuter,,,9/21/2018 12:31 PM,9/21/2018 12:31 PM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,9/21/2018 12:25 PM,Clinic,Neuter,,,9/21/2018 12:34 PM,9/21/2018 12:34 PM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,9/21/2018 12:25 PM,Clinic,Neuter,,,9/21/2018 12:36 PM,9/21/2018 12:36 PM,Clinic Out,Other,,
