Animal #,Out City,Out Province,Out Postal Code,adopted_lat,adopted_long
A37606293,Wausau,WI,54401,44.96055522,-89.706901
A37606308,Neenah,WI,54956,44.16073724,-88.462859
A37708981,Larsen,WI,54947,44.191561,-88.629052
A37714453,Waupaca,WI,54981,44.34481844,-89.08332156
A37714458,Appleton,WI,54915,44.25428432,-88.38176798
A37714462,Menasha,WI,54952,44.22624532,-88.39398903
A37714470,Manawa,WI,54949,44.46013729,-88.91670331
A37714482,Rhinelander,WI,54501,45.65824873,-89.40222944
A39976971,Oshkosh,WI,54904,44.00594498,-88.6051576
A39976981,Peshtigo,WI,54157,45.079247,-87.750834
A40030861,Green Lake,WI,54941,43.83697442,-88.95505801
A40031165,De Pere,WI,54115,44.42643275,-88.08676235
A40031440,Cross Plains,WI,53528,43.115108,-89.65291
A40031522,Grand Rapids,MI,49505,43.0069769,-85.66532232
A40031536,Appleton,WI,54915,44.24663723,-88.41427665
A40081880,Amherst,WI,54406,44.41727455,-89.23860533
A40087787,Appleton,WI,54914,44.24822605,-88.38872662
A40089884,New London,WI,54961,44.4135358,-88.74649108
A40131908,Amherst,WI,54406,44.44481486,-89.35920931
A40131908,Amherst,WI,54406,44.44481486,-89.35920931
A40131918,Winneconne,WI,54986,44.1139291,-88.70088705
A40146593,Waupaca,WI,54981,44.35245361,-89.077857
A40146608,Waupaca,WI,54981,44.35245361,-89.077857
A40146651,Waupaca,WI,54981,44.35916309,-89.08953209
A40150933,Waupaca,WI,54981,44.35785333,-89.09079713
A40194174,Clintonville,WI,54929,44.619592,-88.766996
A40194620,Madison,WI,53718,43.09109725,-89.267723
A40194623,Green Bay,WI,54313,44.51841491,-88.11446005
A40194627,Shawano,WI,54166,44.7856383,-88.60535417
A40194629,Manawa,WI,54949,44.45735724,-88.92275786
A40194641,Appleton,WI,54914,44.27135627,-88.42788599
A40194880,Waupaca,WI,54981,44.34120678,-89.07977659
A40194909,Amherst,WI,54406,44.46406272,-89.40479663
A40229702,Duluth,MN,55803,46.82880636,-92.06588329
A40229707,Appleton,WI,54913,44.30698421,-88.36273888
A40233148,Wild Rose,WI,54984,44.177609,-89.24356484
A40295020,Amherst,WI,54406,44.45555821,-89.32688447
A40335337,Kaukauna,WI,54130,44.28430486,-88.25900257
A40335402,Appleton,WI,54914,44.27412014,-88.42862894
A40335438,Waupaca,WI,54981,44.357676,-89.129515
A37714542,Minneapolis,MN,55407,44.9336115,-93.24959245
A37714547,Stevens Point,WI,54482,44.53105633,-89.50904456
A37714561,Appleton,WI,54911,44.297125,-88.397703
A37747566,Waupaca,WI,54981,44.35615298,-89.08226045
A37748603,Green Bay,WI,54304,44.51136698,-88.10438519
A37748622,Green Bay,WI,54304,44.51136698,-88.10438519
A37800696,Kaukauna,WI,54130,44.26311917,-88.28587441
A37819647,Oshkosh,WI,54901,44.01656201,-88.5218715
A37856460,Waupaca,WI,54981,44.34675482,-89.07505135
A37872490,New London,WI,54961,44.38676198,-88.73211328
A37872514,Plover,WI,54467,44.45787083,-89.55771958
A37872520,Neenah,WI,54956,44.16073724,-88.462859
A37908182,Amherst,WI,54406,44.44966243,-89.27761141
A37908202,Fremont,WI,54940,44.25735632,-88.87615588
A37908213,Amherst,WI,54406,44.44966243,-89.27761141
A37908213,Amherst,WI,54406,44.44966243,-89.27761141
A37917209,Waupaca,WI,54981,44.285846,-89.100757
A37920980,Waupaca,WI,54981,44.35400306,-89.08378192
A37923998,Neenah,WI,54956,44.161936,-88.46374067
A37924027,Plover,WI,54467,44.4603155,-89.5410045
A37945206,Waupaca,WI,54981,44.34781143,-89.08083336
A37961666,Waupaca,WI,54981,44.35921491,-89.09444639
A37973010,Waupaca,WI,54981,44.332996,-89.093879
A37975264,Appleton,WI,54914,44.26410818,-88.41786167
A37978947,Iola,WI,54945,44.50582181,-89.12830889
A38017427,Waupaca,WI,54981,44.34781143,-89.08083336
A38035891,Montello,WI,53949,43.7915771,-89.32173201
A38083080,Cambridge,WI,53523,43.00621416,-89.0233205
A38141428,Waupaca,WI,54981,44.35785017,-89.08976722
A38169686,Waupaca,WI,54981,44.34781143,-89.08083336
A38173512,Redgranite,WI,54970,44.04592485,-89.10685715
A38193502,New London,WI,54961,44.38353308,-88.734885
A38195178,Weyauwega,WI,54983,44.316379,-88.938447
A38195178,Wisconsin Rapids,WI,54494,44.3521405,-89.8130085
A38195197,Stevens Point,WI,54481,44.51981939,-89.59721892
A38939417,Fond Du Lac,WI,54935,43.76713919,-88.40466618
A38939461,Kimberly,WI,54136,44.26990259,-88.34275667
A38982417,Oshkosh,WI,54901,44.03381863,-88.52624547
A39003695,Ashland,WI,54806,46.58824428,-90.87510883
A39003798,Oshkosh,WI,54902,44.01830344,-88.57310821
A39003807,Ripon,WI,54971,43.84672049,-88.83364657
A39003817,Ripon,WI,54971,43.84672049,-88.83364657
A39004479,Waupaca,WI,54981,44.35282829,-89.081009
A39004528,Waupaca,WI,54981,44.34894361,-89.08050598
A39042635,Appleton,WI,54911,44.28515455,-88.37714262
A39062570,New London,WI,54961,51.4702275,-0.0952282
A39071705,Waupaca,WI,54981,44.35991757,-89.07603688
A39072240,Waupaca,WI,54981,44.356904,-89.090077
A39072269,Waupaca,WI,54981,44.356904,-89.090077
A39125641,Iola,WI,54945,44.50424649,-89.13417486
A39142822,Waupaca,WI,54981,44.342307,-89.0718813
A39142902,Waupaca,WI,54981,44.359224,-89.08111
A39142925,Waupaca,WI,54981,44.35731416,-89.08501015
A39178470,Fremont,WI,54940,44.25735632,-88.87615588
A39191399,Waupaca,WI,54981,44.3256219,-89.110396
A39191408,Plover,WI,54467,44.44991379,-89.56050461
A39191413,New London,WI,54961,44.38592479,-88.74110658
A39191420,Appleton,WI,54911,44.27749559,-88.39658165
A39191426,Green Bay,WI,54302,44.49534056,-87.99239886
A39254202,Waupaca,WI,54981,44.35627635,-89.09271765
A39254212,Waupaca,WI,54981,44.35627635,-89.09271765
A39292028,Appleton,WI,54915,44.25068568,-88.36268822
A39306184,Weyauwega,WI,54983,44.32232355,-88.93025249
A39322790,Neshkoro,WI,54960,43.9865329,-89.2056965
A39332293,Waupaca,WI,54981,44.34757026,-89.07505971
A39377632,Neenah,WI,54956,44.1728768,-88.51604742
A39377635,Neenah,WI,54956,44.1728768,-88.51604742
A39436765,Oshkosh,WI,54904,44.0011164,-88.60165203
A39439468,Portage,WI,53901,43.54468257,-89.44698111
A40370473,Waupaca,WI,54981,44.365358,-89.085659
A40399265,Weyauwega,WI,54983,44.31967443,-88.93855718
A40436361,Stevens Point,WI,54481,44.52785517,-89.59451417
A40436368,Appleton,WI,54915,44.237338,-88.368371
A40436375,Stevens Point,WI,54482,44.562232,-89.519891
A40436390,Deforest,WI,53532,43.24072637,-89.35702385
A40436458,Monticello,MN,55362,45.31660853,-93.83235424
A38195236,Dorchester,WI,54425,45.00147576,-90.33496276
A38248511,Milwaukee,WI,53233,43.04492015,-87.92367941
A38248526,Waupaca,WI,54981,44.35836435,-89.07833082
A38248557,Stevens Point,WI,54482,44.5624796,-89.5247519
A38248572,La Crosse,WI,54601,43.7972758,-91.1970044
A38248572,La Crosse,WI,54601,43.7972758,-91.1970044
A38288620,Neenah,WI,54956,44.18586466,-88.47783879
A38303239,Waupaca,WI,54981,44.337457,-89.137747
A38303247,Appleton,WI,54914,44.274891,-88.429535
A38303252,Stevens Point,WI,54482,44.526919,-89.5306333
A38359618,Weyauwega,WI,54983,44.31569402,-88.92862841
A38359665,Weyauwega,WI,54983,44.31901534,-88.93658081
A38359667,Iola,WI,54945,44.51058698,-89.13380002
A38363740,Brookfield,WI,53045,43.06910347,-88.14754548
A38363745,New London,WI,54961,44.389142,-88.736814
A38363917,New London,WI,54961,44.3823113,-88.73988943
A38363923,Waupaca,WI,54981,44.34115862,-89.07366757
A38363925,Weyauwega,WI,54983,44.32300194,-88.93228057
A38363934,Oshkosh,WI,54901,44.03381863,-88.52624547
A38363938,Brookfield,WI,53045,43.06910347,-88.14754548
A38363940,New London,WI,54961,44.3823113,-88.73988943
A38422871,Seymour,WI,54165,44.5441556,-88.3483468
A38425723,Neenah,WI,54956,44.16493614,-88.46157783
A38434913,Oshkosh,WI,54904,44.01806926,-88.59226597
A38434966,Oshkosh,WI,54904,44.01806926,-88.59226597
A38435318,Sewanee,TN,37375,35.207544,-85.925703
A38459391,Rothschild,WI,54474,44.888322,-89.619565
A38459401,Neenah,WI,54956,44.17586912,-88.45476558
A38459421,Wisconsin Rapids,WI,54494,44.34934777,-89.75821401
A38463042,Waupaca,WI,54981,44.395672,-89.139229
A39455096,Wautoma,WI,54982,44.082919,-89.390246
A39455126,Neshkoro,WI,54960,43.9865329,-89.2056965
A39490655,Berlin,WI,54923,43.96920568,-88.93982026
A39492692,Waupaca,WI,54981,44.326923,-88.936698
A39500607,Wausau,WI,54403,44.94599839,-89.61333142
A39500616,Green Lake,WI,54941,43.8396854,-88.9253576
A39544684,Waupaca,WI,54981,44.3500764,-89.1411929
A39562834,Neenah,WI,54956,44.17525807,-88.46545297
A39562853,Larsen,WI,54947,44.19165336,-88.62507717
A39616601,Waupaca,WI,54981,44.35344559,-89.07909524
A39622208,Land O Lakes,WI,54540,46.12838734,-89.25088094
A39622213,Lake Zurich,IL,60047,42.19593646,-88.06928337
A39661413,Waupaca,WI,54981,44.35014159,-89.08039273
A39671901,Athens,TN,37303,35.432428,-84.603033
A39672374,Stevens Point,WI,54481,44.51767041,-89.56743151
A39672426,Waupaca,WI,54981,44.3549813,-89.08102621
A39672440,Marquette,MI,49855,46.54750284,-87.38612837
A39672450,Appleton,WI,54915,44.24054757,-88.42271911
A39672474,Sheboygan,WI,53083,43.78201506,-87.75330886
A39672480,De Pere,WI,54115,44.45075395,-88.07842781
A39679240,Iola,WI,54945,44.50381014,-89.13243283
A39679297,Stillwater,MN,55082,45.07245111,-92.8126886
A39679306,Princeton,WI,54968,43.85621688,-89.121866
A39679306,Appleton,WI,54911,44.27461418,-88.39682135
A39679324,Green Bay,WI,54313,44.59828676,-88.07037939
A39726838,Waupaca,WI,54981,44.35245361,-89.077857
A39726873,Waupaca,WI,54981,44.35245361,-89.077857
A39729475,Waupaca,WI,54981,44.3521203,-89.10369578
A39729595,Waupaca,WI,54981,44.3521203,-89.10369578
